candidate,party,percent,votes,office
"Browne, Harry",LIB,0.56%,690,President
"Buchanan, Pat",CIT,0.56%,688,President
"Bush, George W.",REP,52.02%,"63,640",President
"Gore, Al",DEM,42.59%,"52,097",President
"Hagelin, John",NAT,0.05%,65,President
"Nader, Ralph",GRN,3.44%,"4,209",President
"Phillips, Howard",IAP,0.07%,86,President
None of these Candidates,,0.68%,826,President
Under Votes,,0.00%,0,President
Over Votes,,0.03%,33,President
"Berghof, Ernie",IAP,0.35%,431,U.S. Senate
"Bernstein, Ed",DEM,35.12%,"42,672",U.S. Senate
"Ensign, John",REP,57.74%,"70,161",U.S. Senate
"Grutzmacher, Bill",CIT,0.15%,187,U.S. Senate
"Johnson, J.J.",LIB,1.05%,"1,278",U.S. Senate
"Rusco, Kathryn",GRN,2.76%,"3,359",U.S. Senate
None of these Candidates,,2.79%,"3,391",U.S. Senate
Under Votes,,0.00%,0,U.S. Senate
Over Votes,,0.02%,25,U.S. Senate
"Brenneman, Ken",CIT,0.30%,357,"Representative in Congress, District 2"
"Cahill, Tierney",DEM,29.02%,"34,463","Representative in Congress, District 2"
"Gibbons, Jim Incumbent",REP,65.33%,"77,569","Representative in Congress, District 2"
"Hansen, Daniel",IAP,1.21%,"1,441","Representative in Congress, District 2"
"Laws, A. Charles",GRN,2.30%,"2,735","Representative in Congress, District 2"
"Savage, Terry",LIB,1.54%,"1,827","Representative in Congress, District 2"
"Winquist, Robert W.",NAT,0.25%,302,"Representative in Congress, District 2"
Under Votes,,0.00%,0,"Representative in Congress, District 2"
Over Votes,,0.04%,43,"Representative in Congress, District 2"
"Avery, Lois",NAT,23.89%,"8,751","State Senate, Washoe District 3"
"Raggio, Bill Incumbent",REP,76.09%,"27,868","State Senate, Washoe District 3"
Under Votes,,0.00%,0,"State Senate, Washoe District 3"
Over Votes,,0.01%,4,"State Senate, Washoe District 3"
"Eby, Chuck",LIB,3.41%,312,"State Assembly, Washoe District 24"
"Holcomb, Brooks",REP,42.96%,"3,933","State Assembly, Washoe District 24"
