precinct,office,candidate,votes
Argenta 01,ARGENTA Justice of the Peace (Nonpartisan),"BUNCH, MAX W.",240
Argenta 01,County Commissioner District Number 2 (CW) (Republican),"KELLEY, BRADLEY J.",22
Argenta 01,County Commissioner District Number 2 (CW) (Republican),"SPARKS, BRYAN",99
Argenta 01,County Commissioner District Number 2 (CW) (Republican),"SWARTZ-ANCHO, KATHLEEN",25
Argenta 01,County Commissioner District Number 2 (CW) (Republican),"WELSCH, NICK",19
Argenta 01,County Commissioner District Number 3 (CW) (Republican),"CHAPIN, CHUCK",93
Argenta 01,County Commissioner District Number 3 (CW) (Republican),"REICHERT, TOM",58
Argenta 01,County Commissioner District Number 3 (CW) (Republican),"SALISBURY, RAY",14
Argenta 01,Governor (Democratic),"Gibson, James B.",35
Argenta 01,Governor (Democratic),"McConnell, Leola",4
Argenta 01,Governor (Democratic),None Of These Candidates,9
Argenta 01,Governor (Democratic),"Titus, Dina",35
Argenta 01,Governor (Republican),"Beers, Bob",44
Argenta 01,Governor (Republican),"DAMAYO, MELODY ""MIMI MIYAGI""",0
Argenta 01,Governor (Republican),"GIBBONS, JIM",101
Argenta 01,Governor (Republican),"Hunt, Lorraine T.",21
Argenta 01,Governor (Republican),"Lusak, Stanleigh Harold",0
Argenta 01,Governor (Republican),None Of These Candidates,1
Argenta 01,"LANDER COUNTY Hospital Dist Trustee, Seat B (Nonpartisan)","WAITS, PATSY ANN",224
Argenta 01,"LANDER COUNTY Hospital Dist Trustee, Seat D (Nonpartisan)","BRICKLEY, PAT",241
Argenta 01,"LANDER COUNTY Hospital Dist Trustee, Seat E (Nonpartisan)","NAVERAN, WENDY M.",246
Argenta 01,"LANDER COUNTY School Trustee, Area THREE (Nonpartisan)","CLARK, III, ART",123
Argenta 01,"LANDER COUNTY School Trustee, Area THREE (Nonpartisan)","CORBRIDGE-ROCHESTER, ANNETTE",71
Argenta 01,"LANDER COUNTY School Trustee, Area THREE (Nonpartisan)","LAKE, MARK",78
Argenta 01,"LANDER COUNTY School Trustee, Area TWO (Nonpartisan)","BAKKER, MELISSA",229
Argenta 01,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",18
Argenta 01,Lieutenant Governor (Democratic),"Montgomery, Bill",9
Argenta 01,Lieutenant Governor (Democratic),None Of These Candidates,22
Argenta 01,Lieutenant Governor (Democratic),"Stupak, Bob",12
Argenta 01,Lieutenant Governor (Democratic),"UNGER, ROBERT ""BOB""",21
Argenta 01,Lieutenant Governor (Republican),"Hammargren, Lonnie",22
