precinct,office,candidate,votes
Precinct 1,County Sheriff - NonPartisan (NP),"DICKENSON, RON",7
Precinct 1,County Sheriff - NonPartisan (NP),"HARRIS, NEIL",48
Precinct 1,County Sheriff - NonPartisan (NP),"LEHMANN, WILL",6
Precinct 1,County Sheriff - NonPartisan (NP),"LOTSPEICH, DALE",18
Precinct 1,County Sheriff - NonPartisan (NP),"SALISBURY, JACK",27
Precinct 1,County Sheriff - NonPartisan (NP),"TRIGGS, ZACHARY",1
Precinct 1,County Sheriff - NonPartisan (NP),"WELLINGTON, KEN",45
Precinct 1,County Treasurer (Republican),"ERICKSON, REBECCA ""BECKY""",61
Precinct 1,County Treasurer (Republican),"MCQUEARY, NEIL",21
Precinct 1,ELKO CIVIC AUD BD SEAT B (Nonpartisan),"ABEYTA, RUBEN",129
Precinct 1,"ELKO, Justice of the Peace (Nonpartisan)","AMES, JON",14
Precinct 1,"ELKO, Justice of the Peace (Nonpartisan)","GLASER, MARY S.",13
Precinct 1,"ELKO, Justice of the Peace (Nonpartisan)","KACIN, AL",48
Precinct 1,"ELKO, Justice of the Peace (Nonpartisan)","LEDDY, MARY E. ""MOLLY""",62
Precinct 1,"ELKO, Justice of the Peace (Nonpartisan)","SEXTON, STEVE",13
Precinct 1,Governor (Democratic),"Gibson, James B.",18
Precinct 1,Governor (Democratic),"McConnell, Leola",6
Precinct 1,Governor (Democratic),None Of These Candidates,5
Precinct 1,Governor (Democratic),"Titus, Dina",18
Precinct 1,Governor (Republican),"Beers, Bob",27
Precinct 1,Governor (Republican),"DAMAYO, MELODY ""MIMI MIYAGI""",0
Precinct 1,Governor (Republican),"GIBBONS, JIM",35
Precinct 1,Governor (Republican),"Hunt, Lorraine T.",17
Precinct 1,Governor (Republican),"Lusak, Stanleigh Harold",2
Precinct 1,Governor (Republican),None Of These Candidates,1
Precinct 1,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",10
Precinct 1,Lieutenant Governor (Democratic),"Montgomery, Bill",9
