precinct,office,candidate,votes
1 - ALAMO,Attorney General,"CHAIREZ, DON",241
1 - ALAMO,Attorney General,"CORTEZ  MASTO, CATHERINE",148
1 - ALAMO,Attorney General,None Of These Candidates,41
1 - ALAMO,COUNTY ASSESSOR,"HULSE, FRANK C.",113
1 - ALAMO,COUNTY ASSESSOR,"MCBRIDE, MELANIE",317
1 - ALAMO,COUNTY CLERK (Republican),"LLOYD, LISA C.",300
1 - ALAMO,COUNTY CLERK (Republican),"SIMKINS, ALICE ""CONNIE""",134
1 - ALAMO,County Commissioner District B (CW),"LLOYD, BILL",211
1 - ALAMO,County Commissioner District B (CW),"ZELCH, GLENNON",222
1 - ALAMO,County Commissioner District D (CW),"HORNBECK, RONDA",394
1 - ALAMO,County Recorder-Auditor,"BOUCHER, LESLIE",378
1 - ALAMO,COUNTY TREASURER,"HIATT, KATHY C.",381
1 - ALAMO,DISTRICT ATTORNEY,"BARLOW, GREGORY J.",254
1 - ALAMO,DISTRICT ATTORNEY,"DUNLEAVY, PHILIP H.",174
1 - ALAMO,Governor,"BERGLAND, CRAIG O.",2
1 - ALAMO,Governor,"GIBBONS, JIM",322
1 - ALAMO,Governor,"HANSEN, CHRISTOPHER H.",17
1 - ALAMO,Governor,None Of These Candidates,21
1 - ALAMO,Governor,"TITUS, DINA",75
1 - ALAMO,"Justice of the Peace, PAHRANAGAT VALLEY","HOLTON, NOLA",329
1 - ALAMO,"Justice of the Peace, PAHRANAGAT VALLEY","STEWART, TARA LEE",97
1 - ALAMO,Lieutenant Governor,"JEFFERSON, THOMAS",11
1 - ALAMO,Lieutenant Governor,"KROLICKI, BRIAN K.",314
1 - ALAMO,Lieutenant Governor,None Of These Candidates,27
1 - ALAMO,Lieutenant Governor,"UNGER, ROBERT ""BOB""",81
1 - ALAMO,Secretary Of State,"HANSEN, JANINE",44
1 - ALAMO,Secretary Of State,"MILLER, ROSS",143
1 - ALAMO,Secretary Of State,None Of These Candidates,28
1 - ALAMO,Secretary Of State,"TARKANIAN, DANNY",220
1 - ALAMO,Sheriff - LINCOLN - NP,"BRADSHAW, DARYL",99
1 - ALAMO,Sheriff - LINCOLN - NP,"LEE, KERRY D.",328
1 - ALAMO,"State Assembly, District 36","GOEDHART, ED",308
1 - ALAMO,"State Assembly, District 36","HOLMGREN, DAVID G.",20
1 - ALAMO,"State Assembly, District 36","MURRAY, LAURAYNE",106
1 - ALAMO,State Controller,"FITZGIBBONS, FLOYD",19
1 - ALAMO,State Controller,"MARTIN, STEVE",282
1 - ALAMO,State Controller,None Of These Candidates,47
1 - ALAMO,State Controller,"WALLIN, KIM R.",83
1 - ALAMO,State Treasurer,"ANDREWS, MARK",19
1 - ALAMO,State Treasurer,"DESTEFANO, MARK",264
1 - ALAMO,State Treasurer,"MARSHALL, KATE",104
1 - ALAMO,State Treasurer,None Of These Candidates,43
1 - ALAMO,"Supreme Court Justice, Seat C","Cherry, Michael A.",315
1 - ALAMO,"Supreme Court Justice, Seat C",None Of These Candidates,96
1 - ALAMO,"Supreme Court Justice, Seat F","Douglas, Michael L.",164
1 - ALAMO,"Supreme Court Justice, Seat F",None Of These Candidates,78
1 - ALAMO,"Supreme Court Justice, Seat F","STEEL, CYNTHIA ""DIANNE""",184
1 - ALAMO,"Supreme Court Justice, Seat G","BECKER, NANCY",181
1 - ALAMO,"Supreme Court Justice, Seat G",None Of These Candidates,88
1 - ALAMO,"Supreme Court Justice, Seat G","Saitta, Nancy M.",161
1 - ALAMO,"U.S. Representative in Congress, District 2","DERBY, JILL",104
1 - ALAMO,"U.S. Representative in Congress, District 2","HELLER, DEAN",309
1 - ALAMO,"U.S. Representative in Congress, District 2","KROSHUS, JAMES C.",9
1 - ALAMO,"U.S. Representative in Congress, District 2","ROSEN, DANIEL",7
1 - ALAMO,U.S. Senate,"CARTER, JACK",71
1 - ALAMO,U.S. Senate,"ENSIGN, JOHN",350
1 - ALAMO,U.S. Senate,None Of These Candidates,10
1 - ALAMO,U.S. Senate,"SCHUMANN, DAVID K.",6
1 - ALAMO,U.S. Senate,"TRAINOR, BRENDAN",1
2 - CALIENTE,Attorney General,"CHAIREZ, DON",184
2 - CALIENTE,Attorney General,"CORTEZ  MASTO, CATHERINE",272
2 - CALIENTE,Attorney General,None Of These Candidates,50
2 - CALIENTE,COUNTY ASSESSOR,"HULSE, FRANK C.",96
2 - CALIENTE,COUNTY ASSESSOR,"MCBRIDE, MELANIE",402
2 - CALIENTE,COUNTY CLERK (Republican),"LLOYD, LISA C.",273
2 - CALIENTE,COUNTY CLERK (Republican),"SIMKINS, ALICE ""CONNIE""",232
2 - CALIENTE,County Commissioner District B (CW),"LLOYD, BILL",336
2 - CALIENTE,County Commissioner District B (CW),"ZELCH, GLENNON",168
2 - CALIENTE,County Commissioner District D (CW),"HORNBECK, RONDA",426
2 - CALIENTE,County Recorder-Auditor,"BOUCHER, LESLIE",461
2 - CALIENTE,COUNTY TREASURER,"HIATT, KATHY C.",468
2 - CALIENTE,DISTRICT ATTORNEY,"BARLOW, GREGORY J.",268
2 - CALIENTE,DISTRICT ATTORNEY,"DUNLEAVY, PHILIP H.",217
2 - CALIENTE,Governor,"BERGLAND, CRAIG O.",9
2 - CALIENTE,Governor,"GIBBONS, JIM",276
2 - CALIENTE,Governor,"HANSEN, CHRISTOPHER H.",35
2 - CALIENTE,Governor,None Of These Candidates,25
2 - CALIENTE,Governor,"TITUS, DINA",165
2 - CALIENTE,Justice of the Peace MEADOW VALLEY,"COWLEY, MIKE D.",223
