precinct,office,candidate,votes
Precinct 01,Assessor,"BISIAUX, STARLA M.",108
Precinct 01,Assessor,"HUGHES, GLORIA",237
Precinct 01,Attorney General,"CHAIREZ, DON",94
Precinct 01,Attorney General,"CORTEZ MASTO, CATHERINE",220
Precinct 01,Attorney General,None Of These Candidates,34
Precinct 01,Clerk/Treasurer,"GEORGE, CHERRIE A.",197
Precinct 01,Clerk/Treasurer,"STODDARD, PATRICIA A.",137
Precinct 01,County Commissioner Seat C,"BLACK, NANCY J.",189
Precinct 01,County Commissioner Seat C,"TIPTON, JERRIE C.",160
Precinct 01,DISTRICT ATTORNEY,"EMM-SMITH, CHERI",289
Precinct 01,Governor,"BERGLAND, CRAIG O.",6
Precinct 01,Governor,"GIBBONS, JIM",226
Precinct 01,Governor,"HANSEN, CHRISTOPHER H.",10
Precinct 01,Governor,None Of These Candidates,16
Precinct 01,Governor,"TITUS, DINA",94
Precinct 01,HAWTHORNE Township Constable,"SCHAAF, GARY",185
Precinct 01,HAWTHORNE Township Constable,"STROMATT, RICHARD H.",154
Precinct 01,HAWTHORNE Township Justice of the Peace,"GUNTER, JAY T.",203
Precinct 01,HAWTHORNE Township Justice of the Peace,"SKVARNA, LEE",133
Precinct 01,Lieutenant Governor,"JEFFERSON, THOMAS",17
Precinct 01,Lieutenant Governor,"KROLICKI, BRIAN K.",213
Precinct 01,Lieutenant Governor,None Of These Candidates,26
Precinct 01,Lieutenant Governor,"UNGER, ROBERT ""BOB""",93
Precinct 01,MINERAL COUNTY Hospital Board Trustee,"ERICKSON, THOMAS J.",315
Precinct 01,MINERAL COUNTY School Trustee,"GOING, RONALD",299
Precinct 01,MINERAL COUNTY School Trustee Hawthorne Seat,"DEMENT, JUNE",160
Precinct 01,MINERAL COUNTY School Trustee Hawthorne Seat,"ISOM, COURTNEY",184
Precinct 01,MINERAL COUNTY School Trustee OUTSIDE,"GLAZIER, MICHELLE (BISIAUX)",191
Precinct 01,MINERAL COUNTY School Trustee OUTSIDE,"NIXON, MARK D.",240
Precinct 01,MINERAL COUNTY School Trustee OUTSIDE,"QUATTROMANI, DONNA M.",86
Precinct 01,Recorder/Auditor,"HOFERER, CHRISTINE",229
Precinct 01,Recorder/Auditor,"JACKSON, DEANN",116
Precinct 01,Secretary Of State,"HANSEN, JANINE",22
Precinct 01,Secretary Of State,"MILLER, ROSS",148
Precinct 01,Secretary Of State,None Of These Candidates,24
Precinct 01,Secretary Of State,"TARKANIAN, DANNY",153
Precinct 01,Sheriff - MINERAL,"MADRASO, JR., JOHN",131
Precinct 01,Sheriff - MINERAL,"SMITH, ED ""SMITTY""",217
Precinct 01,"State Assembly, District 36","GOEDHART, ED",194
Precinct 01,"State Assembly, District 36","HOLMGREN, DAVID G.",18
Precinct 01,"State Assembly, District 36","MURRAY, LAURAYNE",129
Precinct 01,State Controller,"FITZGIBBONS, FLOYD",20
Precinct 01,State Controller,"MARTIN, STEVE",154
Precinct 01,State Controller,None Of These Candidates,38
Precinct 01,State Controller,"WALLIN, KIM R.",134
Precinct 01,State Treasurer,"ANDREWS, MARK",13
Precinct 01,State Treasurer,"DESTEFANO, MARK",156
Precinct 01,State Treasurer,"MARSHALL, KATE",135
Precinct 01,State Treasurer,None Of These Candidates,44
Precinct 01,"Supreme Court Justice, Seat C","Cherry, Michael A.",231
