precinct,office,candidate,votes
Precinct 1,Assessor,"MEARS, MICHAEL A.",234
Precinct 1,Attorney General,"CHAIREZ, DON",154
Precinct 1,Attorney General,"CORTEZ  MASTO, CATHERINE",81
Precinct 1,Attorney General,None Of These Candidates,21
Precinct 1,Clerk/Treasurer,"BERG, JACKIE",156
Precinct 1,Clerk/Treasurer,"LABARRY, KAREN L.",68
Precinct 1,Clerk/Treasurer,"SMITH, ELIZABETH ""LIZ""",34
Precinct 1,County Commissioner District 2,"ITHURRALDE, JAMES P.",188
Precinct 1,County Commissioner District 2,"VERNES, TED",66
Precinct 1,DISTRICT ATTORNEY,"BEUTEL, THEODORE ""TED""",168
Precinct 1,DISTRICT ATTORNEY,"YOHEY, PAUL G.",86
Precinct 1,"EUREKA COUNTY TV  District, Seat 4B","BAILEY, BOOTH E.",217
Precinct 1,Governor,"BERGLAND, CRAIG O.",0
Precinct 1,Governor,"GIBBONS, JIM",200
Precinct 1,Governor,"HANSEN, CHRISTOPHER H.",16
Precinct 1,Governor,None Of These Candidates,7
Precinct 1,Governor,"TITUS, DINA",34
Precinct 1,Justice of the Peace - BEOWAWE,"FYE, SUSAN E.",191
Precinct 1,Justice of the Peace - EUREKA,"SCHWEBLE, JOHN F.",223
Precinct 1,Lieutenant Governor,"JEFFERSON, THOMAS",34
Precinct 1,Lieutenant Governor,"KROLICKI, BRIAN K.",166
Precinct 1,Lieutenant Governor,None Of These Candidates,18
Precinct 1,Lieutenant Governor,"UNGER, ROBERT ""BOB""",38
Precinct 1,Recorder/Auditor,"REBALEATI, MICHAEL",211
Precinct 1,School Board Trustee Seat 2B,"CONLEY, ANNE",149
Precinct 1,School Board Trustee Seat 2B,"WRIGHT, BILL",102
Precinct 1,Secretary Of State,"HANSEN, JANINE",35
Precinct 1,Secretary Of State,"MILLER, ROSS",43
Precinct 1,Secretary Of State,None Of These Candidates,12
Precinct 1,Secretary Of State,"TARKANIAN, DANNY",160
Precinct 1,Sheriff - EUREKA,"ETTER, LAURANCE F.",126
Precinct 1,Sheriff - EUREKA,"JONES, KENNETH E.",121
Precinct 1,"State Assembly, District 35","GOICOECHEA, PETE",231
Precinct 1,State Controller,"FITZGIBBONS, FLOYD",25
Precinct 1,State Controller,"MARTIN, STEVE",150
Precinct 1,State Controller,None Of These Candidates,30
Precinct 1,State Controller,"WALLIN, KIM R.",48
Precinct 1,State Treasurer,"ANDREWS, MARK",27
Precinct 1,State Treasurer,"DESTEFANO, MARK",156
Precinct 1,State Treasurer,"MARSHALL, KATE",49
Precinct 1,State Treasurer,None Of These Candidates,23
Precinct 1,"Supreme Court Justice, Seat C","Cherry, Michael A.",156
Precinct 1,"Supreme Court Justice, Seat C",None Of These Candidates,72
Precinct 1,"Supreme Court Justice, Seat F","Douglas, Michael L.",70
Precinct 1,"Supreme Court Justice, Seat F",None Of These Candidates,53
Precinct 1,"Supreme Court Justice, Seat F","STEEL, CYNTHIA ""DIANNE""",116
Precinct 1,"Supreme Court Justice, Seat G","BECKER, NANCY",108
Precinct 1,"Supreme Court Justice, Seat G",None Of These Candidates,71
Precinct 1,"Supreme Court Justice, Seat G","Saitta, Nancy M.",60
Precinct 1,"U.S. Representative in Congress, District 2","DERBY, JILL",74
Precinct 1,"U.S. Representative in Congress, District 2","HELLER, DEAN",160
Precinct 1,"U.S. Representative in Congress, District 2","KROSHUS, JAMES C.",10
Precinct 1,"U.S. Representative in Congress, District 2","ROSEN, DANIEL",8
Precinct 1,U.S. Senate,"CARTER, JACK",42
Precinct 1,U.S. Senate,"ENSIGN, JOHN",196
Precinct 1,U.S. Senate,None Of These Candidates,6
Precinct 1,U.S. Senate,"SCHUMANN, DAVID K.",10
Precinct 1,U.S. Senate,"TRAINOR, BRENDAN",4
Precinct 2,Assessor,"MEARS, MICHAEL A.",237
Precinct 2,Attorney General,"CHAIREZ, DON",142
Precinct 2,Attorney General,"CORTEZ  MASTO, CATHERINE",71
Precinct 2,Attorney General,None Of These Candidates,43
Precinct 2,Clerk/Treasurer,"BERG, JACKIE",133
Precinct 2,Clerk/Treasurer,"LABARRY, KAREN L.",96
Precinct 2,Clerk/Treasurer,"SMITH, ELIZABETH ""LIZ""",27
Precinct 2,County Commissioner District 2,"ITHURRALDE, JAMES P.",171
Precinct 2,County Commissioner District 2,"VERNES, TED",78
Precinct 2,DISTRICT ATTORNEY,"BEUTEL, THEODORE ""TED""",175
Precinct 2,DISTRICT ATTORNEY,"YOHEY, PAUL G.",81
Precinct 2,"EUREKA COUNTY TV  District, Seat 4B","BAILEY, BOOTH E.",208
Precinct 2,Governor,"BERGLAND, CRAIG O.",0
Precinct 2,Governor,"GIBBONS, JIM",200
Precinct 2,Governor,"HANSEN, CHRISTOPHER H.",16
Precinct 2,Governor,None Of These Candidates,12
Precinct 2,Governor,"TITUS, DINA",27
Precinct 2,Justice of the Peace - BEOWAWE,"FYE, SUSAN E.",172
Precinct 2,Justice of the Peace - EUREKA,"SCHWEBLE, JOHN F.",211
Precinct 2,Lieutenant Governor,"JEFFERSON, THOMAS",33
Precinct 2,Lieutenant Governor,"KROLICKI, BRIAN K.",173
Precinct 2,Lieutenant Governor,None Of These Candidates,26
Precinct 2,Lieutenant Governor,"UNGER, ROBERT ""BOB""",23
Precinct 2,Recorder/Auditor,"REBALEATI, MICHAEL",201
Precinct 2,School Board Trustee Seat 2B,"CONLEY, ANNE",166
Precinct 2,School Board Trustee Seat 2B,"WRIGHT, BILL",85
Precinct 2,Secretary Of State,"HANSEN, JANINE",37
Precinct 2,Secretary Of State,"MILLER, ROSS",37
Precinct 2,Secretary Of State,None Of These Candidates,27
Precinct 2,Secretary Of State,"TARKANIAN, DANNY",153
Precinct 2,Sheriff - EUREKA,"ETTER, LAURANCE F.",130
Precinct 2,Sheriff - EUREKA,"JONES, KENNETH E.",121
Precinct 2,"State Assembly, District 35","GOICOECHEA, PETE",238
Precinct 2,State Controller,"FITZGIBBONS, FLOYD",29
Precinct 2,State Controller,"MARTIN, STEVE",148
Precinct 2,State Controller,None Of These Candidates,42
Precinct 2,State Controller,"WALLIN, KIM R.",37
Precinct 2,State Treasurer,"ANDREWS, MARK",28
Precinct 2,State Treasurer,"DESTEFANO, MARK",151
Precinct 2,State Treasurer,"MARSHALL, KATE",42
Precinct 2,State Treasurer,None Of These Candidates,36
Precinct 2,"Supreme Court Justice, Seat C","Cherry, Michael A.",149
Precinct 2,"Supreme Court Justice, Seat C",None Of These Candidates,81
Precinct 2,"Supreme Court Justice, Seat F","Douglas, Michael L.",65
Precinct 2,"Supreme Court Justice, Seat F",None Of These Candidates,75
Precinct 2,"Supreme Court Justice, Seat F","STEEL, CYNTHIA ""DIANNE""",105
Precinct 2,"Supreme Court Justice, Seat G","BECKER, NANCY",103
Precinct 2,"Supreme Court Justice, Seat G",None Of These Candidates,85
Precinct 2,"Supreme Court Justice, Seat G","Saitta, Nancy M.",57
Precinct 2,"U.S. Representative in Congress, District 2","DERBY, JILL",70
Precinct 2,"U.S. Representative in Congress, District 2","HELLER, DEAN",155
Precinct 2,"U.S. Representative in Congress, District 2","KROSHUS, JAMES C.",19
Precinct 2,"U.S. Representative in Congress, District 2","ROSEN, DANIEL",9
Precinct 2,U.S. Senate,"CARTER, JACK",32
Precinct 2,U.S. Senate,"ENSIGN, JOHN",192
Precinct 2,U.S. Senate,None Of These Candidates,12
Precinct 2,U.S. Senate,"SCHUMANN, DAVID K.",13
Precinct 2,U.S. Senate,"TRAINOR, BRENDAN",5
