precinct,office,candidate,votes
AMARGOSA VLY 06,Attorney General,"CHAIREZ, DON",128
AMARGOSA VLY 06,Attorney General,"CORTEZ MASTO, CATHERINE",125
AMARGOSA VLY 06,Attorney General,None Of These Candidates,38
AMARGOSA VLY 06,COUNTY ASSESSOR,"MUSSELMAN, SANDRA M.",245
AMARGOSA VLY 06,COUNTY CLERK (Republican),"MERLINO, SANDRA ""SAM""",248
AMARGOSA VLY 06,COUNTY RECORDER (Republican),"FOSTER, BYRON",153
AMARGOSA VLY 06,COUNTY RECORDER (Republican),"PATE, THERESA A.",130
AMARGOSA VLY 06,County Sheriff - NYE,"DEMEO, TONY",181
AMARGOSA VLY 06,County Sheriff - NYE,"LIESEKE, JR., WADE A.",102
AMARGOSA VLY 06,COUNTY TREASURER,"BUDAHL, GARY S.",153
AMARGOSA VLY 06,COUNTY TREASURER,"KRIEGH, B. LANCE",135
AMARGOSA VLY 06,DISTRICT ATTORNEY,"BECKETT, BOB",229
AMARGOSA VLY 06,Governor,"BERGLAND, CRAIG O.",6
AMARGOSA VLY 06,Governor,"GIBBONS, JIM",142
AMARGOSA VLY 06,Governor,"HANSEN, CHRISTOPHER H.",26
AMARGOSA VLY 06,Governor,None Of These Candidates,5
AMARGOSA VLY 06,Governor,"TITUS, DINA",115
AMARGOSA VLY 06,Justice of the Peace BEATTY,"HUNT, BRADLEY LYLE",95
AMARGOSA VLY 06,Justice of the Peace BEATTY,"SULLIVAN, GUS",189
AMARGOSA VLY 06,Lieutenant Governor,"JEFFERSON, THOMAS",23
AMARGOSA VLY 06,Lieutenant Governor,"KROLICKI, BRIAN K.",148
AMARGOSA VLY 06,Lieutenant Governor,None Of These Candidates,16
AMARGOSA VLY 06,Lieutenant Governor,"UNGER, ROBERT ""BOB""",102
AMARGOSA VLY 06,PUBLIC ADMINISTRATOR,"JONES, ROBERT ""BOB""",156
AMARGOSA VLY 06,PUBLIC ADMINISTRATOR,"STEM, HALINDA",125
AMARGOSA VLY 06,Secretary Of State,"HANSEN, JANINE",31
AMARGOSA VLY 06,Secretary Of State,"MILLER, ROSS",121
AMARGOSA VLY 06,Secretary Of State,None Of These Candidates,15
AMARGOSA VLY 06,Secretary Of State,"TARKANIAN, DANNY",123
AMARGOSA VLY 06,"State Assembly, District 36","GOEDHART, ED",81
AMARGOSA VLY 06,"State Assembly, District 36","HOLMGREN, DAVID G.",27
AMARGOSA VLY 06,"State Assembly, District 36","MURRAY, LAURAYNE",180
AMARGOSA VLY 06,State Controller,"FITZGIBBONS, FLOYD",25
AMARGOSA VLY 06,State Controller,"MARTIN, STEVE",124
AMARGOSA VLY 06,State Controller,None Of These Candidates,18
AMARGOSA VLY 06,State Controller,"WALLIN, KIM R.",123
AMARGOSA VLY 06,State Treasurer,"ANDREWS, MARK",26
AMARGOSA VLY 06,State Treasurer,"DESTEFANO, MARK",117
AMARGOSA VLY 06,State Treasurer,"MARSHALL, KATE",123
AMARGOSA VLY 06,State Treasurer,None Of These Candidates,25
AMARGOSA VLY 06,"Supreme Court Justice, Seat C","Cherry, Michael A.",200
AMARGOSA VLY 06,"Supreme Court Justice, Seat C",None Of These Candidates,72
AMARGOSA VLY 06,"Supreme Court Justice, Seat F","Douglas, Michael L.",99
AMARGOSA VLY 06,"Supreme Court Justice, Seat F",None Of These Candidates,59
AMARGOSA VLY 06,"Supreme Court Justice, Seat F","STEEL, CYNTHIA ""DIANNE""",119
AMARGOSA VLY 06,"Supreme Court Justice, Seat G","BECKER, NANCY",109
AMARGOSA VLY 06,"Supreme Court Justice, Seat G",None Of These Candidates,65
AMARGOSA VLY 06,"Supreme Court Justice, Seat G","Saitta, Nancy M.",107
AMARGOSA VLY 06,"U.S. Representative in Congress, District 2","DERBY, JILL",129
AMARGOSA VLY 06,"U.S. Representative in Congress, District 2","HELLER, DEAN",132
AMARGOSA VLY 06,"U.S. Representative in Congress, District 2","KROSHUS, JAMES C.",10
AMARGOSA VLY 06,"U.S. Representative in Congress, District 2","ROSEN, DANIEL",9
AMARGOSA VLY 06,U.S. Senate,"CARTER, JACK",106
AMARGOSA VLY 06,U.S. Senate,"ENSIGN, JOHN",159
AMARGOSA VLY 06,U.S. Senate,None Of These Candidates,10
AMARGOSA VLY 06,U.S. Senate,"SCHUMANN, DAVID K.",13
AMARGOSA VLY 06,U.S. Senate,"TRAINOR, BRENDAN",2
BEATTY 01,Attorney General,"CHAIREZ, DON",144
BEATTY 01,Attorney General,"CORTEZ MASTO, CATHERINE",142
BEATTY 01,Attorney General,None Of These Candidates,32
BEATTY 01,COUNTY ASSESSOR,"MUSSELMAN, SANDRA M.",276
BEATTY 01,COUNTY CLERK (Republican),"MERLINO, SANDRA ""SAM""",286
BEATTY 01,COUNTY RECORDER (Republican),"FOSTER, BYRON",177
BEATTY 01,COUNTY RECORDER (Republican),"PATE, THERESA A.",128
BEATTY 01,County Sheriff - NYE,"DEMEO, TONY",216
BEATTY 01,County Sheriff - NYE,"LIESEKE, JR., WADE A.",101
BEATTY 01,COUNTY TREASURER,"BUDAHL, GARY S.",169
BEATTY 01,COUNTY TREASURER,"KRIEGH, B. LANCE",134
BEATTY 01,DISTRICT ATTORNEY,"BECKETT, BOB",267
BEATTY 01,Governor,"BERGLAND, CRAIG O.",4
BEATTY 01,Governor,"GIBBONS, JIM",167
BEATTY 01,Governor,"HANSEN, CHRISTOPHER H.",21
BEATTY 01,Governor,None Of These Candidates,15
BEATTY 01,Governor,"TITUS, DINA",115
BEATTY 01,Justice of the Peace BEATTY,"HUNT, BRADLEY LYLE",93
BEATTY 01,Justice of the Peace BEATTY,"SULLIVAN, GUS",221
BEATTY 01,Lieutenant Governor,"JEFFERSON, THOMAS",29
BEATTY 01,Lieutenant Governor,"KROLICKI, BRIAN K.",182
BEATTY 01,Lieutenant Governor,None Of These Candidates,19
BEATTY 01,Lieutenant Governor,"UNGER, ROBERT ""BOB""",87
BEATTY 01,PUBLIC ADMINISTRATOR,"JONES, ROBERT ""BOB""",200
BEATTY 01,PUBLIC ADMINISTRATOR,"STEM, HALINDA",104
BEATTY 01,Secretary Of State,"HANSEN, JANINE",46
BEATTY 01,Secretary Of State,"MILLER, ROSS",110
BEATTY 01,Secretary Of State,None Of These Candidates,20
BEATTY 01,Secretary Of State,"TARKANIAN, DANNY",137
BEATTY 01,"State Assembly, District 36","GOEDHART, ED",141
