precinct,office,candidate,votes
PRECINCT 1,Assessor,"HAMILTON, CELESTE",446
PRECINCT 1,Attorney General,"CHAIREZ, DON",165
PRECINCT 1,Attorney General,"CORTEZ  MASTO, CATHERINE",302
PRECINCT 1,Attorney General,None Of These Candidates,29
PRECINCT 1,Big Meadow Conservation District - 2006,"CLINGER, CARL F.",310
PRECINCT 1,Big Meadow Conservation District - 2006,"DEPAOLI, ROBERT R.",339
PRECINCT 1,Big Meadow Conservation District - 2006,"VESCO, VANCE R.",330
PRECINCT 1,County Clerk/Treasurer,"GILES, DONNA K.",443
PRECINCT 1,County Commissioner Seat C,"CRONE, DON",218
PRECINCT 1,County Commissioner Seat C,"MANCEBO, ROGER",275
PRECINCT 1,County Recorder-Auditor,"MOURA, DARLENE E.",447
PRECINCT 1,County Sheriff - PERSHING,"MATTINGLY, BILL",174
PRECINCT 1,County Sheriff - PERSHING,"SKINNER, RON",327
PRECINCT 1,DISTRICT ATTORNEY,"SHIRLEY, JIM",415
PRECINCT 1,Governor,"BERGLAND, CRAIG O.",3
PRECINCT 1,Governor,"GIBBONS, JIM",341
PRECINCT 1,Governor,"HANSEN, CHRISTOPHER H.",10
PRECINCT 1,Governor,None Of These Candidates,20
PRECINCT 1,Governor,"TITUS, DINA",131
PRECINCT 1,Hospital District PERSHING,"EVENSON, STEVE E.",312
PRECINCT 1,Hospital District PERSHING,"GOLDSWORTHY, JAMES",309
PRECINCT 1,Hospital District PERSHING,"PIERCE, JOE L.",281
PRECINCT 1,Hospital District PERSHING,"RIEHM, JACK",337
PRECINCT 1,Lieutenant Governor,"JEFFERSON, THOMAS",34
PRECINCT 1,Lieutenant Governor,"KROLICKI, BRIAN K.",334
PRECINCT 1,Lieutenant Governor,None Of These Candidates,27
PRECINCT 1,Lieutenant Governor,"UNGER, ROBERT ""BOB""",106
PRECINCT 1,Lovelock Meadows Water District - 2006,"BERGE, KRISTY",313
PRECINCT 1,Lovelock Meadows Water District - 2006,"EVENSON, STACEY A.",241
PRECINCT 1,Lovelock Meadows Water District - 2006,"GOGERT, DARRELL",178
