precinct,office,candidate,votes
Precinct 1,Attorney General,"CHAIREZ, DON",195
Precinct 1,Attorney General,"CORTEZ  MASTO, CATHERINE",233
Precinct 1,Attorney General,None Of These Candidates,48
Precinct 1,COUNTY ASSESSOR,"BISHOP, ROBERT L.",429
Precinct 1,COUNTY CLERK (Republican),"BATH, DONNA M.",247
Precinct 1,COUNTY CLERK (Republican),"SIMON, DONNA LYNN",233
Precinct 1,County Commissioner Seat 1,"HEINBAUGH, KENNETH D.",254
Precinct 1,County Commissioner Seat 1,"LANE, GARY",220
Precinct 1,County Commissioner Seat 3,"CARSON, LAURIE L.",344
Precinct 1,County Commissioner Seat 3,"CLUTTS, PATTI",126
Precinct 1,County Commissioner Seat 5,"MAKLEY, RaLEENE",246
Precinct 1,County Commissioner Seat 5,"PEREA, GARY ALEXANDER",218
Precinct 1,COUNTY RECORDER (Republican),"SINDELAR, MARTHA RIVERA",428
Precinct 1,COUNTY TREASURER,"CORNUTT, BEVERLY",297
Precinct 1,COUNTY TREASURER,"CRACRAFT, ELANIE",176
Precinct 1,DISTRICT ATTORNEY,"BACKUS, GARY",153
Precinct 1,DISTRICT ATTORNEY,"SEARS, RICH",315
Precinct 1,Governor,"BERGLAND, CRAIG O.",6
Precinct 1,Governor,"GIBBONS, JIM",281
Precinct 1,Governor,"HANSEN, CHRISTOPHER H.",28
Precinct 1,Governor,None Of These Candidates,15
Precinct 1,Governor,"TITUS, DINA",151
Precinct 1,Lieutenant Governor,"JEFFERSON, THOMAS",33
Precinct 1,Lieutenant Governor,"KROLICKI, BRIAN K.",272
Precinct 1,Lieutenant Governor,None Of These Candidates,33
Precinct 1,Lieutenant Governor,"UNGER, ROBERT ""BOB""",139
Precinct 1,Secretary Of State,"HANSEN, JANINE",34
Precinct 1,Secretary Of State,"MILLER, ROSS",165
Precinct 1,Secretary Of State,None Of These Candidates,21
Precinct 1,Secretary Of State,"TARKANIAN, DANNY",259
Precinct 1,Sheriff - WHITE PINE COUNTY,"ROMERO, BERNIE",183
Precinct 1,Sheriff - WHITE PINE COUNTY,"WATTS, DAN",284
Precinct 1,"State Assembly, District 35","GOICOECHEA, PETE",422
Precinct 1,State Controller,"FITZGIBBONS, FLOYD",33
Precinct 1,State Controller,"MARTIN, STEVE",216
Precinct 1,State Controller,None Of These Candidates,52
Precinct 1,State Controller,"WALLIN, KIM R.",166
Precinct 1,State Treasurer,"ANDREWS, MARK",25
Precinct 1,State Treasurer,"DESTEFANO, MARK",216
Precinct 1,State Treasurer,"MARSHALL, KATE",200
Precinct 1,State Treasurer,None Of These Candidates,33
