precinct,office,candidate,votes
Precinct 01,Attorney General,"CHAIREZ, DON",191
Precinct 01,Attorney General,"CORTEZ  MASTO, CATHERINE",228
Precinct 01,Attorney General,None Of These Candidates,19
Precinct 01,Board of School Trustees - Vote for 4,"ADAMS, LISA E.",142
Precinct 01,Board of School Trustees - Vote for 4,"BUCKMASTER, LOU",269
Precinct 01,Board of School Trustees - Vote for 4,"EVANS, RON",283
Precinct 01,Board of School Trustees - Vote for 4,"GENT, RICH",207
Precinct 01,Board of School Trustees - Vote for 4,"LAMMEL, JODY",166
Precinct 01,Board of School Trustees - Vote for 4,"RIGGINS, TOM",203
Precinct 01,Board of School Trustees - Vote for 4,"SMITH, DEBBIE GETTO",161
Precinct 01,Board of School Trustees - Vote for 4,"VINSON, MARCIA",170
Precinct 01,CHURCHILL Justice of the Peace,"CROWLEY, MARTIN G.",200
Precinct 01,CHURCHILL Justice of the Peace,"RICHARDS, MIKE",224
Precinct 01,Clerk/Treasurer,"HELTON, KELLY G.",374
Precinct 01,COUNTY ASSESSOR,"GREEN, NORMA J.",379
Precinct 01,County Commissioner District 2,"WASHBURN, GWEN",373
Precinct 01,COUNTY RECORDER (Republican),"TRIPP, VICKY L.",361
Precinct 01,DISTRICT ATTORNEY,"MALLORY, ART",364
Precinct 01,"District Court Judge, District 3, Department  2","ABERASTURI, LEON",226
Precinct 01,"District Court Judge, District 3, Department  2","PEDERSON, WAYNE A.",192
Precinct 01,Governor,"BERGLAND, CRAIG O.",2
Precinct 01,Governor,"GIBBONS, JIM",284
Precinct 01,Governor,"HANSEN, CHRISTOPHER H.",20
Precinct 01,Governor,None Of These Candidates,20
Precinct 01,Governor,"TITUS, DINA",112
Precinct 01,Lieutenant Governor,"JEFFERSON, THOMAS",32
Precinct 01,Lieutenant Governor,"KROLICKI, BRIAN K.",276
Precinct 01,Lieutenant Governor,None Of These Candidates,16
Precinct 01,Lieutenant Governor,"UNGER, ROBERT ""BOB""",114
Precinct 01,Mosquito Abatement Dist.,"EWING, OLIVIA",278
Precinct 01,Mosquito Abatement Dist.,"LACKEY, DENISE R.",255
Precinct 01,Mosquito Abatement Dist.,"SMITH, HARVE",277
Precinct 01,Mosquito Abatement Dist.,"WARD, KAE",256
Precinct 01,PUBLIC ADMINISTRATOR,"SERPA, JOHN",348
Precinct 01,Secretary Of State,"HANSEN, JANINE",33
Precinct 01,Secretary Of State,"MILLER, ROSS",168
Precinct 01,Secretary Of State,None Of These Candidates,21
Precinct 01,Secretary Of State,"TARKANIAN, DANNY",216
Precinct 01,Sheriff - CHURCHILL - NP,"INGRAM, RICHARD",360
Precinct 01,Sheriff - CHURCHILL - NP,"TOOKER, TIM",68
Precinct 01,"State Assembly, District 35","GOICOECHEA, PETE",364
Precinct 01,State Controller,"FITZGIBBONS, FLOYD",30
Precinct 01,State Controller,"MARTIN, STEVE",246
Precinct 01,State Controller,None Of These Candidates,29
Precinct 01,State Controller,"WALLIN, KIM R.",131
Precinct 01,State Treasurer,"ANDREWS, MARK",26
Precinct 01,State Treasurer,"DESTEFANO, MARK",233
Precinct 01,State Treasurer,"MARSHALL, KATE",147
Precinct 01,State Treasurer,None Of These Candidates,32
Precinct 01,"Supreme Court Justice, Seat C","Cherry, Michael A.",292
Precinct 01,"Supreme Court Justice, Seat C",None Of These Candidates,100
Precinct 01,"Supreme Court Justice, Seat F","Douglas, Michael L.",212
Precinct 01,"Supreme Court Justice, Seat F",None Of These Candidates,48
Precinct 01,"Supreme Court Justice, Seat F","STEEL, CYNTHIA ""DIANNE""",162
Precinct 01,"Supreme Court Justice, Seat G","BECKER, NANCY",158
Precinct 01,"Supreme Court Justice, Seat G",None Of These Candidates,73
Precinct 01,"Supreme Court Justice, Seat G","Saitta, Nancy M.",196
