precinct,office,candidate,votes
East Mason Valley 1,County Commissioner District II (Democratic),"GEURTS, PAT",22
East Mason Valley 1,County Commissioner District II (Democratic),"LAWSON, CHARLES E.",84
East Mason Valley 1,County Commissioner District II (Republican),"HILLYARD, CHESTER",125
East Mason Valley 1,County Commissioner District II (Republican),"MCPHERSON, LARRY",88
East Mason Valley 1,"District Court Judge, District 3, Department 2 (Nonpartisan)","ABERASTURI, LEON",91
East Mason Valley 1,"District Court Judge, District 3, Department 2 (Nonpartisan)","PEDERSON, WAYNE A.",170
East Mason Valley 1,"District Court Judge, District 3, Department 2 (Nonpartisan)","SCHLEGELMILCH, JOHN PAUL",110
East Mason Valley 1,Governor (Democratic),"Gibson, James B.",40
East Mason Valley 1,Governor (Democratic),"McConnell, Leola",7
East Mason Valley 1,Governor (Democratic),None Of These Candidates,15
East Mason Valley 1,Governor (Democratic),"Titus, Dina",53
East Mason Valley 1,Governor (Republican),"Beers, Bob",42
East Mason Valley 1,Governor (Republican),"DAMAYO, MELODY ""MIMI MIYAGI""",2
East Mason Valley 1,Governor (Republican),"GIBBONS, JIM",140
East Mason Valley 1,Governor (Republican),"Hunt, Lorraine T.",35
East Mason Valley 1,Governor (Republican),"Lusak, Stanleigh Harold",0
East Mason Valley 1,Governor (Republican),None Of These Candidates,5
East Mason Valley 1,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",15
East Mason Valley 1,Lieutenant Governor (Democratic),"Montgomery, Bill",19
East Mason Valley 1,Lieutenant Governor (Democratic),None Of These Candidates,30
East Mason Valley 1,Lieutenant Governor (Democratic),"Stupak, Bob",27
East Mason Valley 1,Lieutenant Governor (Democratic),"UNGER, ROBERT ""BOB""",18
East Mason Valley 1,Lieutenant Governor (Republican),"Hammargren, Lonnie",27
East Mason Valley 1,Lieutenant Governor (Republican),"Kao, George",19
East Mason Valley 1,Lieutenant Governor (Republican),"Krolicki, Brian",91
East Mason Valley 1,Lieutenant Governor (Republican),"Moncrief, Janet",6
East Mason Valley 1,Lieutenant Governor (Republican),None Of These Candidates,17
East Mason Valley 1,Lieutenant Governor (Republican),"Woollen, Barbara Lee",61
East Mason Valley 1,School Board District Trustee IV (Nonpartisan),"NICKERSON, LYNDA J.",114
East Mason Valley 1,School Board District Trustee IV (Nonpartisan),"SHIRLEY, CHARLES W.",160
East Mason Valley 1,School Board District Trustee IV (Nonpartisan),"YEATER, CLIFF",51
East Mason Valley 1,School Board District Trustee VI (Nonpartisan),"PETERSON, JERRY R.",304
East Mason Valley 1,Secretary Of State (Democratic),"Boyd, Roderick",22
East Mason Valley 1,Secretary Of State (Democratic),"Miller, Ross",61
East Mason Valley 1,Secretary Of State (Democratic),None Of These Candidates,28
East Mason Valley 1,Secretary Of State (Republican),None Of These Candidates,28
East Mason Valley 1,Secretary Of State (Republican),"Scroggins, Brian",70
East Mason Valley 1,Secretary Of State (Republican),"Tarkanian, Danny",114
East Mason Valley 1,Sheriff - LYON (Nonpartisan),"DUKE, CHARLIE",42
East Mason Valley 1,Sheriff - LYON (Nonpartisan),"JOHN, RON",28
East Mason Valley 1,Sheriff - LYON (Nonpartisan),"KAHN, BOB",41
