precinct,office,candidate,votes
Precinct 1,County Commissioner District 1 (Democratic),"FARMER, VERONICA",10
Precinct 1,County Commissioner District 1 (Democratic),"GILLUM, R.J.",42
Precinct 1,DISTRICT ATTORNEY (Republican),"LEVENTHAL, TODD M.",36
Precinct 1,DISTRICT ATTORNEY (Republican),"SCHAEFFER, WILLIAM E.",17
Precinct 1,DISTRICT ATTORNEY (Republican),"WHITE, LINDA S.",22
Precinct 1,Governor (Democratic),"Gibson, James B.",19
Precinct 1,Governor (Democratic),"McConnell, Leola",1
Precinct 1,Governor (Democratic),None Of These Candidates,12
Precinct 1,Governor (Democratic),"Titus, Dina",18
Precinct 1,Governor (Republican),"Beers, Bob",18
Precinct 1,Governor (Republican),"DAMAYO, MELODY ""MIMI MIYAGI""",3
Precinct 1,Governor (Republican),"GIBBONS, JIM",28
Precinct 1,Governor (Republican),"Hunt, Lorraine T.",23
Precinct 1,Governor (Republican),"Lusak, Stanleigh Harold",1
Precinct 1,Governor (Republican),None Of These Candidates,4
Precinct 1,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",7
Precinct 1,Lieutenant Governor (Democratic),"Montgomery, Bill",4
Precinct 1,Lieutenant Governor (Democratic),None Of These Candidates,29
Precinct 1,Lieutenant Governor (Democratic),"Stupak, Bob",4
Precinct 1,Lieutenant Governor (Democratic),"UNGER, ROBERT ""BOB""",5
Precinct 1,Lieutenant Governor (Republican),"Hammargren, Lonnie",16
Precinct 1,Lieutenant Governor (Republican),"Kao, George",1
Precinct 1,Lieutenant Governor (Republican),"Krolicki, Brian",23
Precinct 1,Lieutenant Governor (Republican),"Moncrief, Janet",4
Precinct 1,Lieutenant Governor (Republican),None Of These Candidates,15
Precinct 1,Lieutenant Governor (Republican),"Woollen, Barbara Lee",15
Precinct 1,School Board Trustee Seat D (Nonpartisan),"KILE, DOUGLAS",100
Precinct 1,"School Board Trustee, Seat C (Nonpartisan)","HARTMAN, FREDERICK N.",100
Precinct 1,"School Board Trustee, Seat E (Nonpartisan)","HUELSEN-WILKS, SHERRY L.",98
Precinct 1,Secretary Of State (Democratic),"Boyd, Roderick",4
Precinct 1,Secretary Of State (Democratic),"Miller, Ross",16
Precinct 1,Secretary Of State (Democratic),None Of These Candidates,29
Precinct 1,Secretary Of State (Republican),None Of These Candidates,8
Precinct 1,Secretary Of State (Republican),"Scroggins, Brian",34
Precinct 1,Secretary Of State (Republican),"Tarkanian, Danny",35
Precinct 1,Sheriff - NP (Nonpartisan),"ELGAN, KENNETH N.",107
Precinct 1,"State Assembly, District 36 (Democratic)","COCHRAN, ANGIE G.",13
Precinct 1,"State Assembly, District 36 (Democratic)","KULKIN, HARLEY Z.",13
Precinct 1,"State Assembly, District 36 (Democratic)","MURRAY, LAURAYNE",20
Precinct 1,"State Assembly, District 36 (Republican)","BROWN, JOHN M.",13
Precinct 1,"State Assembly, District 36 (Republican)","GOEDHART, ED",41
Precinct 1,"State Assembly, District 36 (Republican)","HIGBEE, JR., ED",13
Precinct 1,"State Board of Education, District 10 (Nonpartisan)","FERRY, CLIFF",98
Precinct 1,State Treasurer (Democratic),"Marshall, Kate",18
Precinct 1,State Treasurer (Democratic),None Of These Candidates,18
Precinct 1,State Treasurer (Democratic),"VanderPal, Geoffrey",12
Precinct 1,State Treasurer (Republican),"Augustine, Kathy",26
Precinct 1,State Treasurer (Republican),"DeStefano, Mark",20
Precinct 1,State Treasurer (Republican),None Of These Candidates,14
Precinct 1,State Treasurer (Republican),"Pitts, Joseph",13
Precinct 1,"Supreme Court Justice, Seat F (Nonpartisan)","Calvert, John",16
Precinct 1,"Supreme Court Justice, Seat F (Nonpartisan)","Douglas, Michael L.",19
Precinct 1,"Supreme Court Justice, Seat F (Nonpartisan)",None Of These Candidates,32
Precinct 1,"Supreme Court Justice, Seat F (Nonpartisan)","STEEL, CYNTHIA ""DIANNE""",68
Precinct 1,"Supreme Court Justice, Seat G (Nonpartisan)","Becker, Nancy",30
Precinct 1,"Supreme Court Justice, Seat G (Nonpartisan)","Christensen, Thomas F.",26
Precinct 1,"Supreme Court Justice, Seat G (Nonpartisan)","Del Vecchio, Nicholas ANTHONY",19
Precinct 1,"Supreme Court Justice, Seat G (Nonpartisan)",None Of These Candidates,37
Precinct 1,"Supreme Court Justice, Seat G (Nonpartisan)","Saitta, Nancy M.",22
Precinct 1,"U.S. Representative in Congress, District 2 (Republican)","ANGLE, SHARRON E.",15
Precinct 1,"U.S. Representative in Congress, District 2 (Republican)","Gibbons, Dawn",19
Precinct 1,"U.S. Representative in Congress, District 2 (Republican)","Gilster, Richard",0
Precinct 1,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",32
Precinct 1,"U.S. Representative in Congress, District 2 (Republican)","Thomas, Glenn",5
