precinct,office,candidate,votes
Precinct 1,County Commissioner Seat 1 (Republican),"HEINBAUGH, KENNETH D.",68
Precinct 1,County Commissioner Seat 1 (Republican),"JONES, GEORGE A.",32
Precinct 1,County Commissioner Seat 1 (Republican),"LANE, GARY",31
Precinct 1,County Commissioner Seat 3 (Republican),"CARSON, LAURIE L.",68
Precinct 1,County Commissioner Seat 3 (Republican),"MILLER, ROBERT B.",64
Precinct 1,ELY Justice of the Peace 6YR (Nonpartisan),"NIMAN, RONALD J.",254
Precinct 1,Governor (Democratic),"Gibson, James B.",55
Precinct 1,Governor (Democratic),"McConnell, Leola",8
Precinct 1,Governor (Democratic),None Of These Candidates,13
Precinct 1,Governor (Democratic),"Titus, Dina",53
Precinct 1,Governor (Republican),"Beers, Bob",44
Precinct 1,Governor (Republican),"DAMAYO, MELODY ""MIMI MIYAGI""",1
Precinct 1,Governor (Republican),"GIBBONS, JIM",67
Precinct 1,Governor (Republican),"Hunt, Lorraine T.",18
Precinct 1,Governor (Republican),"Lusak, Stanleigh Harold",1
Precinct 1,Governor (Republican),None Of These Candidates,1
Precinct 1,"Hospital Board of Trustees, Seat 4 (Nonpartisan)","LEONI, DANIEL L.",232
Precinct 1,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",26
Precinct 1,Lieutenant Governor (Democratic),"Montgomery, Bill",21
Precinct 1,Lieutenant Governor (Democratic),None Of These Candidates,38
Precinct 1,Lieutenant Governor (Democratic),"Stupak, Bob",24
Precinct 1,Lieutenant Governor (Democratic),"UNGER, ROBERT ""BOB""",16
Precinct 1,Lieutenant Governor (Republican),"Hammargren, Lonnie",25
Precinct 1,Lieutenant Governor (Republican),"Kao, George",6
Precinct 1,Lieutenant Governor (Republican),"Krolicki, Brian",61
Precinct 1,Lieutenant Governor (Republican),"Moncrief, Janet",7
Precinct 1,Lieutenant Governor (Republican),None Of These Candidates,24
Precinct 1,Lieutenant Governor (Republican),"Woollen, Barbara Lee",6
Precinct 1,School Board Trustee Seat B (Nonpartisan),"MANGUM, RORY L. ""PETE""",246
Precinct 1,"School Board Trustee, Seat A (Nonpartisan)","HUNT, LORI A.",235
Precinct 1,"School Board Trustee, Seat E (Nonpartisan)","HIBBS, MATT",231
Precinct 1,Secretary Of State (Democratic),"Boyd, Roderick",34
Precinct 1,Secretary Of State (Democratic),"Miller, Ross",60
Precinct 1,Secretary Of State (Democratic),None Of These Candidates,34
Precinct 1,Secretary Of State (Republican),None Of These Candidates,14
Precinct 1,Secretary Of State (Republican),"Scroggins, Brian",48
Precinct 1,Secretary Of State (Republican),"Tarkanian, Danny",69
Precinct 1,"State Board of Education, District 10 (Nonpartisan)","FERRY, CLIFF",219
Precinct 1,State Treasurer (Democratic),"Marshall, Kate",86
Precinct 1,State Treasurer (Democratic),None Of These Candidates,24
Precinct 1,State Treasurer (Democratic),"VanderPal, Geoffrey",19
Precinct 1,State Treasurer (Republican),"Augustine, Kathy",42
Precinct 1,State Treasurer (Republican),"DeStefano, Mark",40
Precinct 1,State Treasurer (Republican),None Of These Candidates,24
Precinct 1,State Treasurer (Republican),"Pitts, Joseph",22
Precinct 1,"Supreme Court Justice, Seat F (Nonpartisan)","Calvert, John",35
Precinct 1,"Supreme Court Justice, Seat F (Nonpartisan)","Douglas, Michael L.",77
Precinct 1,"Supreme Court Justice, Seat F (Nonpartisan)",None Of These Candidates,67
Precinct 1,"Supreme Court Justice, Seat F (Nonpartisan)","STEEL, CYNTHIA ""DIANNE""",93
Precinct 1,"Supreme Court Justice, Seat G (Nonpartisan)","Becker, Nancy",105
Precinct 1,"Supreme Court Justice, Seat G (Nonpartisan)","Christensen, Thomas F.",33
Precinct 1,"Supreme Court Justice, Seat G (Nonpartisan)","Del Vecchio, Nicholas ANTHONY",32
Precinct 1,"Supreme Court Justice, Seat G (Nonpartisan)",None Of These Candidates,61
Precinct 1,"Supreme Court Justice, Seat G (Nonpartisan)","Saitta, Nancy M.",38
Precinct 1,"U.S. Representative in Congress, District 2 (Republican)","ANGLE, SHARRON E.",30
Precinct 1,"U.S. Representative in Congress, District 2 (Republican)","Gibbons, Dawn",48
Precinct 1,"U.S. Representative in Congress, District 2 (Republican)","Gilster, Richard",1
Precinct 1,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",44
Precinct 1,"U.S. Representative in Congress, District 2 (Republican)","Thomas, Glenn",5
Precinct 1,U.S. Senate (Democratic),"Carter, Jack",87
Precinct 1,U.S. Senate (Democratic),None Of These Candidates,28
Precinct 1,U.S. Senate (Democratic),"Tun, Ruby jee",14
Precinct 1,U.S. Senate (Republican),"Ensign, John",122
Precinct 1,U.S. Senate (Republican),"Hamilton, Edward ""Fast Eddie""",4
Precinct 1,U.S. Senate (Republican),None Of These Candidates,7
Precinct 10,County Commissioner Seat 1 (Republican),"HEINBAUGH, KENNETH D.",27
Precinct 10,County Commissioner Seat 1 (Republican),"JONES, GEORGE A.",13
Precinct 10,County Commissioner Seat 1 (Republican),"LANE, GARY",14
Precinct 10,County Commissioner Seat 3 (Republican),"CARSON, LAURIE L.",39
Precinct 10,County Commissioner Seat 3 (Republican),"MILLER, ROBERT B.",15
Precinct 10,ELY Justice of the Peace 6YR (Nonpartisan),"NIMAN, RONALD J.",73
Precinct 10,Governor (Democratic),"Gibson, James B.",10
Precinct 10,Governor (Democratic),"McConnell, Leola",0
Precinct 10,Governor (Democratic),None Of These Candidates,1
Precinct 10,Governor (Democratic),"Titus, Dina",12
Precinct 10,Governor (Republican),"Beers, Bob",21
Precinct 10,Governor (Republican),"DAMAYO, MELODY ""MIMI MIYAGI""",2
Precinct 10,Governor (Republican),"GIBBONS, JIM",23
Precinct 10,Governor (Republican),"Hunt, Lorraine T.",9
Precinct 10,Governor (Republican),"Lusak, Stanleigh Harold",0
Precinct 10,Governor (Republican),None Of These Candidates,1
