precinct,office,candidate,votes
Precinct 01,Board of School Trustees (Nonpartisan),"ADAMS, LISA E.",82
Precinct 01,Board of School Trustees (Nonpartisan),"BUCKMASTER, LOU",163
Precinct 01,Board of School Trustees (Nonpartisan),"EVANS, RON",172
Precinct 01,Board of School Trustees (Nonpartisan),"GENT, RICH",90
Precinct 01,Board of School Trustees (Nonpartisan),"GIBSON, GUY",56
Precinct 01,Board of School Trustees (Nonpartisan),"JOHNSON, DOUGLAS I.",40
Precinct 01,Board of School Trustees (Nonpartisan),"LAMMEL, JODY",59
Precinct 01,Board of School Trustees (Nonpartisan),"RIGGINS, TOM",109
Precinct 01,Board of School Trustees (Nonpartisan),"SMITH, DEBBIE GETTO",91
Precinct 01,Board of School Trustees (Nonpartisan),"VANGORDER, MYLES",82
Precinct 01,Board of School Trustees (Nonpartisan),"VINSON, MARCIA",110
Precinct 01,CHURCHILL Justice of the Peace (Nonpartisan),"CROWLEY, MARTIN G.",94
Precinct 01,CHURCHILL Justice of the Peace (Nonpartisan),"RICHARDS, MIKE",100
Precinct 01,CHURCHILL Justice of the Peace (Nonpartisan),"SORENSEN, TYSON",42
Precinct 01,CHURCHILL Justice of the Peace (Nonpartisan),"VOGEL, WILLIAM E.",8
Precinct 01,CHURCHILL Justice of the Peace (Nonpartisan),"WARD, DANIEL P.",46
Precinct 01,COUNTY RECORDER (Democratic),"MCKNIGHT, TAMI",18
Precinct 01,COUNTY RECORDER (Democratic),"SIMS, JOAN",29
Precinct 01,COUNTY RECORDER (Democratic),"TRIPP, VICKY L.",43
Precinct 01,"District Court Judge, District 3, Department  2 (Nonpartisan)","ABERASTURI, LEON",89
Precinct 01,"District Court Judge, District 3, Department  2 (Nonpartisan)","PEDERSON, WAYNE A.",164
Precinct 01,"District Court Judge, District 3, Department  2 (Nonpartisan)","SCHLEGELMILCH, JOHN PAUL",26
Precinct 01,Governor (Democratic),"Gibson, James B.",38
Precinct 01,Governor (Democratic),"McConnell, Leola",6
Precinct 01,Governor (Democratic),None Of These Candidates,9
Precinct 01,Governor (Democratic),"Titus, Dina",39
Precinct 01,Governor (Republican),"Beers, Bob",21
Precinct 01,Governor (Republican),"DAMAYO, MELODY ""MIMI MIYAGI""",3
Precinct 01,Governor (Republican),"GIBBONS, JIM",120
Precinct 01,Governor (Republican),"Hunt, Lorraine T.",19
Precinct 01,Governor (Republican),"Lusak, Stanleigh Harold",0
Precinct 01,Governor (Republican),None Of These Candidates,9
Precinct 01,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",18
Precinct 01,Lieutenant Governor (Democratic),"Montgomery, Bill",10
Precinct 01,Lieutenant Governor (Democratic),None Of These Candidates,23
Precinct 01,Lieutenant Governor (Democratic),"Stupak, Bob",17
Precinct 01,Lieutenant Governor (Democratic),"UNGER, ROBERT ""BOB""",22
Precinct 01,Lieutenant Governor (Republican),"Hammargren, Lonnie",17
Precinct 01,Lieutenant Governor (Republican),"Kao, George",10
Precinct 01,Lieutenant Governor (Republican),"Krolicki, Brian",91
Precinct 01,Lieutenant Governor (Republican),"Moncrief, Janet",4
Precinct 01,Lieutenant Governor (Republican),None Of These Candidates,13
Precinct 01,Lieutenant Governor (Republican),"Woollen, Barbara Lee",35
Precinct 01,Secretary Of State (Democratic),"Boyd, Roderick",20
Precinct 01,Secretary Of State (Democratic),"Miller, Ross",52
Precinct 01,Secretary Of State (Democratic),None Of These Candidates,18
Precinct 01,Secretary Of State (Republican),None Of These Candidates,29
Precinct 01,Secretary Of State (Republican),"Scroggins, Brian",75
Precinct 01,Secretary Of State (Republican),"Tarkanian, Danny",61
Precinct 01,"State Board of Education, District 10 (Nonpartisan)","FERRY, CLIFF",238
Precinct 02,Governor (Democratic),"McConnell, Leola",3
Precinct 02,Governor (Democratic),None Of These Candidates,4
Precinct 02,Governor (Democratic),"Titus, Dina",21
Precinct 02,Governor (Republican),"Beers, Bob",14
Precinct 02,Governor (Republican),"DAMAYO, MELODY ""MIMI MIYAGI""",1
Precinct 02,Governor (Republican),"GIBBONS, JIM",75
Precinct 02,Governor (Republican),"Hunt, Lorraine T.",15
Precinct 02,Governor (Republican),"Lusak, Stanleigh Harold",1
Precinct 02,Governor (Republican),None Of These Candidates,1
Precinct 02,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",10
Precinct 02,Lieutenant Governor (Democratic),"Montgomery, Bill",7
Precinct 02,Lieutenant Governor (Democratic),None Of These Candidates,11
Precinct 02,Lieutenant Governor (Democratic),"Stupak, Bob",3
Precinct 02,Lieutenant Governor (Democratic),"UNGER, ROBERT ""BOB""",9
Precinct 02,Lieutenant Governor (Republican),"Hammargren, Lonnie",10
Precinct 02,Lieutenant Governor (Republican),"Kao, George",10
Precinct 02,Lieutenant Governor (Republican),"Krolicki, Brian",55
Precinct 02,Lieutenant Governor (Republican),"Moncrief, Janet",4
Precinct 02,Lieutenant Governor (Republican),None Of These Candidates,9
Precinct 02,Lieutenant Governor (Republican),"Woollen, Barbara Lee",18
Precinct 02,Secretary Of State (Democratic),"Boyd, Roderick",10
Precinct 02,Secretary Of State (Democratic),"Miller, Ross",22
Precinct 02,Secretary Of State (Democratic),None Of These Candidates,7
Precinct 02,Secretary Of State (Republican),None Of These Candidates,21
Precinct 02,Secretary Of State (Republican),"Scroggins, Brian",40
Precinct 02,Secretary Of State (Republican),"Tarkanian, Danny",44
Precinct 02,"State Board of Education, District 10 (Nonpartisan)","FERRY, CLIFF",133
Precinct 02,State Treasurer (Democratic),"Marshall, Kate",20
Precinct 02,State Treasurer (Democratic),None Of These Candidates,7
Precinct 02,State Treasurer (Democratic),"VanderPal, Geoffrey",13
Precinct 02,State Treasurer (Republican),"Augustine, Kathy",19
Precinct 02,State Treasurer (Republican),"DeStefano, Mark",52
Precinct 02,State Treasurer (Republican),None Of These Candidates,15
Precinct 02,State Treasurer (Republican),"Pitts, Joseph",18
Precinct 02,"Supreme Court Justice, Seat F (Nonpartisan)","Calvert, John",27
Precinct 02,"Supreme Court Justice, Seat F (Nonpartisan)","Douglas, Michael L.",39
Precinct 02,"Supreme Court Justice, Seat F (Nonpartisan)",None Of These Candidates,29
Precinct 02,"Supreme Court Justice, Seat F (Nonpartisan)","STEEL, CYNTHIA ""DIANNE""",65
Precinct 02,"Supreme Court Justice, Seat G (Nonpartisan)","Becker, Nancy",48
Precinct 02,"Supreme Court Justice, Seat G (Nonpartisan)","Christensen, Thomas F.",23
Precinct 02,"Supreme Court Justice, Seat G (Nonpartisan)","Del Vecchio, Nicholas ANTHONY",21
Precinct 02,"Supreme Court Justice, Seat G (Nonpartisan)",None Of These Candidates,33
Precinct 02,"Supreme Court Justice, Seat G (Nonpartisan)","Saitta, Nancy M.",35
Precinct 02,"U.S. Representative in Congress, District 2 (Republican)","ANGLE, SHARRON E.",37
Precinct 02,"U.S. Representative in Congress, District 2 (Republican)","Gibbons, Dawn",39
Precinct 02,"U.S. Representative in Congress, District 2 (Republican)","Gilster, Richard",2
Precinct 02,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",22
Precinct 02,"U.S. Representative in Congress, District 2 (Republican)","Thomas, Glenn",5
Precinct 02,United States Senator (Democratic),"Carter, Jack",28
Precinct 02,United States Senator (Democratic),None Of These Candidates,5
Precinct 02,United States Senator (Democratic),"Tun, Ruby jee",7
Precinct 02,United States Senator (Republican),"Ensign, John",100
Precinct 02,United States Senator (Republican),"Hamilton, Edward ""Fast Eddie""",0
Precinct 02,United States Senator (Republican),None Of These Candidates,6
Precinct 03,Board of School Trustees (Nonpartisan),"ADAMS, LISA E.",63
Precinct 03,Board of School Trustees (Nonpartisan),"BUCKMASTER, LOU",145
Precinct 03,Board of School Trustees (Nonpartisan),"EVANS, RON",152
Precinct 03,Board of School Trustees (Nonpartisan),"GENT, RICH",63
Precinct 03,Board of School Trustees (Nonpartisan),"GIBSON, GUY",48
Precinct 03,Board of School Trustees (Nonpartisan),"JOHNSON, DOUGLAS I.",32
Precinct 03,Board of School Trustees (Nonpartisan),"LAMMEL, JODY",54
Precinct 03,Board of School Trustees (Nonpartisan),"RIGGINS, TOM",81
Precinct 03,Board of School Trustees (Nonpartisan),"SMITH, DEBBIE GETTO",88
Precinct 03,Board of School Trustees (Nonpartisan),"VANGORDER, MYLES",66
Precinct 03,Board of School Trustees (Nonpartisan),"VINSON, MARCIA",80
Precinct 03,CHURCHILL Justice of the Peace (Nonpartisan),"CROWLEY, MARTIN G.",74
Precinct 03,CHURCHILL Justice of the Peace (Nonpartisan),"RICHARDS, MIKE",67
Precinct 03,CHURCHILL Justice of the Peace (Nonpartisan),"SORENSEN, TYSON",33
Precinct 03,CHURCHILL Justice of the Peace (Nonpartisan),"VOGEL, WILLIAM E.",3
Precinct 03,CHURCHILL Justice of the Peace (Nonpartisan),"WARD, DANIEL P.",58
Precinct 03,COUNTY RECORDER (Democratic),"MCKNIGHT, TAMI",14
Precinct 03,COUNTY RECORDER (Democratic),"SIMS, JOAN",16
Precinct 03,COUNTY RECORDER (Democratic),"TRIPP, VICKY L.",39
Precinct 03,"District Court Judge, District 3, Department  2 (Nonpartisan)","ABERASTURI, LEON",71
Precinct 03,"District Court Judge, District 3, Department  2 (Nonpartisan)","PEDERSON, WAYNE A.",131
Precinct 03,"District Court Judge, District 3, Department  2 (Nonpartisan)","SCHLEGELMILCH, JOHN PAUL",24
Precinct 03,Governor (Democratic),"Gibson, James B.",29
Precinct 03,Governor (Democratic),"McConnell, Leola",6
Precinct 03,Governor (Democratic),None Of These Candidates,4
Precinct 03,Governor (Democratic),"Titus, Dina",32
Precinct 03,Governor (Republican),"Beers, Bob",20
Precinct 03,Governor (Republican),"DAMAYO, MELODY ""MIMI MIYAGI""",1
Precinct 03,Governor (Republican),"GIBBONS, JIM",107
Precinct 03,Governor (Republican),"Hunt, Lorraine T.",20
Precinct 03,Governor (Republican),"Lusak, Stanleigh Harold",0
Precinct 03,Governor (Republican),None Of These Candidates,2
Precinct 03,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",7
Precinct 03,Lieutenant Governor (Democratic),"Montgomery, Bill",13
Precinct 03,Lieutenant Governor (Democratic),None Of These Candidates,15
Precinct 03,Lieutenant Governor (Democratic),"Stupak, Bob",14
Precinct 03,Lieutenant Governor (Democratic),"UNGER, ROBERT ""BOB""",20
Precinct 03,Lieutenant Governor (Republican),"Hammargren, Lonnie",28
Precinct 03,Lieutenant Governor (Republican),"Kao, George",8
Precinct 03,Lieutenant Governor (Republican),"Krolicki, Brian",73
Precinct 03,Lieutenant Governor (Republican),"Moncrief, Janet",2
