precinct,office,candidate,votes
1 - ALAMO,Governor (Democratic),"Gibson, James B.",86
1 - ALAMO,Governor (Democratic),"McConnell, Leola",6
1 - ALAMO,Governor (Democratic),None Of These Candidates,9
1 - ALAMO,Governor (Democratic),"Titus, Dina",30
1 - ALAMO,Governor (Republican),"Beers, Bob",58
1 - ALAMO,Governor (Republican),"DAMAYO, MELODY ""MIMI MIYAGI""",1
1 - ALAMO,Governor (Republican),"GIBBONS, JIM",113
1 - ALAMO,Governor (Republican),"Hunt, Lorraine T.",35
1 - ALAMO,Governor (Republican),"Lusak, Stanleigh Harold",0
1 - ALAMO,Governor (Republican),None Of These Candidates,17
1 - ALAMO,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",23
1 - ALAMO,Lieutenant Governor (Democratic),"Montgomery, Bill",19
1 - ALAMO,Lieutenant Governor (Democratic),None Of These Candidates,48
1 - ALAMO,Lieutenant Governor (Democratic),"Stupak, Bob",20
1 - ALAMO,Lieutenant Governor (Democratic),"UNGER, ROBERT ""BOB""",18
1 - ALAMO,Lieutenant Governor (Republican),"Hammargren, Lonnie",50
1 - ALAMO,Lieutenant Governor (Republican),"Kao, George",11
1 - ALAMO,Lieutenant Governor (Republican),"Krolicki, Brian",57
1 - ALAMO,Lieutenant Governor (Republican),"Moncrief, Janet",9
1 - ALAMO,Lieutenant Governor (Republican),None Of These Candidates,38
1 - ALAMO,Lieutenant Governor (Republican),"Woollen, Barbara Lee",59
1 - ALAMO,SCHOOL BOARD School Dist Trustee Dist B-AL (Nonpartisan),"BARR, JANICE",322
1 - ALAMO,SCHOOL BOARD School Dist Trustee Dist C-AL (Nonpartisan),"CARTER, NIKKI",320
1 - ALAMO,SCHOOL BOARD School Dist Trustee Dist E-AL (Nonpartisan),"WHIPPLE, MURRY",345
1 - ALAMO,Secretary Of State (Democratic),"Boyd, Roderick",17
1 - ALAMO,Secretary Of State (Democratic),"Miller, Ross",65
1 - ALAMO,Secretary Of State (Democratic),None Of These Candidates,45
1 - ALAMO,Secretary Of State (Republican),None Of These Candidates,17
1 - ALAMO,Secretary Of State (Republican),"Scroggins, Brian",131
1 - ALAMO,Secretary Of State (Republican),"Tarkanian, Danny",74
1 - ALAMO,Sheriff - LINCOLN - NP (Nonpartisan),"BRADSHAW, DARYL",77
1 - ALAMO,Sheriff - LINCOLN - NP (Nonpartisan),"KOZAK, RONALD",15
1 - ALAMO,Sheriff - LINCOLN - NP (Nonpartisan),"LEE, KERRY D.",274
1 - ALAMO,"State Assembly, District 36 (Democratic)","COCHRAN, ANGIE G.",45
1 - ALAMO,"State Assembly, District 36 (Democratic)","KULKIN, HARLEY Z.",19
1 - ALAMO,"State Assembly, District 36 (Democratic)","MURRAY, LAURAYNE",55
1 - ALAMO,"State Assembly, District 36 (Republican)","BROWN, JOHN M.",5
1 - ALAMO,"State Assembly, District 36 (Republican)","GOEDHART, ED",7
1 - ALAMO,"State Assembly, District 36 (Republican)","HIGBEE, JR., ED",214
1 - ALAMO,"State Board of Education, District 10 (Nonpartisan)","FERRY, CLIFF",318
1 - ALAMO,State Treasurer (Democratic),"Marshall, Kate",52
1 - ALAMO,State Treasurer (Democratic),None Of These Candidates,48
1 - ALAMO,State Treasurer (Democratic),"VanderPal, Geoffrey",25
1 - ALAMO,State Treasurer (Republican),"Augustine, Kathy",76
1 - ALAMO,State Treasurer (Republican),"DeStefano, Mark",46
1 - ALAMO,State Treasurer (Republican),None Of These Candidates,61
1 - ALAMO,State Treasurer (Republican),"Pitts, Joseph",34
1 - ALAMO,"Supreme Court Justice, Seat F (Nonpartisan)","Calvert, John",54
1 - ALAMO,"Supreme Court Justice, Seat F (Nonpartisan)","Douglas, Michael L.",93
1 - ALAMO,"Supreme Court Justice, Seat F (Nonpartisan)",None Of These Candidates,86
1 - ALAMO,"Supreme Court Justice, Seat F (Nonpartisan)","STEEL, CYNTHIA ""DIANNE""",124
1 - ALAMO,"Supreme Court Justice, Seat G (Nonpartisan)","Becker, Nancy",104
1 - ALAMO,"Supreme Court Justice, Seat G (Nonpartisan)","Christensen, Thomas F.",80
1 - ALAMO,"Supreme Court Justice, Seat G (Nonpartisan)","Del Vecchio, Nicholas ANTHONY",46
1 - ALAMO,"Supreme Court Justice, Seat G (Nonpartisan)",None Of These Candidates,83
1 - ALAMO,"Supreme Court Justice, Seat G (Nonpartisan)","Saitta, Nancy M.",45
1 - ALAMO,"U.S. Representative in Congress, District 2 (Republican)","ANGLE, SHARRON E.",63
1 - ALAMO,"U.S. Representative in Congress, District 2 (Republican)","Gibbons, Dawn",70
1 - ALAMO,"U.S. Representative in Congress, District 2 (Republican)","Gilster, Richard",3
1 - ALAMO,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",64
1 - ALAMO,"U.S. Representative in Congress, District 2 (Republican)","Thomas, Glenn",14
1 - ALAMO,United States Senator (Democratic),"Carter, Jack",71
1 - ALAMO,United States Senator (Democratic),None Of These Candidates,44
1 - ALAMO,United States Senator (Democratic),"Tun, Ruby jee",14
1 - ALAMO,United States Senator (Republican),"Ensign, John",203
1 - ALAMO,United States Senator (Republican),"Hamilton, Edward ""Fast Eddie""",8
1 - ALAMO,United States Senator (Republican),None Of These Candidates,14
2 - CALIENTE,Governor (Democratic),"Gibson, James B.",107
2 - CALIENTE,Governor (Democratic),"McConnell, Leola",5
2 - CALIENTE,Governor (Democratic),None Of These Candidates,10
2 - CALIENTE,Governor (Democratic),"Titus, Dina",77
2 - CALIENTE,Governor (Republican),"Beers, Bob",45
2 - CALIENTE,Governor (Republican),"DAMAYO, MELODY ""MIMI MIYAGI""",5
2 - CALIENTE,Governor (Republican),"GIBBONS, JIM",70
2 - CALIENTE,Governor (Republican),"Hunt, Lorraine T.",24
2 - CALIENTE,Governor (Republican),"Lusak, Stanleigh Harold",0
2 - CALIENTE,Governor (Republican),None Of These Candidates,9
2 - CALIENTE,Justice of the Peace MEADOW VALLEY (Nonpartisan),"COWLEY, MIKE D.",118
2 - CALIENTE,Justice of the Peace MEADOW VALLEY (Nonpartisan),"FISCHER, ANN ""ANNIE MAE""",36
2 - CALIENTE,Justice of the Peace MEADOW VALLEY (Nonpartisan),"HIBBLE, RON",84
2 - CALIENTE,Justice of the Peace MEADOW VALLEY (Nonpartisan),"LESICKA, LELAND R.",161
2 - CALIENTE,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",46
2 - CALIENTE,Lieutenant Governor (Democratic),"Montgomery, Bill",25
2 - CALIENTE,Lieutenant Governor (Democratic),None Of These Candidates,49
2 - CALIENTE,Lieutenant Governor (Democratic),"Stupak, Bob",38
2 - CALIENTE,Lieutenant Governor (Democratic),"UNGER, ROBERT ""BOB""",37
2 - CALIENTE,Lieutenant Governor (Republican),"Hammargren, Lonnie",20
2 - CALIENTE,Lieutenant Governor (Republican),"Kao, George",7
2 - CALIENTE,Lieutenant Governor (Republican),"Krolicki, Brian",48
2 - CALIENTE,Lieutenant Governor (Republican),"Moncrief, Janet",9
2 - CALIENTE,Lieutenant Governor (Republican),None Of These Candidates,28
2 - CALIENTE,Lieutenant Governor (Republican),"Woollen, Barbara Lee",39
2 - CALIENTE,SCHOOL BOARD School Dist Trustee Dist B-AL (Nonpartisan),"BARR, JANICE",350
2 - CALIENTE,SCHOOL BOARD School Dist Trustee Dist C-AL (Nonpartisan),"CARTER, NIKKI",355
2 - CALIENTE,SCHOOL BOARD School Dist Trustee Dist E-AL (Nonpartisan),"WHIPPLE, MURRY",347
2 - CALIENTE,Secretary Of State (Democratic),"Boyd, Roderick",31
2 - CALIENTE,Secretary Of State (Democratic),"Miller, Ross",115
2 - CALIENTE,Secretary Of State (Democratic),None Of These Candidates,47
2 - CALIENTE,Secretary Of State (Republican),None Of These Candidates,20
2 - CALIENTE,Secretary Of State (Republican),"Scroggins, Brian",61
2 - CALIENTE,Secretary Of State (Republican),"Tarkanian, Danny",70
2 - CALIENTE,Sheriff - LINCOLN - NP (Nonpartisan),"BRADSHAW, DARYL",91
