precinct,office,candidate,votes
AMARGOSA VLY O6,COUNTY RECORDER (Republican),"FOSTER, BYRON",43
AMARGOSA VLY O6,COUNTY RECORDER (Republican),"SCHELLER, JEANETTE M.",34
AMARGOSA VLY O6,COUNTY RECORDER (Republican),"WALKER, EU ""GENIE""",12
AMARGOSA VLY O6,County Sheriff - NYE  (Nonpartisan),"DEMEO, TONY",63
AMARGOSA VLY O6,County Sheriff - NYE  (Nonpartisan),"HOLMES, TED",26
AMARGOSA VLY O6,County Sheriff - NYE  (Nonpartisan),"JACKSON, MEL",22
AMARGOSA VLY O6,County Sheriff - NYE  (Nonpartisan),"LIESEKE, JR., WADE A.",55
AMARGOSA VLY O6,County Sheriff - NYE  (Nonpartisan),"MIELZYNSKI, RAY ""THE FLAGMAN""",17
AMARGOSA VLY O6,County Sheriff - NYE  (Nonpartisan),"SMITH, JEANETTE",7
AMARGOSA VLY O6,Governor (Democratic),"Gibson, James B.",35
AMARGOSA VLY O6,Governor (Democratic),"McConnell, Leola",6
AMARGOSA VLY O6,Governor (Democratic),None Of These Candidates,5
AMARGOSA VLY O6,Governor (Democratic),"Titus, Dina",27
AMARGOSA VLY O6,Governor (Republican),"Beers, Bob",31
AMARGOSA VLY O6,Governor (Republican),"DAMAYO, MELODY ""MIMI MIYAGI""",2
AMARGOSA VLY O6,Governor (Republican),"GIBBONS, JIM",45
AMARGOSA VLY O6,Governor (Republican),"Hunt, Lorraine T.",12
AMARGOSA VLY O6,Governor (Republican),"Lusak, Stanleigh Harold",0
AMARGOSA VLY O6,Governor (Republican),None Of These Candidates,5
AMARGOSA VLY O6,Justice of the Peace BEATTY (Nonpartisan),"HUNT, BRADLEY Lyle",52
AMARGOSA VLY O6,Justice of the Peace BEATTY (Nonpartisan),"SULLIVAN, GUS",127
AMARGOSA VLY O6,Justice of the Peace BEATTY (Nonpartisan),"WILBUR, SCOTT",7
AMARGOSA VLY O6,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",14
AMARGOSA VLY O6,Lieutenant Governor (Democratic),"Montgomery, Bill",18
AMARGOSA VLY O6,Lieutenant Governor (Democratic),None Of These Candidates,14
AMARGOSA VLY O6,Lieutenant Governor (Democratic),"Stupak, Bob",13
AMARGOSA VLY O6,Lieutenant Governor (Democratic),"UNGER, ROBERT ""BOB""",15
AMARGOSA VLY O6,Lieutenant Governor (Republican),"Hammargren, Lonnie",23
AMARGOSA VLY O6,Lieutenant Governor (Republican),"Kao, George",4
AMARGOSA VLY O6,Lieutenant Governor (Republican),"Krolicki, Brian",21
AMARGOSA VLY O6,Lieutenant Governor (Republican),"Moncrief, Janet",3
AMARGOSA VLY O6,Lieutenant Governor (Republican),None Of These Candidates,14
AMARGOSA VLY O6,Lieutenant Governor (Republican),"Woollen, Barbara Lee",30
AMARGOSA VLY O6,PUBLIC ADMINISTRATOR (Republican),"JONES, ROBERT ""BOB""",41
AMARGOSA VLY O6,PUBLIC ADMINISTRATOR (Republican),"LOOMIS, MURRAY M.",41
AMARGOSA VLY O6,School Board Trustee Area II (Nonpartisan),"CHURCH, POLLY",158
AMARGOSA VLY O6,Secretary Of State (Democratic),"Boyd, Roderick",19
AMARGOSA VLY O6,Secretary Of State (Democratic),"Miller, Ross",37
AMARGOSA VLY O6,Secretary Of State (Democratic),None Of These Candidates,14
AMARGOSA VLY O6,Secretary Of State (Republican),None Of These Candidates,10
AMARGOSA VLY O6,Secretary Of State (Republican),"Scroggins, Brian",25
AMARGOSA VLY O6,Secretary Of State (Republican),"Tarkanian, Danny",60
AMARGOSA VLY O6,"State Assembly, District 36 (Democratic)","COCHRAN, ANGIE G.",15
AMARGOSA VLY O6,"State Assembly, District 36 (Democratic)","KULKIN, HARLEY Z.",18
AMARGOSA VLY O6,"State Assembly, District 36 (Democratic)","MURRAY, LAURAYNE",39
AMARGOSA VLY O6,"State Assembly, District 36 (Republican)","BROWN, JOHN M.",35
AMARGOSA VLY O6,"State Assembly, District 36 (Republican)","GOEDHART, ED",35
AMARGOSA VLY O6,"State Assembly, District 36 (Republican)","HIGBEE, JR., ED",23
AMARGOSA VLY O6,"State Board of Education, District 10 (Nonpartisan)","FERRY, CLIFF",162
AMARGOSA VLY O6,State Treasurer (Democratic),"Marshall, Kate",48
AMARGOSA VLY O6,State Treasurer (Democratic),None Of These Candidates,10
AMARGOSA VLY O6,State Treasurer (Democratic),"VanderPal, Geoffrey",13
AMARGOSA VLY O6,State Treasurer (Republican),"Augustine, Kathy",34
AMARGOSA VLY O6,State Treasurer (Republican),"DeStefano, Mark",23
AMARGOSA VLY O6,State Treasurer (Republican),None Of These Candidates,22
AMARGOSA VLY O6,State Treasurer (Republican),"Pitts, Joseph",15
AMARGOSA VLY O6,"Supreme Court Justice, Seat F (Nonpartisan)","Calvert, John",32
AMARGOSA VLY O6,"Supreme Court Justice, Seat F (Nonpartisan)","Douglas, Michael L.",56
AMARGOSA VLY O6,"Supreme Court Justice, Seat F (Nonpartisan)",None Of These Candidates,35
AMARGOSA VLY O6,"Supreme Court Justice, Seat F (Nonpartisan)","STEEL, CYNTHIA ""DIANNE""",63
AMARGOSA VLY O6,"Supreme Court Justice, Seat G (Nonpartisan)","Becker, Nancy",45
AMARGOSA VLY O6,"Supreme Court Justice, Seat G (Nonpartisan)","Christensen, Thomas F.",39
AMARGOSA VLY O6,"Supreme Court Justice, Seat G (Nonpartisan)","Del Vecchio, Nicholas ANTHONY",28
AMARGOSA VLY O6,"Supreme Court Justice, Seat G (Nonpartisan)",None Of These Candidates,34
AMARGOSA VLY O6,"Supreme Court Justice, Seat G (Nonpartisan)","Saitta, Nancy M.",42
AMARGOSA VLY O6,"U.S. Representative in Congress, District 2 (Republican)","ANGLE, SHARRON E.",20
AMARGOSA VLY O6,"U.S. Representative in Congress, District 2 (Republican)","Gibbons, Dawn",24
AMARGOSA VLY O6,"U.S. Representative in Congress, District 2 (Republican)","Gilster, Richard",1
AMARGOSA VLY O6,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",34
AMARGOSA VLY O6,"U.S. Representative in Congress, District 2 (Republican)","Thomas, Glenn",14
AMARGOSA VLY O6,United States Senator (Democratic),"Carter, Jack",51
AMARGOSA VLY O6,United States Senator (Democratic),None Of These Candidates,12
AMARGOSA VLY O6,United States Senator (Democratic),"Tun, Ruby jee",8
AMARGOSA VLY O6,United States Senator (Republican),"Ensign, John",79
AMARGOSA VLY O6,United States Senator (Republican),"Hamilton, Edward ""Fast Eddie""",7
AMARGOSA VLY O6,United States Senator (Republican),None Of These Candidates,9
BEATTY 01,COUNTY RECORDER (Republican),"FOSTER, BYRON",47
BEATTY 01,COUNTY RECORDER (Republican),"SCHELLER, JEANETTE M.",47
BEATTY 01,COUNTY RECORDER (Republican),"WALKER, EU ""GENIE""",18
BEATTY 01,County Sheriff - NYE  (Nonpartisan),"DEMEO, TONY",143
BEATTY 01,County Sheriff - NYE  (Nonpartisan),"HOLMES, TED",24
BEATTY 01,County Sheriff - NYE  (Nonpartisan),"JACKSON, MEL",24
BEATTY 01,County Sheriff - NYE  (Nonpartisan),"LIESEKE, JR., WADE A.",67
BEATTY 01,County Sheriff - NYE  (Nonpartisan),"MIELZYNSKI, RAY ""THE FLAGMAN""",13
BEATTY 01,County Sheriff - NYE  (Nonpartisan),"SMITH, JEANETTE",4
BEATTY 01,Governor (Democratic),"Gibson, James B.",36
BEATTY 01,Governor (Democratic),"McConnell, Leola",4
BEATTY 01,Governor (Democratic),None Of These Candidates,16
BEATTY 01,Governor (Democratic),"Titus, Dina",45
BEATTY 01,Governor (Republican),"Beers, Bob",33
BEATTY 01,Governor (Republican),"DAMAYO, MELODY ""MIMI MIYAGI""",4
BEATTY 01,Governor (Republican),"GIBBONS, JIM",67
BEATTY 01,Governor (Republican),"Hunt, Lorraine T.",22
BEATTY 01,Governor (Republican),"Lusak, Stanleigh Harold",2
BEATTY 01,Governor (Republican),None Of These Candidates,4
BEATTY 01,Justice of the Peace BEATTY (Nonpartisan),"HUNT, BRADLEY Lyle",48
BEATTY 01,Justice of the Peace BEATTY (Nonpartisan),"SULLIVAN, GUS",215
