precinct,office,candidate,votes
Precinct 1,County Commissioner District 2 (Republican),"ITHURRALDE, JAMES P.",102
Precinct 1,County Commissioner District 2 (Republican),"PASTORINO, DAVID A.",56
Precinct 1,"EUREKA COUNTY TV  District, Seat 4B (Nonpartisan)","BAILEY, BOOTH E.",156
Precinct 1,"EUREKA COUNTY TV  District, Seat 4B (Nonpartisan)","SMITH, CHRISTOPHER",46
Precinct 1,"EUREKA COUNTY TV  District, Seat 4C (Nonpartisan)","STINNETT, CARSON ""BYRNIE""",159
Precinct 1,"EUREKA COUNTY TV  District, Seat 4D (Nonpartisan)","MILANO, MARTIN ""SONNY""",166
Precinct 1,Governor (Democratic),"Gibson, James B.",18
Precinct 1,Governor (Democratic),"McConnell, Leola",2
Precinct 1,Governor (Democratic),None Of These Candidates,5
Precinct 1,Governor (Democratic),"Titus, Dina",12
Precinct 1,Governor (Republican),"Beers, Bob",33
Precinct 1,Governor (Republican),"DAMAYO, MELODY ""MIMI MIYAGI""",1
Precinct 1,Governor (Republican),"GIBBONS, JIM",96
Precinct 1,Governor (Republican),"Hunt, Lorraine T.",14
Precinct 1,Governor (Republican),"Lusak, Stanleigh Harold",1
Precinct 1,Governor (Republican),None Of These Candidates,9
Precinct 1,Lieutenant Governor (Democratic),"GOODMAN, Robert E. ""Bob""",6
Precinct 1,Lieutenant Governor (Democratic),"Montgomery, Bill",9
Precinct 1,Lieutenant Governor (Democratic),None Of These Candidates,11
Precinct 1,Lieutenant Governor (Democratic),"Stupak, Bob",8
Precinct 1,Lieutenant Governor (Democratic),"UNGER, ROBERT ""BOB""",3
Precinct 1,Lieutenant Governor (Republican),"Hammargren, Lonnie",10
Precinct 1,Lieutenant Governor (Republican),"Kao, George",2
Precinct 1,Lieutenant Governor (Republican),"Krolicki, Brian",82
Precinct 1,Lieutenant Governor (Republican),"Moncrief, Janet",5
Precinct 1,Lieutenant Governor (Republican),None Of These Candidates,36
Precinct 1,Lieutenant Governor (Republican),"Woollen, Barbara Lee",12
Precinct 1,School Board Trustee Seat 1B (Nonpartisan),"JONES, BENITA",157
Precinct 1,"School Board Trustee, Seat 2A (Nonpartisan)","BROWN, JOHN W.",178
Precinct 1,"School Board Trustee, Seat 2B (Nonpartisan)","CONLEY, ANNE",125
Precinct 1,"School Board Trustee, Seat 2B (Nonpartisan)","WRIGHT, BILL",79
Precinct 1,Secretary Of State (Democratic),"Boyd, Roderick",10
Precinct 1,Secretary Of State (Democratic),"Miller, Ross",17
Precinct 1,Secretary Of State (Democratic),None Of These Candidates,10
Precinct 1,Secretary Of State (Republican),None Of These Candidates,26
Precinct 1,Secretary Of State (Republican),"Scroggins, Brian",40
Precinct 1,Secretary Of State (Republican),"Tarkanian, Danny",79
Precinct 1,Sheriff - NP (Nonpartisan),"ALDERSON, SR, CHARLES W.",21
Precinct 1,Sheriff - NP (Nonpartisan),"ETTER, LAURANCE F.",67
Precinct 1,Sheriff - NP (Nonpartisan),"JONES, KENNETH E.",80
Precinct 1,Sheriff - NP (Nonpartisan),"ROWLEY, RAND LEO",44
Precinct 1,"State Board of Education, District 10 (Nonpartisan)","FERRY, CLIFF",149
Precinct 1,State Treasurer (Democratic),"Marshall, Kate",17
Precinct 1,State Treasurer (Democratic),None Of These Candidates,7
Precinct 1,State Treasurer (Democratic),"VanderPal, Geoffrey",13
Precinct 1,State Treasurer (Republican),"Augustine, Kathy",36
Precinct 1,State Treasurer (Republican),"DeStefano, Mark",53
Precinct 1,State Treasurer (Republican),None Of These Candidates,33
Precinct 1,State Treasurer (Republican),"Pitts, Joseph",25
Precinct 1,"Supreme Court Justice, Seat F (Nonpartisan)","Calvert, John",36
Precinct 1,"Supreme Court Justice, Seat F (Nonpartisan)","Douglas, Michael L.",43
Precinct 1,"Supreme Court Justice, Seat F (Nonpartisan)",None Of These Candidates,58
Precinct 1,"Supreme Court Justice, Seat F (Nonpartisan)","STEEL, CYNTHIA ""DIANNE""",57
Precinct 1,"Supreme Court Justice, Seat G (Nonpartisan)","Becker, Nancy",63
Precinct 1,"Supreme Court Justice, Seat G (Nonpartisan)","Christensen, Thomas F.",24
Precinct 1,"Supreme Court Justice, Seat G (Nonpartisan)","Del Vecchio, Nicholas ANTHONY",25
Precinct 1,"Supreme Court Justice, Seat G (Nonpartisan)",None Of These Candidates,53
Precinct 1,"Supreme Court Justice, Seat G (Nonpartisan)","Saitta, Nancy M.",30
Precinct 1,"U.S. Representative in Congress, District 2 (Republican)","ANGLE, SHARRON E.",82
Precinct 1,"U.S. Representative in Congress, District 2 (Republican)","Gibbons, Dawn",35
Precinct 1,"U.S. Representative in Congress, District 2 (Republican)","Gilster, Richard",3
Precinct 1,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",28
