precinct,office,candidate,votes
Precinct 1,Attorney General,"CHAIREZ, DON",153
Precinct 1,Attorney General,"CORTEZ  MASTO, CATHERINE",97
Precinct 1,Attorney General,None Of These Candidates,22
Precinct 1,COUNTY ASSESSOR,"AGUIRRE, JOE",247
Precinct 1,COUNTY CLERK (Republican),"POLISH, MARY ANN",66
Precinct 1,COUNTY CLERK (Republican),"SMITH, WIN",194
Precinct 1,County Commissioner District 2 (CW),"MYERS, CHARLIE",233
Precinct 1,County Commissioner District 4 (CW),"EKLUND-BROWN, SHERI",152
Precinct 1,County Commissioner District 4 (CW),"JENKINS, NEIL",109
Precinct 1,COUNTY RECORDER (Republican),"JENKINS, KAY DAWN",77
Precinct 1,COUNTY RECORDER (Republican),"REYNOLDS, JERRY D.",183
Precinct 1,County Sheriff - ELKO,"HARRIS, NEIL",123
Precinct 1,County Sheriff - ELKO,"LOTSPEICH, DALE",145
Precinct 1,COUNTY TREASURER,"ERICKSON, REBECCA ""BECKY""",201
Precinct 1,COUNTY TREASURER,"HAWKINS, MIKE",63
Precinct 1,DISTRICT ATTORNEY,"WOODBURY, GARY D.",233
Precinct 1,"ELKO, Justice of the Peace","KACIN, AL",153
Precinct 1,"ELKO, Justice of the Peace","LEDDY, MARY E. ""MOLLY""",119
Precinct 1,Governor,"BERGLAND, CRAIG O.",6
Precinct 1,Governor,"GIBBONS, JIM",170
Precinct 1,Governor,"HANSEN, CHRISTOPHER H.",22
Precinct 1,Governor,None Of These Candidates,6
Precinct 1,Governor,"TITUS, DINA",70
Precinct 1,Lieutenant Governor,"JEFFERSON, THOMAS",29
Precinct 1,Lieutenant Governor,"KROLICKI, BRIAN K.",157
Precinct 1,Lieutenant Governor,None Of These Candidates,21
Precinct 1,Lieutenant Governor,"UNGER, ROBERT ""BOB""",67
Precinct 1,PUBLIC ADMINISTRATOR,"JENKINS, JANYCE",224
Precinct 1,School Board Trustee District 1 -AL,"JONES, PATRICIA D.",163
Precinct 1,School Board Trustee District 1 -AL,"SIMONS, MASON E.",82
Precinct 1,Secretary Of State,"HANSEN, JANINE",34
Precinct 1,Secretary Of State,"MILLER, ROSS",82
Precinct 1,Secretary Of State,None Of These Candidates,12
Precinct 1,Secretary Of State,"TARKANIAN, DANNY",141
Precinct 1,"State Assembly, District 33","CARPENTER, JOHN C.",232
Precinct 1,State Controller,"FITZGIBBONS, FLOYD",22
Precinct 1,State Controller,"MARTIN, STEVE",152
Precinct 1,State Controller,None Of These Candidates,17
Precinct 1,State Controller,"WALLIN, KIM R.",82
Precinct 1,State Treasurer,"ANDREWS, MARK",19
Precinct 1,State Treasurer,"DESTEFANO, MARK",148
Precinct 1,State Treasurer,"MARSHALL, KATE",90
Precinct 1,State Treasurer,None Of These Candidates,17
Precinct 1,"Supreme Court Justice, Seat C","Cherry, Michael A.",182
Precinct 1,"Supreme Court Justice, Seat C",None Of These Candidates,71
Precinct 1,"Supreme Court Justice, Seat F","Douglas, Michael L.",87
Precinct 1,"Supreme Court Justice, Seat F",None Of These Candidates,56
Precinct 1,"Supreme Court Justice, Seat F","STEEL, CYNTHIA ""DIANNE""",120
Precinct 1,"Supreme Court Justice, Seat G","BECKER, NANCY",110
Precinct 1,"Supreme Court Justice, Seat G",None Of These Candidates,65
Precinct 1,"Supreme Court Justice, Seat G","Saitta, Nancy M.",90
Precinct 1,"U.S. Representative in Congress, District 2","DERBY, JILL",96
Precinct 1,"U.S. Representative in Congress, District 2","HELLER, DEAN",156
Precinct 1,"U.S. Representative in Congress, District 2","KROSHUS, JAMES C.",14
Precinct 1,"U.S. Representative in Congress, District 2","ROSEN, DANIEL",7
Precinct 1,U.S. Senate,"CARTER, JACK",75
Precinct 1,U.S. Senate,"ENSIGN, JOHN",173
Precinct 1,U.S. Senate,None Of These Candidates,7
Precinct 1,U.S. Senate,"SCHUMANN, DAVID K.",16
Precinct 1,U.S. Senate,"TRAINOR, BRENDAN",3
Precinct 10,Attorney General,"CHAIREZ, DON",260
Precinct 10,Attorney General,"CORTEZ  MASTO, CATHERINE",173
Precinct 10,Attorney General,None Of These Candidates,34
Precinct 10,COUNTY ASSESSOR,"AGUIRRE, JOE",428
Precinct 10,COUNTY CLERK (Republican),"POLISH, MARY ANN",81
Precinct 10,COUNTY CLERK (Republican),"SMITH, WIN",385
Precinct 10,County Commissioner District 2 (CW),"MYERS, CHARLIE",387
Precinct 10,County Commissioner District 4 (CW),"EKLUND-BROWN, SHERI",343
Precinct 10,County Commissioner District 4 (CW),"JENKINS, NEIL",113
Precinct 10,COUNTY RECORDER (Republican),"JENKINS, KAY DAWN",72
Precinct 10,COUNTY RECORDER (Republican),"REYNOLDS, JERRY D.",393
Precinct 10,County Sheriff - ELKO,"HARRIS, NEIL",258
Precinct 10,County Sheriff - ELKO,"LOTSPEICH, DALE",209
Precinct 10,COUNTY TREASURER,"ERICKSON, REBECCA ""BECKY""",413
Precinct 10,COUNTY TREASURER,"HAWKINS, MIKE",53
Precinct 10,DISTRICT ATTORNEY,"WOODBURY, GARY D.",387
Precinct 10,"ELKO, Justice of the Peace","KACIN, AL",249
Precinct 10,"ELKO, Justice of the Peace","LEDDY, MARY E. ""MOLLY""",221
Precinct 10,Governor,"BERGLAND, CRAIG O.",1
Precinct 10,Governor,"GIBBONS, JIM",321
Precinct 10,Governor,"HANSEN, CHRISTOPHER H.",21
Precinct 10,Governor,None Of These Candidates,8
Precinct 10,Governor,"TITUS, DINA",124
Precinct 10,Lieutenant Governor,"JEFFERSON, THOMAS",40
Precinct 10,Lieutenant Governor,"KROLICKI, BRIAN K.",330
Precinct 10,Lieutenant Governor,None Of These Candidates,13
Precinct 10,Lieutenant Governor,"UNGER, ROBERT ""BOB""",86
Precinct 10,PUBLIC ADMINISTRATOR,"JENKINS, JANYCE",398
Precinct 10,School Board Trustee District 1 -AL,"JONES, PATRICIA D.",275
Precinct 10,School Board Trustee District 1 -AL,"SIMONS, MASON E.",165
Precinct 10,Secretary Of State,"HANSEN, JANINE",40
Precinct 10,Secretary Of State,"MILLER, ROSS",124
Precinct 10,Secretary Of State,None Of These Candidates,16
Precinct 10,Secretary Of State,"TARKANIAN, DANNY",282
Precinct 10,"State Assembly, District 33","CARPENTER, JOHN C.",366
Precinct 10,State Controller,"FITZGIBBONS, FLOYD",30
Precinct 10,State Controller,"MARTIN, STEVE",297
Precinct 10,State Controller,None Of These Candidates,21
Precinct 10,State Controller,"WALLIN, KIM R.",120
Precinct 10,State Treasurer,"ANDREWS, MARK",35
Precinct 10,State Treasurer,"DESTEFANO, MARK",296
Precinct 10,State Treasurer,"MARSHALL, KATE",111
Precinct 10,State Treasurer,None Of These Candidates,26
Precinct 10,"Supreme Court Justice, Seat C","Cherry, Michael A.",300
Precinct 10,"Supreme Court Justice, Seat C",None Of These Candidates,124
Precinct 10,"Supreme Court Justice, Seat F","Douglas, Michael L.",176
Precinct 10,"Supreme Court Justice, Seat F",None Of These Candidates,87
Precinct 10,"Supreme Court Justice, Seat F","STEEL, CYNTHIA ""DIANNE""",187
Precinct 10,"Supreme Court Justice, Seat G","BECKER, NANCY",209
Precinct 10,"Supreme Court Justice, Seat G",None Of These Candidates,87
Precinct 10,"Supreme Court Justice, Seat G","Saitta, Nancy M.",155
Precinct 10,"U.S. Representative in Congress, District 2","DERBY, JILL",133
Precinct 10,"U.S. Representative in Congress, District 2","HELLER, DEAN",306
Precinct 10,"U.S. Representative in Congress, District 2","KROSHUS, JAMES C.",20
Precinct 10,"U.S. Representative in Congress, District 2","ROSEN, DANIEL",12
Precinct 10,U.S. Senate,"CARTER, JACK",111
Precinct 10,U.S. Senate,"ENSIGN, JOHN",338
Precinct 10,U.S. Senate,None Of These Candidates,7
Precinct 10,U.S. Senate,"SCHUMANN, DAVID K.",17
Precinct 10,U.S. Senate,"TRAINOR, BRENDAN",4
