precinct,office,candidate,votes
Precinct 101,Attorney General,"CHAIREZ, DON",164
Precinct 101,Attorney General,"CORTEZ  MASTO, CATHERINE",412
Precinct 101,Attorney General,None Of These Candidates,40
Precinct 101,District Attorney - CARSON CITY - NP,"ROMBARDO, NEIL",291
Precinct 101,District Attorney - CARSON CITY - NP,"SUGLIA, MIKE",249
Precinct 101,Governor,"BERGLAND, CRAIG O.",6
Precinct 101,Governor,"GIBBONS, JIM",274
Precinct 101,Governor,"HANSEN, CHRISTOPHER H.",26
Precinct 101,Governor,None Of These Candidates,27
Precinct 101,Governor,"TITUS, DINA",286
Precinct 101,"Justice of the Peace, Department 1","KRUEGER, MARK",182
Precinct 101,"Justice of the Peace, Department 1","WILLIS, ROBEY",385
Precinct 101,Lieutenant Governor,"JEFFERSON, THOMAS",41
Precinct 101,Lieutenant Governor,"KROLICKI, BRIAN K.",322
Precinct 101,Lieutenant Governor,None Of These Candidates,18
Precinct 101,Lieutenant Governor,"UNGER, ROBERT ""BOB""",234
Precinct 101,School Trustee District 3,"ENGE, JOE",291
Precinct 101,School Trustee District 3,"HUKARI, JAMES R.",234
Precinct 101,School Trustee District 4,"BEDNARSKI, ANN",202
Precinct 101,School Trustee District 4,"CROWELL, BOB",343
Precinct 101,School Trustee District 6,"FONTAINE, JEFF",221
Precinct 101,School Trustee District 6,"HOWE, BARBARA",304
Precinct 101,Secretary Of State,"HANSEN, JANINE",42
Precinct 101,Secretary Of State,"MILLER, ROSS",328
Precinct 101,Secretary Of State,None Of These Candidates,19
Precinct 101,Secretary Of State,"TARKANIAN, DANNY",222
Precinct 101,"State Assembly, District 40","PARNELL, BONNIE",408
Precinct 101,"State Assembly, District 40","WARD, SHEILA M.",203
Precinct 101,State Controller,"FITZGIBBONS, FLOYD",32
Precinct 101,State Controller,"MARTIN, STEVE",243
Precinct 101,State Controller,None Of These Candidates,35
Precinct 101,State Controller,"WALLIN, KIM R.",307
Precinct 101,"State Senate, Capital Senatorial District","AMODEI, MARK E.",412
Precinct 101,"State Senate, Capital Senatorial District","YOCHUM, MERRIT K. ""IKE""",173
Precinct 101,State Treasurer,"ANDREWS, MARK",40
Precinct 101,State Treasurer,"DESTEFANO, MARK",224
Precinct 101,State Treasurer,"MARSHALL, KATE",321
Precinct 101,State Treasurer,None Of These Candidates,31
Precinct 101,"Supervisor, Ward 1 - CARSON CITY - NP","KEETON, TOM",239
Precinct 101,"Supervisor, Ward 1 - CARSON CITY - NP","WILLIAMSON, ROBIN",320
Precinct 101,"Supervisor, Ward 3 - CARSON CITY - NP","LIVERMORE, PETE",316
Precinct 101,"Supervisor, Ward 3 - CARSON CITY - NP","WEAVER, NEIL",243
Precinct 101,"Supreme Court Justice, Seat C","Cherry, Michael A.",378
Precinct 101,"Supreme Court Justice, Seat C",None Of These Candidates,185
Precinct 101,"Supreme Court Justice, Seat F","Douglas, Michael L.",293
Precinct 101,"Supreme Court Justice, Seat F",None Of These Candidates,89
Precinct 101,"Supreme Court Justice, Seat F","STEEL, CYNTHIA ""DIANNE""",214
Precinct 101,"Supreme Court Justice, Seat G","BECKER, NANCY",232
Precinct 101,"Supreme Court Justice, Seat G",None Of These Candidates,84
Precinct 101,"Supreme Court Justice, Seat G","Saitta, Nancy M.",288
Precinct 101,"U.S. Representative in Congress, District 2","DERBY, JILL",312
Precinct 101,"U.S. Representative in Congress, District 2","HELLER, DEAN",265
Precinct 101,"U.S. Representative in Congress, District 2","KROSHUS, JAMES C.",18
Precinct 101,"U.S. Representative in Congress, District 2","ROSEN, DANIEL",14
Precinct 101,United States Senator,"CARTER, JACK",284
Precinct 101,United States Senator,"ENSIGN, JOHN",304
Precinct 101,United States Senator,None Of These Candidates,13
Precinct 101,United States Senator,"SCHUMANN, DAVID K.",13
Precinct 101,United States Senator,"TRAINOR, BRENDAN",6
Precinct 101,"University Board of Regents, District  9","FULSTONE, II, DAVID H.",295
Precinct 101,"University Board of Regents, District  9","Knecht, Ron",272
Precinct 103,Attorney General,"CHAIREZ, DON",269
Precinct 103,Attorney General,"CORTEZ  MASTO, CATHERINE",541
Precinct 103,Attorney General,None Of These Candidates,41
Precinct 103,District Attorney - CARSON CITY - NP,"ROMBARDO, NEIL",446
Precinct 103,District Attorney - CARSON CITY - NP,"SUGLIA, MIKE",349
Precinct 103,Governor,"BERGLAND, CRAIG O.",10
Precinct 103,Governor,"GIBBONS, JIM",434
Precinct 103,Governor,"HANSEN, CHRISTOPHER H.",11
Precinct 103,Governor,None Of These Candidates,35
Precinct 103,Governor,"TITUS, DINA",369
Precinct 103,"Justice of the Peace, Department 1","KRUEGER, MARK",202
Precinct 103,"Justice of the Peace, Department 1","WILLIS, ROBEY",618
Precinct 103,Lieutenant Governor,"JEFFERSON, THOMAS",20
Precinct 103,Lieutenant Governor,"KROLICKI, BRIAN K.",591
Precinct 103,Lieutenant Governor,None Of These Candidates,20
Precinct 103,Lieutenant Governor,"UNGER, ROBERT ""BOB""",221
Precinct 103,School Trustee District 3,"ENGE, JOE",365
Precinct 103,School Trustee District 3,"HUKARI, JAMES R.",394
Precinct 103,School Trustee District 4,"BEDNARSKI, ANN",274
Precinct 103,School Trustee District 4,"CROWELL, BOB",517
Precinct 103,School Trustee District 6,"FONTAINE, JEFF",415
Precinct 103,School Trustee District 6,"HOWE, BARBARA",337
Precinct 103,Secretary Of State,"HANSEN, JANINE",57
Precinct 103,Secretary Of State,"MILLER, ROSS",426
Precinct 103,Secretary Of State,None Of These Candidates,31
Precinct 103,Secretary Of State,"TARKANIAN, DANNY",334
