precinct,office,candidate,votes
Precinct 1,County Commissioner Seat 2,"CARNEY, RICHARD L.",253
Precinct 1,County Commissioner Seat 2,"COSTER, MIKE",210
Precinct 1,County Commissioner Seat 3,"CARSON, LAURIE L.",274
Precinct 1,County Commissioner Seat 3,"NORCROSS, JACK",189
Precinct 1,County Commissioner Seat 4,"HOWE, RICHARD DENNIS",257
Precinct 1,County Commissioner Seat 4,"PEREA, GARY",201
Precinct 1,ELY Justice of the Peace 6YR,"BISHOP, STEPHEN J.",269
Precinct 1,ELY Justice of the Peace 6YR,"HIBBS, MATTHEW ""MATT""",189
Precinct 1,President and Vice President of the United States,"GOODE, VIRGIL",5
Precinct 1,President and Vice President of the United States,"JOHNSON, GARY",6
Precinct 1,President and Vice President of the United States,None Of These Candidates,6
Precinct 1,President and Vice President of the United States,"Obama, Barack",133
Precinct 1,President and Vice President of the United States,"Romney, Mitt",320
Precinct 1,School Board Trustee Seat D,"KERNER, MARY ANGELINE",281
Precinct 1,School Board Trustee Seat D,"SORENSEN, AUSTIN L.",150
Precinct 1,"State Assembly, District 33","Ellison, John",386
Precinct 1,"State Senate, District 19","Goicoechea, Pete",327
Precinct 1,"State Senate, District 19","Hansen, Janine",55
Precinct 1,"State Senate, District 19","KULKIN, HARLEY Z.",84
Precinct 1,"Supreme Court Justice, Seat C","Cherry, Michael A.",322
Precinct 1,"Supreme Court Justice, Seat C",None Of These Candidates,100
Precinct 1,"Supreme Court Justice, Seat F","Douglas, Michael L.",333
Precinct 1,"Supreme Court Justice, Seat F",None Of These Candidates,84
Precinct 1,"Supreme Court Justice, Seat G",None Of These Candidates,93
Precinct 1,"Supreme Court Justice, Seat G","Saitta, Nancy M.",319
Precinct 1,"U.S. Representative in Congress, District 4","Fitzgibbons, Floyd",23
Precinct 1,"U.S. Representative in Congress, District 4","Horsford, Steven A.",128
Precinct 1,"U.S. Representative in Congress, District 4","SILVESTRI, JOSEPH P.",8
Precinct 1,"U.S. Representative in Congress, District 4","TARKANIAN, DANNY",307
Precinct 1,United States Senator,"Berkley, Shelley",109
Precinct 1,United States Senator,"Heller, Dean",324
Precinct 1,United States Senator,None Of These Candidates,10
Precinct 1,United States Senator,"VANDERBEEK, DAVID LORY",25
Precinct 1,WHITE PINE TV District #1 SEAT A,"COX, WYATT",195
Precinct 1,WHITE PINE TV District #1 SEAT A,"OLSON, ARTHUR",252
Precinct 10,County Commissioner Seat 2,"CARNEY, RICHARD L.",43
Precinct 10,County Commissioner Seat 2,"COSTER, MIKE",116
Precinct 10,County Commissioner Seat 3,"CARSON, LAURIE L.",122
Precinct 10,County Commissioner Seat 3,"NORCROSS, JACK",37
Precinct 10,County Commissioner Seat 4,"HOWE, RICHARD DENNIS",99
Precinct 10,County Commissioner Seat 4,"PEREA, GARY",59
Precinct 10,ELY Justice of the Peace 6YR,"BISHOP, STEPHEN J.",80
Precinct 10,ELY Justice of the Peace 6YR,"HIBBS, MATTHEW ""MATT""",68
Precinct 10,President and Vice President of the United States,"GOODE, VIRGIL",3
Precinct 10,President and Vice President of the United States,"JOHNSON, GARY",3
Precinct 10,President and Vice President of the United States,None Of These Candidates,2
Precinct 10,President and Vice President of the United States,"Obama, Barack",27
Precinct 10,President and Vice President of the United States,"Romney, Mitt",130
Precinct 10,School Board Trustee Seat D,"KERNER, MARY ANGELINE",81
Precinct 10,School Board Trustee Seat D,"SORENSEN, AUSTIN L.",56
Precinct 10,"State Assembly, District 33","Ellison, John",136
Precinct 10,"State Senate, District 19","Goicoechea, Pete",122
Precinct 10,"State Senate, District 19","Hansen, Janine",23
Precinct 10,"State Senate, District 19","KULKIN, HARLEY Z.",17
Precinct 10,"Supreme Court Justice, Seat C","Cherry, Michael A.",96
Precinct 10,"Supreme Court Justice, Seat C",None Of These Candidates,44
Precinct 10,"Supreme Court Justice, Seat F","Douglas, Michael L.",96
Precinct 10,"Supreme Court Justice, Seat F",None Of These Candidates,44
Precinct 10,"Supreme Court Justice, Seat G",None Of These Candidates,49
Precinct 10,"Supreme Court Justice, Seat G","Saitta, Nancy M.",91
Precinct 10,"U.S. Representative in Congress, District 4","Fitzgibbons, Floyd",7
Precinct 10,"U.S. Representative in Congress, District 4","Horsford, Steven A.",24
Precinct 10,"U.S. Representative in Congress, District 4","SILVESTRI, JOSEPH P.",4
Precinct 10,"U.S. Representative in Congress, District 4","TARKANIAN, DANNY",128
Precinct 10,United States Senator,"Berkley, Shelley",23
Precinct 10,United States Senator,"Heller, Dean",138
Precinct 10,United States Senator,None Of These Candidates,3
Precinct 10,United States Senator,"VANDERBEEK, DAVID LORY",2
Precinct 10,WHITE PINE TV District #1 SEAT A,"COX, WYATT",72
Precinct 10,WHITE PINE TV District #1 SEAT A,"OLSON, ARTHUR",64
Precinct 2,County Commissioner Seat 2,"CARNEY, RICHARD L.",173
Precinct 2,County Commissioner Seat 2,"COSTER, MIKE",157
Precinct 2,County Commissioner Seat 3,"CARSON, LAURIE L.",174
Precinct 2,County Commissioner Seat 3,"NORCROSS, JACK",151
Precinct 2,County Commissioner Seat 4,"HOWE, RICHARD DENNIS",160
Precinct 2,County Commissioner Seat 4,"PEREA, GARY",169
Precinct 2,ELY Justice of the Peace 6YR,"BISHOP, STEPHEN J.",185
Precinct 2,ELY Justice of the Peace 6YR,"HIBBS, MATTHEW ""MATT""",135
Precinct 2,President and Vice President of the United States,"GOODE, VIRGIL",5
Precinct 2,President and Vice President of the United States,"JOHNSON, GARY",2
Precinct 2,President and Vice President of the United States,None Of These Candidates,2
Precinct 2,President and Vice President of the United States,"Obama, Barack",117
Precinct 2,President and Vice President of the United States,"Romney, Mitt",211
Precinct 2,School Board Trustee Seat D,"KERNER, MARY ANGELINE",192
Precinct 2,School Board Trustee Seat D,"SORENSEN, AUSTIN L.",116
Precinct 2,"State Assembly, District 33","Ellison, John",254
Precinct 2,"State Senate, District 19","Goicoechea, Pete",205
Precinct 2,"State Senate, District 19","Hansen, Janine",38
Precinct 2,"State Senate, District 19","KULKIN, HARLEY Z.",88
Precinct 2,"Supreme Court Justice, Seat C","Cherry, Michael A.",230
