precinct,office,candidate,votes
100000,United States Senator (Democratic),"Berkley, Shelley",83
100000,United States Senator (Democratic),"Brown, Steve",0
100000,United States Senator (Democratic),"Ellsworth, Barry",5
100000,United States Senator (Democratic),"Macias, Louis",0
100000,United States Senator (Democratic),None Of These Candidates,1
100000,United States Senator (Democratic),"Price, Nancy",3
100200,United States Senator (Democratic),"Berkley, Shelley",53
100200,United States Senator (Democratic),"Brown, Steve",3
100200,United States Senator (Democratic),"Ellsworth, Barry",1
100200,United States Senator (Democratic),"Macias, Louis",1
100200,United States Senator (Democratic),None Of These Candidates,1
100200,United States Senator (Democratic),"Price, Nancy",6
100300,United States Senator (Democratic),"Berkley, Shelley",116
100300,United States Senator (Democratic),"Brown, Steve",5
100300,United States Senator (Democratic),"Ellsworth, Barry",4
100300,United States Senator (Democratic),"Macias, Louis",2
100300,United States Senator (Democratic),None Of These Candidates,8
100300,United States Senator (Democratic),"Price, Nancy",5
100500,United States Senator (Democratic),"Berkley, Shelley",0
100500,United States Senator (Democratic),"Brown, Steve",0
100500,United States Senator (Democratic),"Ellsworth, Barry",0
100500,United States Senator (Democratic),"Macias, Louis",0
100500,United States Senator (Democratic),None Of These Candidates,0
100500,United States Senator (Democratic),"Price, Nancy",0
100600,United States Senator (Democratic),"Berkley, Shelley",36
100600,United States Senator (Democratic),"Brown, Steve",0
100600,United States Senator (Democratic),"Ellsworth, Barry",1
100600,United States Senator (Democratic),"Macias, Louis",0
100600,United States Senator (Democratic),None Of These Candidates,0
100600,United States Senator (Democratic),"Price, Nancy",3
100700,United States Senator (Democratic),"Berkley, Shelley",94
100700,United States Senator (Democratic),"Brown, Steve",2
100700,United States Senator (Democratic),"Ellsworth, Barry",1
100700,United States Senator (Democratic),"Macias, Louis",1
100700,United States Senator (Democratic),None Of These Candidates,6
100700,United States Senator (Democratic),"Price, Nancy",7
100800,United States Senator (Democratic),"Berkley, Shelley",13
100800,United States Senator (Democratic),"Brown, Steve",0
100800,United States Senator (Democratic),"Ellsworth, Barry",3
100800,United States Senator (Democratic),"Macias, Louis",0
100800,United States Senator (Democratic),None Of These Candidates,0
100800,United States Senator (Democratic),"Price, Nancy",4
101000,United States Senator (Democratic),"Berkley, Shelley",150
101000,United States Senator (Democratic),"Brown, Steve",5
101000,United States Senator (Democratic),"Ellsworth, Barry",4
101000,United States Senator (Democratic),"Macias, Louis",3
101000,United States Senator (Democratic),None Of These Candidates,5
101000,United States Senator (Democratic),"Price, Nancy",9
101100,United States Senator (Democratic),"Berkley, Shelley",30
101100,United States Senator (Democratic),"Brown, Steve",4
101100,United States Senator (Democratic),"Ellsworth, Barry",5
101100,United States Senator (Democratic),"Macias, Louis",1
101100,United States Senator (Democratic),None Of These Candidates,4
101100,United States Senator (Democratic),"Price, Nancy",3
101200,United States Senator (Democratic),"Berkley, Shelley",21
101200,United States Senator (Democratic),"Brown, Steve",2
101200,United States Senator (Democratic),"Ellsworth, Barry",0
101200,United States Senator (Democratic),"Macias, Louis",0
101200,United States Senator (Democratic),None Of These Candidates,0
101200,United States Senator (Democratic),"Price, Nancy",0
101400,United States Senator (Democratic),"Berkley, Shelley",116
101400,United States Senator (Democratic),"Brown, Steve",4
101400,United States Senator (Democratic),"Ellsworth, Barry",1
101400,United States Senator (Democratic),"Macias, Louis",0
101400,United States Senator (Democratic),None Of These Candidates,9
101400,United States Senator (Democratic),"Price, Nancy",7
101500,United States Senator (Democratic),"Berkley, Shelley",
101500,United States Senator (Democratic),"Brown, Steve",
101500,United States Senator (Democratic),"Ellsworth, Barry",
101500,United States Senator (Democratic),"Macias, Louis",
101500,United States Senator (Democratic),None Of These Candidates,
101500,United States Senator (Democratic),"Price, Nancy",
101600,United States Senator (Democratic),"Berkley, Shelley",42
101600,United States Senator (Democratic),"Brown, Steve",1
101600,United States Senator (Democratic),"Ellsworth, Barry",0
101600,United States Senator (Democratic),"Macias, Louis",0
101600,United States Senator (Democratic),None Of These Candidates,2
101600,United States Senator (Democratic),"Price, Nancy",3
101800,United States Senator (Democratic),"Berkley, Shelley",56
101800,United States Senator (Democratic),"Brown, Steve",5
101800,United States Senator (Democratic),"Ellsworth, Barry",2
101800,United States Senator (Democratic),"Macias, Louis",0
