precinct,office,candidate,votes
AMARGOSA VLY 06,School Board Trustee Area II (Nonpartisan),"MOBLEY, ROBERT",95
AMARGOSA VLY 06,"State Assembly, District 36 (Republican)","Grudzinski, Walt",7
AMARGOSA VLY 06,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",6
AMARGOSA VLY 06,"State Assembly, District 36 (Republican)","Oscarson, James",48
AMARGOSA VLY 06,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",7
AMARGOSA VLY 06,"State Board of Education, District 4 (Nonpartisan)","Newburn, Mark",93
AMARGOSA VLY 06,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",0
AMARGOSA VLY 06,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",11
AMARGOSA VLY 06,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",1
AMARGOSA VLY 06,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",3
AMARGOSA VLY 06,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",1
AMARGOSA VLY 06,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",5
AMARGOSA VLY 06,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",26
AMARGOSA VLY 06,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",22
AMARGOSA VLY 06,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",1
AMARGOSA VLY 06,U.S. Senate (Democratic),"Berkley, Shelley",13
AMARGOSA VLY 06,U.S. Senate (Democratic),"Brown, Steve",0
AMARGOSA VLY 06,U.S. Senate (Democratic),"Ellsworth, Barry",4
AMARGOSA VLY 06,U.S. Senate (Democratic),"Macias, Louis",0
AMARGOSA VLY 06,U.S. Senate (Democratic),None Of These Candidates,5
AMARGOSA VLY 06,U.S. Senate (Democratic),"Price, Nancy",7
AMARGOSA VLY 06,U.S. Senate (Republican),"Brooks, Sherry",2
AMARGOSA VLY 06,U.S. Senate (Republican),"Charles, Richard",1
AMARGOSA VLY 06,U.S. Senate (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",5
AMARGOSA VLY 06,U.S. Senate (Republican),"Heller, Dean",58
AMARGOSA VLY 06,U.S. Senate (Republican),None Of These Candidates,4
AMARGOSA VLY 06,U.S. Senate (Republican),"Poliak, Carlo ""Nakusa""",0
BEATTY 01,"State Assembly, District 36 (Republican)","Grudzinski, Walt",7
BEATTY 01,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",16
BEATTY 01,"State Assembly, District 36 (Republican)","Oscarson, James",45
BEATTY 01,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",3
BEATTY 01,"State Board of Education, District 4 (Nonpartisan)","Newburn, Mark",113
BEATTY 01,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",5
BEATTY 01,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",15
BEATTY 01,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",3
BEATTY 01,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",4
BEATTY 01,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",2
BEATTY 01,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",4
BEATTY 01,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",28
BEATTY 01,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",11
BEATTY 01,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",0
BEATTY 01,U.S. Senate (Democratic),"Berkley, Shelley",31
BEATTY 01,U.S. Senate (Democratic),"Brown, Steve",6
BEATTY 01,U.S. Senate (Democratic),"Ellsworth, Barry",3
BEATTY 01,U.S. Senate (Democratic),"Macias, Louis",0
BEATTY 01,U.S. Senate (Democratic),None Of These Candidates,5
BEATTY 01,U.S. Senate (Democratic),"Price, Nancy",2
BEATTY 01,U.S. Senate (Republican),"Brooks, Sherry",2
BEATTY 01,U.S. Senate (Republican),"Charles, Richard",5
BEATTY 01,U.S. Senate (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",5
BEATTY 01,U.S. Senate (Republican),"Heller, Dean",55
BEATTY 01,U.S. Senate (Republican),None Of These Candidates,5
BEATTY 01,U.S. Senate (Republican),"Poliak, Carlo ""Nakusa""",0
CURRANT 02,"Justice of the Peace, Tonopah (Nonpartisan)","CAMPOS, PAUL A.",2
CURRANT 02,"Justice of the Peace, Tonopah (Nonpartisan)","COBB, EDDIE",6
CURRANT 02,"Justice of the Peace, Tonopah (Nonpartisan)","FOX, CHARLES ""CHUCK""",0
CURRANT 02,"Justice of the Peace, Tonopah (Nonpartisan)","KLAPPER, JENNIFER",6
CURRANT 02,"Justice of the Peace, Tonopah (Nonpartisan)","TERRELL, CLYDE",17
CURRANT 02,"Justice of the Peace, Tonopah (Nonpartisan)","ZANE, JON W.",0
CURRANT 02,"State Assembly, District 36 (Republican)","Grudzinski, Walt",6
CURRANT 02,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",2
CURRANT 02,"State Assembly, District 36 (Republican)","Oscarson, James",5
CURRANT 02,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",1
CURRANT 02,"State Board of Education, District 4 (Nonpartisan)","Newburn, Mark",24
CURRANT 02,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",0
CURRANT 02,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",1
CURRANT 02,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",0
CURRANT 02,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",0
CURRANT 02,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0
CURRANT 02,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",0
CURRANT 02,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",16
CURRANT 02,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",3
CURRANT 02,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",0
CURRANT 02,U.S. Senate (Democratic),"Berkley, Shelley",
CURRANT 02,U.S. Senate (Democratic),"Brown, Steve",
CURRANT 02,U.S. Senate (Democratic),"Ellsworth, Barry",
CURRANT 02,U.S. Senate (Democratic),"Macias, Louis",
CURRANT 02,U.S. Senate (Democratic),None Of These Candidates,
CURRANT 02,U.S. Senate (Democratic),"Price, Nancy",
CURRANT 02,U.S. Senate (Republican),"Brooks, Sherry",2
CURRANT 02,U.S. Senate (Republican),"Charles, Richard",0
CURRANT 02,U.S. Senate (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0
CURRANT 02,U.S. Senate (Republican),"Heller, Dean",18
CURRANT 02,U.S. Senate (Republican),None Of These Candidates,0
CURRANT 02,U.S. Senate (Republican),"Poliak, Carlo ""Nakusa""",0
DUCKWATER 03,"Justice of the Peace, Tonopah (Nonpartisan)","CAMPOS, PAUL A.",3
DUCKWATER 03,"Justice of the Peace, Tonopah (Nonpartisan)","COBB, EDDIE",5
DUCKWATER 03,"Justice of the Peace, Tonopah (Nonpartisan)","FOX, CHARLES ""CHUCK""",2
DUCKWATER 03,"Justice of the Peace, Tonopah (Nonpartisan)","KLAPPER, JENNIFER",4
DUCKWATER 03,"Justice of the Peace, Tonopah (Nonpartisan)","TERRELL, CLYDE",13
DUCKWATER 03,"Justice of the Peace, Tonopah (Nonpartisan)","ZANE, JON W.",0
DUCKWATER 03,"State Assembly, District 36 (Republican)","Grudzinski, Walt",
DUCKWATER 03,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",
DUCKWATER 03,"State Assembly, District 36 (Republican)","Oscarson, James",
DUCKWATER 03,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",
DUCKWATER 03,"State Board of Education, District 4 (Nonpartisan)","Newburn, Mark",19
DUCKWATER 03,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",
DUCKWATER 03,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",
DUCKWATER 03,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",
DUCKWATER 03,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",
DUCKWATER 03,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",
DUCKWATER 03,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",
DUCKWATER 03,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",
DUCKWATER 03,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",
DUCKWATER 03,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",
DUCKWATER 03,U.S. Senate (Democratic),"Berkley, Shelley",5
DUCKWATER 03,U.S. Senate (Democratic),"Brown, Steve",3
DUCKWATER 03,U.S. Senate (Democratic),"Ellsworth, Barry",1
DUCKWATER 03,U.S. Senate (Democratic),"Macias, Louis",0
DUCKWATER 03,U.S. Senate (Democratic),None Of These Candidates,0
DUCKWATER 03,U.S. Senate (Democratic),"Price, Nancy",5
DUCKWATER 03,U.S. Senate (Republican),"Brooks, Sherry",
DUCKWATER 03,U.S. Senate (Republican),"Charles, Richard",
DUCKWATER 03,U.S. Senate (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",
DUCKWATER 03,U.S. Senate (Republican),"Heller, Dean",
DUCKWATER 03,U.S. Senate (Republican),None Of These Candidates,
DUCKWATER 03,U.S. Senate (Republican),"Poliak, Carlo ""Nakusa""",
FORTY BAR 18,"State Assembly, District 36 (Republican)","Grudzinski, Walt",3
FORTY BAR 18,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",0
FORTY BAR 18,"State Assembly, District 36 (Republican)","Oscarson, James",6
FORTY BAR 18,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",2
FORTY BAR 18,"State Board of Education, District 4 (Nonpartisan)","Newburn, Mark",23
FORTY BAR 18,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",0
FORTY BAR 18,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",1
FORTY BAR 18,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",0
FORTY BAR 18,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",0
FORTY BAR 18,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0
FORTY BAR 18,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",0
FORTY BAR 18,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",7
FORTY BAR 18,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",5
FORTY BAR 18,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",0
FORTY BAR 18,U.S. Senate (Democratic),"Berkley, Shelley",8
FORTY BAR 18,U.S. Senate (Democratic),"Brown, Steve",0
FORTY BAR 18,U.S. Senate (Democratic),"Ellsworth, Barry",0
FORTY BAR 18,U.S. Senate (Democratic),"Macias, Louis",0
FORTY BAR 18,U.S. Senate (Democratic),None Of These Candidates,1
FORTY BAR 18,U.S. Senate (Democratic),"Price, Nancy",2
FORTY BAR 18,U.S. Senate (Republican),"Brooks, Sherry",0
FORTY BAR 18,U.S. Senate (Republican),"Charles, Richard",1
FORTY BAR 18,U.S. Senate (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0
FORTY BAR 18,U.S. Senate (Republican),"Heller, Dean",10
FORTY BAR 18,U.S. Senate (Republican),None Of These Candidates,2
FORTY BAR 18,U.S. Senate (Republican),"Poliak, Carlo ""Nakusa""",0
GABBS 04,"Justice of the Peace, Tonopah (Nonpartisan)","CAMPOS, PAUL A.",44
GABBS 04,"Justice of the Peace, Tonopah (Nonpartisan)","COBB, EDDIE",28
GABBS 04,"Justice of the Peace, Tonopah (Nonpartisan)","FOX, CHARLES ""CHUCK""",1
GABBS 04,"Justice of the Peace, Tonopah (Nonpartisan)","KLAPPER, JENNIFER",10
GABBS 04,"Justice of the Peace, Tonopah (Nonpartisan)","TERRELL, CLYDE",13
GABBS 04,"Justice of the Peace, Tonopah (Nonpartisan)","ZANE, JON W.",1
GABBS 04,"State Board of Education, District 4 (Nonpartisan)","Newburn, Mark",78
GABBS 04,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",5
GABBS 04,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",4
GABBS 04,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",6
GABBS 04,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",3
GABBS 04,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0
GABBS 04,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",3
GABBS 04,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",17
GABBS 04,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",4
GABBS 04,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",2
GABBS 04,U.S. Senate (Democratic),"Berkley, Shelley",11
GABBS 04,U.S. Senate (Democratic),"Brown, Steve",4
GABBS 04,U.S. Senate (Democratic),"Ellsworth, Barry",3
GABBS 04,U.S. Senate (Democratic),"Macias, Louis",1
GABBS 04,U.S. Senate (Democratic),None Of These Candidates,9
GABBS 04,U.S. Senate (Democratic),"Price, Nancy",5
GABBS 04,U.S. Senate (Republican),"Brooks, Sherry",1
GABBS 04,U.S. Senate (Republican),"Charles, Richard",5
GABBS 04,U.S. Senate (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",5
GABBS 04,U.S. Senate (Republican),"Heller, Dean",32
GABBS 04,U.S. Senate (Republican),None Of These Candidates,2
