precinct,office,candidate,votes
PRECINCT 1,Big Meadow Conservation District - 2012,"KNISLEY, LEIGHTON",537
PRECINCT 1,County Comm. Seat A,"BLOYED, DARIN M.",526
PRECINCT 1,County Comm. Seat B,"IRWIN, PAT",527
PRECINCT 1,Hospital District PERSHING,"PIERCE, JOE L.",362
PRECINCT 1,Hospital District PERSHING,"SCHWARZENBERG, LISA",457
PRECINCT 1,Justice of the Peace -  PERSHING - NP,"EVANS, JAMES",235
PRECINCT 1,Justice of the Peace -  PERSHING - NP,"STEPHENS, KAREN",386
PRECINCT 1,Lovelock Meadows Water District - vf 2,"CHAMBERS, CHAD",357
PRECINCT 1,Lovelock Meadows Water District - vf 2,"GOLDSWORTHY, JIM",292
PRECINCT 1,Lovelock Meadows Water District - vf 2,"NELSEN, MAURICE",235
PRECINCT 1,President,"GOODE, VIRGIL",8
PRECINCT 1,President,"JOHNSON, GARY",9
PRECINCT 1,President,None Of These Candidates,6
PRECINCT 1,President,"Obama, Barack",206
PRECINCT 1,President,"Romney, Mitt",415
PRECINCT 1,"State Assembly, District 32","Hansen, Ira",520
PRECINCT 1,"State Board of Education, District 2","Clontz, Donna",255
PRECINCT 1,"State Board of Education, District 2","Cook, Dave",282
PRECINCT 1,"Supreme Court Justice, Seat C","Cherry, Michael A.",427
PRECINCT 1,"Supreme Court Justice, Seat C",None Of These Candidates,135
PRECINCT 1,"Supreme Court Justice, Seat F","Douglas, Michael L.",430
PRECINCT 1,"Supreme Court Justice, Seat F",None Of These Candidates,131
PRECINCT 1,"Supreme Court Justice, Seat G",None Of These Candidates,129
PRECINCT 1,"Supreme Court Justice, Seat G","Saitta, Nancy M.",416
PRECINCT 1,"U.S. Representative in Congress, District 2","Amodei, Mark E.",414
PRECINCT 1,"U.S. Representative in Congress, District 2","Best, Russell",18
PRECINCT 1,"U.S. Representative in Congress, District 2","HAINES, MICHAEL L.",27
PRECINCT 1,"U.S. Representative in Congress, District 2","KOEPNICK, SAMUEL",160
PRECINCT 1,U.S. Senate,"Berkley, Shelley",122
PRECINCT 1,U.S. Senate,"Heller, Dean",427
PRECINCT 1,U.S. Senate,None Of These Candidates,38
PRECINCT 1,U.S. Senate,"VANDERBEEK, DAVID LORY",51
PRECINCT 3,Big Meadow Conservation District - 2012,"KNISLEY, LEIGHTON",286
PRECINCT 3,County Comm. Seat A,"BLOYED, DARIN M.",282
PRECINCT 3,County Comm. Seat B,"IRWIN, PAT",281
PRECINCT 3,Hospital District PERSHING,"PIERCE, JOE L.",200
