precinct,office,candidate,votes
1 - ALAMO,County Comm Dist. A (CW),"KATSCHKE, ADAM P.",501
1 - ALAMO,County Comm Dist. C (CW),"HIGBEE, E. EDWIN, JR.",510
1 - ALAMO,County Comm Dist. E (CW),"MATHEWS, PAUL",499
1 - ALAMO,COUNTY TREASURER,"BROWN, DENICE",126
1 - ALAMO,COUNTY TREASURER,"FREHNER, SHAWN",402
1 - ALAMO,President and Vice President of the United States,"GOODE, VIRGIL",0
1 - ALAMO,President and Vice President of the United States,"JOHNSON, GARY",4
1 - ALAMO,President and Vice President of the United States,None Of These Candidates,1
1 - ALAMO,President and Vice President of the United States,"Obama, Barack",66
1 - ALAMO,President and Vice President of the United States,"Romney, Mitt",475
1 - ALAMO,School Trustee District A,"HIBBLE, RON",211
1 - ALAMO,School Trustee District A,"KELLEY, PAT",294
1 - ALAMO,"State Assembly, District 36","Oscarson, James",439
1 - ALAMO,"State Assembly, District 36","Wernicke, Anthony",86
1 - ALAMO,"State Senate, District 19","Goicoechea, Pete",333
1 - ALAMO,"State Senate, District 19","Hansen, Janine",137
1 - ALAMO,"State Senate, District 19","KULKIN, HARLEY Z.",64
1 - ALAMO,"Supreme Court Justice, Seat C","Cherry, Michael A.",399
1 - ALAMO,"Supreme Court Justice, Seat C",None Of These Candidates,104
1 - ALAMO,"Supreme Court Justice, Seat F","Douglas, Michael L.",402
1 - ALAMO,"Supreme Court Justice, Seat F",None Of These Candidates,102
1 - ALAMO,"Supreme Court Justice, Seat G",None Of These Candidates,106
1 - ALAMO,"Supreme Court Justice, Seat G","Saitta, Nancy M.",395
1 - ALAMO,"U.S. Representative in Congress, District 4","Fitzgibbons, Floyd",19
1 - ALAMO,"U.S. Representative in Congress, District 4","Horsford, Steven A.",67
1 - ALAMO,"U.S. Representative in Congress, District 4","SILVESTRI, JOSEPH P.",11
1 - ALAMO,"U.S. Representative in Congress, District 4","TARKANIAN, DANNY",441
1 - ALAMO,United States Senator,"Berkley, Shelley",68
1 - ALAMO,United States Senator,"Heller, Dean",439
1 - ALAMO,United States Senator,None Of These Candidates,17
1 - ALAMO,United States Senator,"VANDERBEEK, DAVID LORY",18
2 - CALIENTE,County Comm Dist. A (CW),"KATSCHKE, ADAM P.",528
2 - CALIENTE,County Comm Dist. C (CW),"HIGBEE, E. EDWIN, JR.",485
2 - CALIENTE,County Comm Dist. E (CW),"MATHEWS, PAUL",498
2 - CALIENTE,COUNTY TREASURER,"BROWN, DENICE",241
2 - CALIENTE,COUNTY TREASURER,"FREHNER, SHAWN",300
2 - CALIENTE,President and Vice President of the United States,"GOODE, VIRGIL",16
2 - CALIENTE,President and Vice President of the United States,"JOHNSON, GARY",4
2 - CALIENTE,President and Vice President of the United States,None Of These Candidates,11
2 - CALIENTE,President and Vice President of the United States,"Obama, Barack",148
2 - CALIENTE,President and Vice President of the United States,"Romney, Mitt",396
2 - CALIENTE,School Trustee District A,"HIBBLE, RON",201
2 - CALIENTE,School Trustee District A,"KELLEY, PAT",347
2 - CALIENTE,"State Assembly, District 33","Ellison, John",393
2 - CALIENTE,"State Assembly, District 36","Oscarson, James",58
2 - CALIENTE,"State Assembly, District 36","Wernicke, Anthony",33
2 - CALIENTE,"State Senate, District 19","Goicoechea, Pete",199
2 - CALIENTE,"State Senate, District 19","Hansen, Janine",233
2 - CALIENTE,"State Senate, District 19","KULKIN, HARLEY Z.",125
2 - CALIENTE,"Supreme Court Justice, Seat C","Cherry, Michael A.",413
2 - CALIENTE,"Supreme Court Justice, Seat C",None Of These Candidates,112
2 - CALIENTE,"Supreme Court Justice, Seat F","Douglas, Michael L.",420
2 - CALIENTE,"Supreme Court Justice, Seat F",None Of These Candidates,105
2 - CALIENTE,"Supreme Court Justice, Seat G",None Of These Candidates,108
2 - CALIENTE,"Supreme Court Justice, Seat G","Saitta, Nancy M.",417
2 - CALIENTE,"U.S. Representative in Congress, District 4","Fitzgibbons, Floyd",61
2 - CALIENTE,"U.S. Representative in Congress, District 4","Horsford, Steven A.",130
2 - CALIENTE,"U.S. Representative in Congress, District 4","SILVESTRI, JOSEPH P.",14
2 - CALIENTE,"U.S. Representative in Congress, District 4","TARKANIAN, DANNY",357
2 - CALIENTE,United States Senator,"Berkley, Shelley",125
2 - CALIENTE,United States Senator,"Heller, Dean",350
2 - CALIENTE,United States Senator,None Of These Candidates,26
2 - CALIENTE,United States Senator,"VANDERBEEK, DAVID LORY",68
3 - PANACA,County Comm Dist. A (CW),"KATSCHKE, ADAM P.",416
3 - PANACA,County Comm Dist. C (CW),"HIGBEE, E. EDWIN, JR.",394
3 - PANACA,County Comm Dist. E (CW),"MATHEWS, PAUL",416
3 - PANACA,COUNTY TREASURER,"BROWN, DENICE",110
3 - PANACA,COUNTY TREASURER,"FREHNER, SHAWN",332
3 - PANACA,President and Vice President of the United States,"GOODE, VIRGIL",1
3 - PANACA,President and Vice President of the United States,"JOHNSON, GARY",3
3 - PANACA,President and Vice President of the United States,None Of These Candidates,0
3 - PANACA,President and Vice President of the United States,"Obama, Barack",38
3 - PANACA,President and Vice President of the United States,"Romney, Mitt",408
3 - PANACA,School Trustee District A,"HIBBLE, RON",130
3 - PANACA,School Trustee District A,"KELLEY, PAT",287
3 - PANACA,"State Assembly, District 33","Ellison, John",381
3 - PANACA,"State Senate, District 19","Goicoechea, Pete",202
3 - PANACA,"State Senate, District 19","Hansen, Janine",207
3 - PANACA,"State Senate, District 19","KULKIN, HARLEY Z.",30
3 - PANACA,"Supreme Court Justice, Seat C","Cherry, Michael A.",316
