precinct,office,candidate,votes
Precinct 1,County Comm Dist. 5 (CW) (Republican),"GERBER, GRANT",26
Precinct 1,County Comm Dist. 5 (CW) (Republican),"LARASON, JACK",10
Precinct 1,"District Court Judge, District 4, Department  1 (Nonpartisan)","PORTER, NANCY",49
Precinct 1,"District Court Judge, District 4, Department  2 (Nonpartisan)","KACIN, AL",48
Precinct 1,"ELKO, Justice of the Peace (Nonpartisan)","CHIESA, ANTOINETTE",5
Precinct 1,"ELKO, Justice of the Peace (Nonpartisan)","HILLEWAERT, DIANA",13
Precinct 1,"ELKO, Justice of the Peace (Nonpartisan)","LOREMAN, DAVID D.",15
Precinct 1,"ELKO, Justice of the Peace (Nonpartisan)","SIMONS, MASON E.",20
Precinct 1,School Board Trustee Dst 2 -AL (Nonpartisan),"ELQUIST, CINDY",48
Precinct 1,School Board Trustee Dst 3 -AL (Nonpartisan),"KERR, ANNETTE",48
Precinct 1,School Board Trustee Dst 5 -AL (Nonpartisan),"KARR, JONATHAN",48
Precinct 1,"State Board of Education, District 2 (Nonpartisan)","Bacon, Ray",8
Precinct 1,"State Board of Education, District 2 (Nonpartisan)","Carey, Scott H.",1
Precinct 1,"State Board of Education, District 2 (Nonpartisan)","Clontz, Donna",5
Precinct 1,"State Board of Education, District 2 (Nonpartisan)","Cook, Dave",22
Precinct 1,"State Board of Education, District 2 (Nonpartisan)","Fralick, Adriana Guzman",14
Precinct 1,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",4
Precinct 1,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",5
Precinct 1,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",2
Precinct 1,United States Senator (Democratic),"Berkley, Shelley",7
Precinct 1,United States Senator (Democratic),"Brown, Steve",1
Precinct 1,United States Senator (Democratic),"Ellsworth, Barry",0
Precinct 1,United States Senator (Democratic),"Macias, Louis",2
Precinct 1,United States Senator (Democratic),None Of These Candidates,0
Precinct 1,United States Senator (Democratic),"Price, Nancy",2
Precinct 1,United States Senator (Republican),"Brooks, Sherry",1
Precinct 1,United States Senator (Republican),"Charles, Richard",0
Precinct 1,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",3
Precinct 1,United States Senator (Republican),"Heller, Dean",31
Precinct 1,United States Senator (Republican),None Of These Candidates,1
Precinct 1,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0
