precinct,office,candidate,votes
Precinct 1,"BAKER Gen Imp Dist,No BAKER Seat B-2 (Nonpartisan)","ROGERS, MARK E.",170
Precinct 1,"BAKER Gen Imp Dist,No BAKER Seat B-5 (Nonpartisan)","STEADMAN, TERRANCE P.",164
Precinct 1,County Commissioner Seat 2 (Democratic),"CARNEY, RICHARD L.",55
Precinct 1,County Commissioner Seat 2 (Democratic),"CHACHAS, GEORGE",34
Precinct 1,County Commissioner Seat 4 (Democratic),"CURTO, KENNETH L.",25
Precinct 1,County Commissioner Seat 4 (Democratic),"PEREA, GARY A.",61
Precinct 1,ELY Justice of the Peace 6YR (Nonpartisan),"BISHOP, STEPHEN J.",103
Precinct 1,ELY Justice of the Peace 6YR (Nonpartisan),"HIBBS, MATTHEW ""MATT""",33
Precinct 1,ELY Justice of the Peace 6YR (Nonpartisan),"MATHEWS, JANEAL",37
Precinct 1,ELY Justice of the Peace 6YR (Nonpartisan),"SPROUSE, TERESA",19
Precinct 1,ELY Justice of the Peace 6YR (Nonpartisan),"STORK, KRISTINE L.",36
Precinct 1,"MCGILL-RUTH Water &amp; Sewer, Seat D (Nonpartisan)","MOOREHEAD, HARLAN",168
Precinct 1,School Board Trustee Seat C (Nonpartisan),"WATTS, SHELLIE",194
Precinct 1,School Board Trustee Seat F (Nonpartisan),"LITTLE, JANET A.",179
Precinct 1,School Board Trustee Seat G (Nonpartisan),"KOYLE, DENYS M.",184
Precinct 1,Soil Conservation Seat BB (Nonpartisan),"KENNEDY, CALVIN",174
Precinct 1,Soil Conservation Seat DD (Nonpartisan),"NELSON, DANIEL ""DAN"" R.",181
Precinct 1,"State Board of Education, District 4 (Nonpartisan)","Newburn, Mark",180
Precinct 1,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",5
Precinct 1,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",17
Precinct 1,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",2
Precinct 1,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",2
Precinct 1,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",3
Precinct 1,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",12
Precinct 1,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",49
Precinct 1,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",22
Precinct 1,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",1
Precinct 1,United States Senator (Democratic),"Berkley, Shelley",35
Precinct 1,United States Senator (Democratic),"Brown, Steve",5
Precinct 1,United States Senator (Democratic),"Ellsworth, Barry",4
Precinct 1,United States Senator (Democratic),"Macias, Louis",4
Precinct 1,United States Senator (Democratic),None Of These Candidates,29
Precinct 1,United States Senator (Democratic),"Price, Nancy",5
Precinct 1,United States Senator (Republican),"Brooks, Sherry",4
Precinct 1,United States Senator (Republican),"Charles, Richard",1
Precinct 1,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",3
Precinct 1,United States Senator (Republican),"Heller, Dean",101
Precinct 1,United States Senator (Republican),None Of These Candidates,5
Precinct 1,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1
Precinct 1,"WHITE PINE Hospital Dist Trustee, Seat 2 (Nonpartisan)","CARNEY, MAUREEN",196
Precinct 1,"WHITE PINE Hospital Dist Trustee, Seat 3 (Nonpartisan)","DERBIDGE, GRETCHEN H.",166
Precinct 1,"WHITE PINE Hospital Dist Trustee, Seat 4 (Nonpartisan)","ROWLEY, RICHARD F.",181
Precinct 1,"WHITE PINE Hospital Dist Trustee, Seat 5 (Nonpartisan)","BYBEE, MARK",202
Precinct 1,WHITE PINE TV Seat B (Nonpartisan),"TAYLOR, RONALD R. ""RON""",178
Precinct 1,WHITE PINE TV Seat C (Nonpartisan),"BRADLEY, BURKE",171
Precinct 1,WHITE PINE TV Seat D (Nonpartisan),"WILSON, HOLLY",177
Precinct 10,"BAKER Gen Imp Dist,No BAKER Seat B-2 (Nonpartisan)","ROGERS, MARK E.",46
Precinct 10,"BAKER Gen Imp Dist,No BAKER Seat B-5 (Nonpartisan)","STEADMAN, TERRANCE P.",49
Precinct 10,County Commissioner Seat 2 (Democratic),"CARNEY, RICHARD L.",15
Precinct 10,County Commissioner Seat 2 (Democratic),"CHACHAS, GEORGE",13
Precinct 10,County Commissioner Seat 4 (Democratic),"CURTO, KENNETH L.",11
Precinct 10,County Commissioner Seat 4 (Democratic),"PEREA, GARY A.",17
Precinct 10,ELY Justice of the Peace 6YR (Nonpartisan),"BISHOP, STEPHEN J.",25
Precinct 10,ELY Justice of the Peace 6YR (Nonpartisan),"HIBBS, MATTHEW ""MATT""",10
Precinct 10,ELY Justice of the Peace 6YR (Nonpartisan),"MATHEWS, JANEAL",24
Precinct 10,ELY Justice of the Peace 6YR (Nonpartisan),"SPROUSE, TERESA",13
Precinct 10,ELY Justice of the Peace 6YR (Nonpartisan),"STORK, KRISTINE L.",16
Precinct 10,"MCGILL-RUTH Water &amp; Sewer, Seat D (Nonpartisan)","MOOREHEAD, HARLAN",48
Precinct 10,School Board Trustee Seat C (Nonpartisan),"WATTS, SHELLIE",56
Precinct 10,School Board Trustee Seat F (Nonpartisan),"LITTLE, JANET A.",52
Precinct 10,School Board Trustee Seat G (Nonpartisan),"KOYLE, DENYS M.",53
Precinct 10,Soil Conservation Seat BB (Nonpartisan),"KENNEDY, CALVIN",50
Precinct 10,Soil Conservation Seat DD (Nonpartisan),"NELSON, DANIEL ""DAN"" R.",52
Precinct 10,"State Board of Education, District 4 (Nonpartisan)","Newburn, Mark",51
Precinct 10,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",2
Precinct 10,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",13
Precinct 10,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",2
Precinct 10,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",2
Precinct 10,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0
Precinct 10,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",1
Precinct 10,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",18
Precinct 10,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",11
