precinct,office,candidate,votes
East Mason Valley 1,County Comm Dist. 1 (CW),"HASTINGS, BOB",259
East Mason Valley 1,County Comm Dist. 1 (CW),"ROBERTS, CHUCK",209
East Mason Valley 1,County Comm Dist. 3 (CW),"FIERRO, RAY",230
East Mason Valley 1,County Comm Dist. 3 (CW),"GRAY, KEN",243
East Mason Valley 1,County Comm Dist. 4 (CW),"MORTENSEN, JOE",322
East Mason Valley 1,County Comm Dist. 4 (CW),"PARSONS, SHERRY L.",147
East Mason Valley 1,"JP, WALKER RIVER Township","FLETCHER, MICHAEL S.",248
East Mason Valley 1,"JP, WALKER RIVER Township","MILLIGAN, DENNIS T.",277
East Mason Valley 1,LYON COUNTY School Dist Trustee Dist 7 - Smith Val,"GIOMI, JOE",366
East Mason Valley 1,LYON COUNTY School Dist Trustee Dist 7 - Smith Val,"SANDERSON, JASON",150
East Mason Valley 1,President,"GOODE, VIRGIL",5
East Mason Valley 1,President,"JOHNSON, GARY",10
East Mason Valley 1,President,None Of These Candidates,1
East Mason Valley 1,President,"Obama, Barack",200
East Mason Valley 1,President,"Romney, Mitt",342
East Mason Valley 1,"State Assembly, District 38","Grady, Tom",454
East Mason Valley 1,"Supreme Court Justice, Seat C","Cherry, Michael A.",367
East Mason Valley 1,"Supreme Court Justice, Seat C",None Of These Candidates,103
East Mason Valley 1,"Supreme Court Justice, Seat F","Douglas, Michael L.",381
East Mason Valley 1,"Supreme Court Justice, Seat F",None Of These Candidates,92
East Mason Valley 1,"Supreme Court Justice, Seat G",None Of These Candidates,108
East Mason Valley 1,"Supreme Court Justice, Seat G","Saitta, Nancy M.",366
East Mason Valley 1,"U.S. Representative in Congress, District 4","Fitzgibbons, Floyd",39
East Mason Valley 1,"U.S. Representative in Congress, District 4","Horsford, Steven A.",167
East Mason Valley 1,"U.S. Representative in Congress, District 4","SILVESTRI, JOSEPH P.",8
East Mason Valley 1,"U.S. Representative in Congress, District 4","TARKANIAN, DANNY",326
East Mason Valley 1,U.S. Senate,"Berkley, Shelley",143
East Mason Valley 1,U.S. Senate,"Heller, Dean",337
East Mason Valley 1,U.S. Senate,None Of These Candidates,23
East Mason Valley 1,U.S. Senate,"VANDERBEEK, DAVID LORY",46
East Mason Valley 1,"University Board of Regents, District  9","Knecht, Ron",242
East Mason Valley 1,"University Board of Regents, District  9","Mackedon, Michon",224
East Mason Valley 2,County Comm Dist. 1 (CW),"HASTINGS, BOB",323
East Mason Valley 2,County Comm Dist. 1 (CW),"ROBERTS, CHUCK",229
East Mason Valley 2,County Comm Dist. 3 (CW),"FIERRO, RAY",241
East Mason Valley 2,County Comm Dist. 3 (CW),"GRAY, KEN",300
East Mason Valley 2,County Comm Dist. 4 (CW),"MORTENSEN, JOE",399
East Mason Valley 2,County Comm Dist. 4 (CW),"PARSONS, SHERRY L.",146
East Mason Valley 2,"JP, WALKER RIVER Township","FLETCHER, MICHAEL S.",318
East Mason Valley 2,"JP, WALKER RIVER Township","MILLIGAN, DENNIS T.",264
East Mason Valley 2,LYON COUNTY School Dist Trustee Dist 7 - Smith Val,"GIOMI, JOE",413
East Mason Valley 2,LYON COUNTY School Dist Trustee Dist 7 - Smith Val,"SANDERSON, JASON",174
East Mason Valley 2,President,"GOODE, VIRGIL",9
East Mason Valley 2,President,"JOHNSON, GARY",6
East Mason Valley 2,President,None Of These Candidates,5
East Mason Valley 2,President,"Obama, Barack",151
East Mason Valley 2,President,"Romney, Mitt",455
East Mason Valley 2,"State Assembly, District 38","Grady, Tom",535
East Mason Valley 2,"Supreme Court Justice, Seat C","Cherry, Michael A.",410
East Mason Valley 2,"Supreme Court Justice, Seat C",None Of These Candidates,128
East Mason Valley 2,"Supreme Court Justice, Seat F","Douglas, Michael L.",429
East Mason Valley 2,"Supreme Court Justice, Seat F",None Of These Candidates,104
East Mason Valley 2,"Supreme Court Justice, Seat G",None Of These Candidates,128
East Mason Valley 2,"Supreme Court Justice, Seat G","Saitta, Nancy M.",415
