precinct,office,candidate,votes
1 - ALAMO,County Comm Dist. A (CW) (Republican),"DIXON, KEN",18
1 - ALAMO,County Comm Dist. A (CW) (Republican),"HURD, DAVE",31
1 - ALAMO,County Comm Dist. A (CW) (Republican),"KATSCHKE, ADAM P.",116
1 - ALAMO,"GROVER C. DILS Hospital Dst, Trustee Dst B (Nonpartisan)","HAFEN, SPENCER W.",188
1 - ALAMO,"GROVER C. DILS Hospital Dst, Trustee Dst C (Nonpartisan)","MIZER, JOSEPH TY",175
1 - ALAMO,"GROVER C. DILS Hospital Dst, Trustee Dst D (Nonpartisan)","SMITH, KEVIN D.",178
1 - ALAMO,"GROVER C. DILS Hospital Dst, Trustee Dst E (Nonpartisan)","SCARBRO, DIXIE",182
1 - ALAMO,"Justice of the Peace, PAHRANAGAT VALLEY Twn-NP (Nonpartisan)","HOLTON, NOLA A.",201
1 - ALAMO,School Trustee District C (Nonpartisan),"ROWE, PEGGY A.",190
1 - ALAMO,School Trustee District E (Nonpartisan),"POULSEN, WADE C.",190
1 - ALAMO,"State Assembly, District 36 (Republican)","Grudzinski, Walt",2
1 - ALAMO,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",119
1 - ALAMO,"State Assembly, District 36 (Republican)","Oscarson, James",9
1 - ALAMO,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",7
1 - ALAMO,"State Board of Education, District 4 (Nonpartisan)","Newburn, Mark",180
1 - ALAMO,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",3
1 - ALAMO,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",5
1 - ALAMO,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",0
1 - ALAMO,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",0
1 - ALAMO,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0
1 - ALAMO,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",4
1 - ALAMO,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",114
1 - ALAMO,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",41
1 - ALAMO,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",0
1 - ALAMO,U.S. Senate (Democratic),"Berkley, Shelley",26
1 - ALAMO,U.S. Senate (Democratic),"Brown, Steve",3
1 - ALAMO,U.S. Senate (Democratic),"Ellsworth, Barry",1
1 - ALAMO,U.S. Senate (Democratic),"Macias, Louis",2
1 - ALAMO,U.S. Senate (Democratic),None Of These Candidates,11
1 - ALAMO,U.S. Senate (Democratic),"Price, Nancy",6
1 - ALAMO,U.S. Senate (Republican),"Brooks, Sherry",1
1 - ALAMO,U.S. Senate (Republican),"Charles, Richard",0
1 - ALAMO,U.S. Senate (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",2
1 - ALAMO,U.S. Senate (Republican),"Heller, Dean",155
1 - ALAMO,U.S. Senate (Republican),None Of These Candidates,6
1 - ALAMO,U.S. Senate (Republican),"Poliak, Carlo ""Nakusa""",1
2 - CALIENTE,County Comm Dist. A (CW) (Republican),"DIXON, KEN",20
2 - CALIENTE,County Comm Dist. A (CW) (Republican),"HURD, DAVE",36
2 - CALIENTE,County Comm Dist. A (CW) (Republican),"KATSCHKE, ADAM P.",62
2 - CALIENTE,"GROVER C. DILS Hospital Dst, Trustee Dst B (Nonpartisan)","HAFEN, SPENCER W.",181
2 - CALIENTE,"GROVER C. DILS Hospital Dst, Trustee Dst C (Nonpartisan)","MIZER, JOSEPH TY",177
2 - CALIENTE,"GROVER C. DILS Hospital Dst, Trustee Dst D (Nonpartisan)","SMITH, KEVIN D.",182
2 - CALIENTE,"GROVER C. DILS Hospital Dst, Trustee Dst E (Nonpartisan)","SCARBRO, DIXIE",155
2 - CALIENTE,Justice of the Peace MEADOW VALLEY (Nonpartisan),"COWLEY, MIKE D.",182
2 - CALIENTE,School Trustee District C (Nonpartisan),"ROWE, PEGGY A.",148
2 - CALIENTE,School Trustee District E (Nonpartisan),"POULSEN, WADE C.",166
2 - CALIENTE,"State Assembly, District 36 (Republican)","Grudzinski, Walt",3
2 - CALIENTE,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",7
2 - CALIENTE,"State Assembly, District 36 (Republican)","Oscarson, James",2
2 - CALIENTE,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",3
2 - CALIENTE,"State Board of Education, District 4 (Nonpartisan)","Newburn, Mark",171
2 - CALIENTE,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",5
2 - CALIENTE,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",5
2 - CALIENTE,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",4
2 - CALIENTE,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",2
