precinct,office,candidate,votes
Precinct 1,School Board Trustee Seat B (Nonpartisan),"HAFER, TRISHA MARIE",43
Precinct 1,School Board Trustee Seat D (Nonpartisan),"KILE, DOUGLAS",48
Precinct 1,School Board Trustee Seat E (Nonpartisan),"DOWERS, ROBERT",48
Precinct 1,"State Board of Education, District 4 (Nonpartisan)","Newburn, Mark",45
Precinct 1,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",4
Precinct 1,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",6
Precinct 1,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",0
Precinct 1,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",1
Precinct 1,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",1
Precinct 1,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",3
Precinct 1,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",15
Precinct 1,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",13
Precinct 1,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",1
Precinct 1,United States Senator (Democratic),"Berkley, Shelley",5
Precinct 1,United States Senator (Democratic),"Brown, Steve",1
Precinct 1,United States Senator (Democratic),"Ellsworth, Barry",3
Precinct 1,United States Senator (Democratic),"Macias, Louis",0
Precinct 1,United States Senator (Democratic),None Of These Candidates,3
Precinct 1,United States Senator (Democratic),"Price, Nancy",1
Precinct 1,United States Senator (Republican),"Brooks, Sherry",2
Precinct 1,United States Senator (Republican),"Charles, Richard",3
Precinct 1,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1
Precinct 1,United States Senator (Republican),"Heller, Dean",35
Precinct 1,United States Senator (Republican),None Of These Candidates,3
Precinct 1,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1
Precinct 1,"University Board of Regents, District  9 (Nonpartisan)","KNECHT, RON",25
Precinct 1,"University Board of Regents, District  9 (Nonpartisan)","Mackedon, Michon",11
Precinct 1,"University Board of Regents, District  9 (Nonpartisan)","Riendeau, Richard ""Old Rick""",15
Precinct 2,School Board Trustee Seat B (Nonpartisan),"HAFER, TRISHA MARIE",26
Precinct 2,School Board Trustee Seat D (Nonpartisan),"KILE, DOUGLAS",27
Precinct 2,School Board Trustee Seat E (Nonpartisan),"DOWERS, ROBERT",27
Precinct 2,"State Board of Education, District 4 (Nonpartisan)","Newburn, Mark",24
Precinct 2,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",2
Precinct 2,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",1
Precinct 2,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",1
Precinct 2,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",1
Precinct 2,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0
Precinct 2,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",2
Precinct 2,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",6
Precinct 2,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",6
Precinct 2,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",0
Precinct 2,United States Senator (Democratic),"Berkley, Shelley",
Precinct 2,United States Senator (Democratic),"Brown, Steve",
Precinct 2,United States Senator (Democratic),"Ellsworth, Barry",
Precinct 2,United States Senator (Democratic),"Macias, Louis",
Precinct 2,United States Senator (Democratic),None Of These Candidates,
Precinct 2,United States Senator (Democratic),"Price, Nancy",
Precinct 2,United States Senator (Republican),"Brooks, Sherry",2
Precinct 2,United States Senator (Republican),"Charles, Richard",3
Precinct 2,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0
Precinct 2,United States Senator (Republican),"Heller, Dean",14
Precinct 2,United States Senator (Republican),None Of These Candidates,0
Precinct 2,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0
Precinct 2,"University Board of Regents, District  9 (Nonpartisan)","KNECHT, RON",17
Precinct 2,"University Board of Regents, District  9 (Nonpartisan)","Mackedon, Michon",5
Precinct 2,"University Board of Regents, District  9 (Nonpartisan)","Riendeau, Richard ""Old Rick""",5
Precinct 3,School Board Trustee Seat B (Nonpartisan),"HAFER, TRISHA MARIE",50
Precinct 3,School Board Trustee Seat D (Nonpartisan),"KILE, DOUGLAS",62
Precinct 3,School Board Trustee Seat E (Nonpartisan),"DOWERS, ROBERT",66
Precinct 3,"State Board of Education, District 4 (Nonpartisan)","Newburn, Mark",48
Precinct 3,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",2
Precinct 3,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",0
Precinct 3,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",0
Precinct 3,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",7
Precinct 3,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0
Precinct 3,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",1
Precinct 3,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",25
Precinct 3,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",10
Precinct 3,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",0
Precinct 3,United States Senator (Democratic),"Berkley, Shelley",6
Precinct 3,United States Senator (Democratic),"Brown, Steve",1
