precinct,office,candidate,votes
Precinct 1,County Comm. Seat A (Republican),"BRISSENDEN, MARLENE",47
Precinct 1,County Comm. Seat A (Republican),"SHEEN, JOYCE",33
Precinct 1,County Comm. Seat A (Republican),"STONE, RICH",30
Precinct 1,"Humboldt County Hospital Dist Trustee, Seat A (Nonpartisan)","HUMMEL, MEL",163
Precinct 1,"Humboldt County Hospital Dist Trustee, Seat C (Nonpartisan)","HAMMARGREN, WILLIAM ""BILL"" J.",77
Precinct 1,"Humboldt County Hospital Dist Trustee, Seat C (Nonpartisan)","HARTLEY, DALE E.",25
Precinct 1,"Humboldt County Hospital Dist Trustee, Seat C (Nonpartisan)","KIM, SOON",81
Precinct 1,"Justice of the Peace, UNION Twn-NP (Nonpartisan)","DAWSON, JEFF",25
Precinct 1,"Justice of the Peace, UNION Twn-NP (Nonpartisan)","HOLSCLAW, ED",23
Precinct 1,"Justice of the Peace, UNION Twn-NP (Nonpartisan)","LOVELESS, JAMES",40
Precinct 1,"Justice of the Peace, UNION Twn-NP (Nonpartisan)","MICHAELSEN, MICHAEL",10
Precinct 1,"Justice of the Peace, UNION Twn-NP (Nonpartisan)","NORCUTT, LEFETTE ""LETTY""",71
Precinct 1,"Justice of the Peace, UNION Twn-NP (Nonpartisan)","RILEY, CHRISTY",3
Precinct 1,"Justice of the Peace, UNION Twn-NP (Nonpartisan)","STERMITZ, MATT",11
Precinct 1,School Board Trustee Seat C (Nonpartisan),"BETTERIDGE, BOYD C.",157
Precinct 1,School Board Trustee Seat E (Nonpartisan),"MILLER, ANN",168
Precinct 1,"State Board of Education, District 2 (Nonpartisan)","Bacon, Ray",18
Precinct 1,"State Board of Education, District 2 (Nonpartisan)","Carey, Scott H.",14
Precinct 1,"State Board of Education, District 2 (Nonpartisan)","Clontz, Donna",41
Precinct 1,"State Board of Education, District 2 (Nonpartisan)","Cook, Dave",50
Precinct 1,"State Board of Education, District 2 (Nonpartisan)","Fralick, Adriana Guzman",38
Precinct 1,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",20
Precinct 1,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",20
Precinct 1,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",7
Precinct 1,United States Senator (Democratic),"Berkley, Shelley",28
Precinct 1,United States Senator (Democratic),"Brown, Steve",7
Precinct 1,United States Senator (Democratic),"Ellsworth, Barry",1
Precinct 1,United States Senator (Democratic),"Macias, Louis",0
Precinct 1,United States Senator (Democratic),None Of These Candidates,11
Precinct 1,United States Senator (Democratic),"Price, Nancy",5
Precinct 1,United States Senator (Republican),"Brooks, Sherry",9
Precinct 1,United States Senator (Republican),"Charles, Richard",0
Precinct 1,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",6
Precinct 1,United States Senator (Republican),"Heller, Dean",92
Precinct 1,United States Senator (Republican),None Of These Candidates,3
Precinct 1,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0
Precinct 10,County Comm. Seat A (Republican),"BRISSENDEN, MARLENE",14
Precinct 10,County Comm. Seat A (Republican),"SHEEN, JOYCE",7
Precinct 10,County Comm. Seat A (Republican),"STONE, RICH",8
Precinct 10,"Humboldt County Hospital Dist Trustee, Seat A (Nonpartisan)","HUMMEL, MEL",54
Precinct 10,"Humboldt County Hospital Dist Trustee, Seat C (Nonpartisan)","HAMMARGREN, WILLIAM ""BILL"" J.",22
Precinct 10,"Humboldt County Hospital Dist Trustee, Seat C (Nonpartisan)","HARTLEY, DALE E.",10
Precinct 10,"Humboldt County Hospital Dist Trustee, Seat C (Nonpartisan)","KIM, SOON",30
Precinct 10,"Justice of the Peace, UNION Twn-NP (Nonpartisan)","DAWSON, JEFF",12
Precinct 10,"Justice of the Peace, UNION Twn-NP (Nonpartisan)","HOLSCLAW, ED",4
Precinct 10,"Justice of the Peace, UNION Twn-NP (Nonpartisan)","LOVELESS, JAMES",5
Precinct 10,"Justice of the Peace, UNION Twn-NP (Nonpartisan)","MICHAELSEN, MICHAEL",6
Precinct 10,"Justice of the Peace, UNION Twn-NP (Nonpartisan)","NORCUTT, LEFETTE ""LETTY""",18
Precinct 10,"Justice of the Peace, UNION Twn-NP (Nonpartisan)","RILEY, CHRISTY",9
Precinct 10,"Justice of the Peace, UNION Twn-NP (Nonpartisan)","STERMITZ, MATT",0
Precinct 10,School Board Trustee Seat C (Nonpartisan),"BETTERIDGE, BOYD C.",46
Precinct 10,School Board Trustee Seat E (Nonpartisan),"MILLER, ANN",52
Precinct 10,"State Board of Education, District 2 (Nonpartisan)","Bacon, Ray",11
Precinct 10,"State Board of Education, District 2 (Nonpartisan)","Carey, Scott H.",6
Precinct 10,"State Board of Education, District 2 (Nonpartisan)","Clontz, Donna",4
Precinct 10,"State Board of Education, District 2 (Nonpartisan)","Cook, Dave",17
Precinct 10,"State Board of Education, District 2 (Nonpartisan)","Fralick, Adriana Guzman",12
