precinct,office,candidate,votes
Precinct 01,"District Court Judge, District 10, Department 1 (Nonpartisan)","STOCKARD, THOMAS L.",178
Precinct 01,Governor (Democratic),"Chang, Charles ""Charlie""",1
Precinct 01,Governor (Democratic),"Conquest, Frederick L.",2
Precinct 01,Governor (Democratic),"Frye, Stephen H.",7
Precinct 01,Governor (Democratic),"Goodman, Robert ""Bob""",1
Precinct 01,Governor (Democratic),"Hyepock, Chris",1
Precinct 01,Governor (Democratic),None Of These Candidates,6
Precinct 01,Governor (Democratic),"Rheinhart, Allen",2
Precinct 01,Governor (Democratic),"Rutledge, John",1
Precinct 01,Governor (Democratic),"Shabazz, Abdul H.",0
Precinct 01,Governor (Republican),"Hamilton, Eddie ""In Liberty""",3
Precinct 01,Governor (Republican),"Marinch, Gary",1
Precinct 01,Governor (Republican),None Of These Candidates,4
Precinct 01,Governor (Republican),"Sandoval, Brian",143
Precinct 01,Governor (Republican),"Tarbell, William",3
Precinct 01,Governor (Republican),"Tighe, Thomas J.",0
Precinct 01,Lieutenant Governor (Democratic),"Flores, Lucy",14
Precinct 01,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",2
Precinct 01,Lieutenant Governor (Democratic),None Of These Candidates,5
Precinct 01,Lieutenant Governor (Republican),"Dyer, Chris",7
Precinct 01,Lieutenant Governor (Republican),"Hutchison, Mark",86
Precinct 01,Lieutenant Governor (Republican),"Lowden, Sue",50
Precinct 01,Lieutenant Governor (Republican),None Of These Candidates,11
Precinct 01,"State Assembly, District 38 (Republican)","FREY, NORM",82
Precinct 01,"State Assembly, District 38 (Republican)","TITUS, ROBIN L.",70
Precinct 01,State Controller (Republican),"Arlint, Cort R.",20
Precinct 01,State Controller (Republican),"Herr, Barry",15
Precinct 01,State Controller (Republican),"Knecht, Ron",92
Precinct 01,State Controller (Republican),None Of These Candidates,24
Precinct 01,"U.S. Representative in Congress, District 2 (Democratic)","Alm, Vance",0
Precinct 01,"U.S. Representative in Congress, District 2 (Democratic)","Dempsey, Brian",12
Precinct 01,"U.S. Representative in Congress, District 2 (Democratic)","Lee, Ed",3
Precinct 01,"U.S. Representative in Congress, District 2 (Democratic)","Spees, Kristen",6
Precinct 02,"District Court Judge, District 10, Department 1 (Nonpartisan)","STOCKARD, THOMAS L.",116
Precinct 02,Governor (Democratic),"Chang, Charles ""Charlie""",1
Precinct 02,Governor (Democratic),"Conquest, Frederick L.",0
Precinct 02,Governor (Democratic),"Frye, Stephen H.",2
Precinct 02,Governor (Democratic),"Goodman, Robert ""Bob""",1
Precinct 02,Governor (Democratic),"Hyepock, Chris",2
Precinct 02,Governor (Democratic),None Of These Candidates,7
Precinct 02,Governor (Democratic),"Rheinhart, Allen",1
Precinct 02,Governor (Democratic),"Rutledge, John",2
Precinct 02,Governor (Democratic),"Shabazz, Abdul H.",1
Precinct 02,Governor (Republican),"Hamilton, Eddie ""In Liberty""",3
Precinct 02,Governor (Republican),"Marinch, Gary",0
Precinct 02,Governor (Republican),None Of These Candidates,1
Precinct 02,Governor (Republican),"Sandoval, Brian",79
Precinct 02,Governor (Republican),"Tarbell, William",0
Precinct 02,Governor (Republican),"Tighe, Thomas J.",4
Precinct 02,Lieutenant Governor (Democratic),"Flores, Lucy",10
Precinct 02,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",4
Precinct 02,Lieutenant Governor (Democratic),None Of These Candidates,3
Precinct 02,Lieutenant Governor (Republican),"Dyer, Chris",10
Precinct 02,Lieutenant Governor (Republican),"Hutchison, Mark",58
Precinct 02,Lieutenant Governor (Republican),"Lowden, Sue",15
Precinct 02,Lieutenant Governor (Republican),None Of These Candidates,4
Precinct 02,"State Assembly, District 38 (Republican)","FREY, NORM",54
Precinct 02,"State Assembly, District 38 (Republican)","TITUS, ROBIN L.",33
Precinct 02,State Controller (Republican),"Arlint, Cort R.",7
Precinct 02,State Controller (Republican),"Herr, Barry",13
Precinct 02,State Controller (Republican),"Knecht, Ron",55
Precinct 02,State Controller (Republican),None Of These Candidates,9
Precinct 02,"U.S. Representative in Congress, District 2 (Democratic)","Alm, Vance",3
Precinct 02,"U.S. Representative in Congress, District 2 (Democratic)","Dempsey, Brian",5
Precinct 02,"U.S. Representative in Congress, District 2 (Democratic)","Lee, Ed",3
Precinct 02,"U.S. Representative in Congress, District 2 (Democratic)","Spees, Kristen",6
Precinct 03,"District Court Judge, District 10, Department 1 (Nonpartisan)","STOCKARD, THOMAS L.",107
Precinct 03,Governor (Democratic),"Chang, Charles ""Charlie""",2
Precinct 03,Governor (Democratic),"Conquest, Frederick L.",0
Precinct 03,Governor (Democratic),"Frye, Stephen H.",4
Precinct 03,Governor (Democratic),"Goodman, Robert ""Bob""",4
Precinct 03,Governor (Democratic),"Hyepock, Chris",4
Precinct 03,Governor (Democratic),None Of These Candidates,10
Precinct 03,Governor (Democratic),"Rheinhart, Allen",1
Precinct 03,Governor (Democratic),"Rutledge, John",4
Precinct 03,Governor (Democratic),"Shabazz, Abdul H.",1
Precinct 03,Governor (Republican),"Hamilton, Eddie ""In Liberty""",1
Precinct 03,Governor (Republican),"Marinch, Gary",3
Precinct 03,Governor (Republican),None Of These Candidates,2
Precinct 03,Governor (Republican),"Sandoval, Brian",71
Precinct 03,Governor (Republican),"Tarbell, William",4
Precinct 03,Governor (Republican),"Tighe, Thomas J.",0
