precinct,office,candidate,votes
Precinct 1,"District Court Judge, District 5, Department 1 (Nonpartisan)","WANKER, KIMBERLY A. ""KIM""",41
Precinct 1,Governor (Democratic),"Chang, Charles ""Charlie""",2
Precinct 1,Governor (Democratic),"Conquest, Frederick L.",0
Precinct 1,Governor (Democratic),"Frye, Stephen H.",1
Precinct 1,Governor (Democratic),"Goodman, Robert ""Bob""",4
Precinct 1,Governor (Democratic),"Hyepock, Chris",0
Precinct 1,Governor (Democratic),None Of These Candidates,5
Precinct 1,Governor (Democratic),"Rheinhart, Allen",1
Precinct 1,Governor (Democratic),"Rutledge, John",0
Precinct 1,Governor (Democratic),"Shabazz, Abdul H.",0
Precinct 1,Governor (Republican),"Hamilton, Eddie ""In Liberty""",5
Precinct 1,Governor (Republican),"Marinch, Gary",0
Precinct 1,Governor (Republican),None Of These Candidates,1
Precinct 1,Governor (Republican),"Sandoval, Brian",24
Precinct 1,Governor (Republican),"Tarbell, William",0
Precinct 1,Governor (Republican),"Tighe, Thomas J.",1
Precinct 1,Lieutenant Governor (Democratic),"Flores, Lucy",9
Precinct 1,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",2
Precinct 1,Lieutenant Governor (Democratic),None Of These Candidates,2
Precinct 1,Lieutenant Governor (Republican),"Dyer, Chris",5
Precinct 1,Lieutenant Governor (Republican),"Hutchison, Mark",10
Precinct 1,Lieutenant Governor (Republican),"Lowden, Sue",14
Precinct 1,Lieutenant Governor (Republican),None Of These Candidates,3
Precinct 1,School Board Trustee Seat C (Nonpartisan),"HARTMAN, FREDERICK",44
Precinct 1,State Controller (Republican),"Arlint, Cort R.",1
Precinct 1,State Controller (Republican),"Herr, Barry",5
Precinct 1,State Controller (Republican),"Knecht, Ron",14
Precinct 1,State Controller (Republican),None Of These Candidates,10
Precinct 1,"State Senate, District 14 (Democratic)","HARRISON, K.C.",4
Precinct 1,"State Senate, District 14 (Democratic)","Hunt, Joe",8
Precinct 1,"U.S. Representative in Congress, District 4 (Democratic)","Budetich, Mark",3
Precinct 1,"U.S. Representative in Congress, District 4 (Democratic)","Horsford, Steven A.",5
