precinct,office,candidate,votes
PRECINCT 1,County Sheriff - PERSHING - NonPartisan (Nonpartisan),"ALLEN, JERRY",188
PRECINCT 1,County Sheriff - PERSHING - NonPartisan (Nonpartisan),"CARMICHAEL, NATHAN",116
PRECINCT 1,County Sheriff - PERSHING - NonPartisan (Nonpartisan),"MACHADO, RICHARD",97
PRECINCT 1,County Sheriff - PERSHING - NonPartisan (Nonpartisan),"SIMMS, PAUL",13
PRECINCT 1,"District Court Judge, District 6, Department 1 (Nonpartisan)","PASQUALE, KEVIN L.",70
PRECINCT 1,"District Court Judge, District 6, Department 1 (Nonpartisan)","PLIMPTON, TODD",117
PRECINCT 1,"District Court Judge, District 6, Department 1 (Nonpartisan)","SHIRLEY, JIM C.",226
PRECINCT 1,"District Court Judge, District 6, Department 2 (Nonpartisan)","MONTERO, MICHAEL R.",380
PRECINCT 1,Governor (Democratic),"Chang, Charles ""Charlie""",5
PRECINCT 1,Governor (Democratic),"Conquest, Frederick L.",1
PRECINCT 1,Governor (Democratic),"Frye, Stephen H.",6
PRECINCT 1,Governor (Democratic),"Goodman, Robert ""Bob""",14
PRECINCT 1,Governor (Democratic),"Hyepock, Chris",7
PRECINCT 1,Governor (Democratic),None Of These Candidates,48
PRECINCT 1,Governor (Democratic),"Rheinhart, Allen",7
PRECINCT 1,Governor (Democratic),"Rutledge, John",8
PRECINCT 1,Governor (Democratic),"Shabazz, Abdul H.",3
PRECINCT 1,Governor (Republican),"Hamilton, Eddie ""In Liberty""",10
PRECINCT 1,Governor (Republican),"Marinch, Gary",7
PRECINCT 1,Governor (Republican),None Of These Candidates,9
PRECINCT 1,Governor (Republican),"Sandoval, Brian",218
PRECINCT 1,Governor (Republican),"Tarbell, William",2
PRECINCT 1,Governor (Republican),"Tighe, Thomas J.",1
PRECINCT 1,Lieutenant Governor (Democratic),"Flores, Lucy",45
PRECINCT 1,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",13
PRECINCT 1,Lieutenant Governor (Democratic),None Of These Candidates,40
PRECINCT 1,Lieutenant Governor (Republican),"Dyer, Chris",20
