precinct,office,candidate,votes
Precinct 1,Attorney General,"Hansen, Jonathan J",26
Precinct 1,Attorney General,"Laxalt, Adam Paul",220
Precinct 1,Attorney General,"Miller, Ross",108
Precinct 1,Attorney General,None Of These Candidates,12
Precinct 1,COUNTY ASSESSOR,"HILTON, BURTON",203
Precinct 1,COUNTY ASSESSOR,"UNDERWOOD, DEBBIE",154
Precinct 1,COUNTY CLERK,"BALDWIN, NICHOLE",231
Precinct 1,COUNTY CLERK,"RIVERO, DEBRA ANN",136
Precinct 1,County Commissioner Seat 1,"DAILEY, CHRIS",83
Precinct 1,County Commissioner Seat 1,"LAMPROS, JOHN S.",144
Precinct 1,County Commissioner Seat 1,"MCKENZIE, CAROL O.",133
Precinct 1,County Commissioner Seat 5,"LEMICH, MIKE",133
Precinct 1,County Commissioner Seat 5,"PEREA, GARY ALEXANDER",223
Precinct 1,COUNTY RECORDER,"SINDELAR, MARTHA RIVERA",331
Precinct 1,COUNTY TREASURER,"BAKARIC, CATHERINE M.",334
Precinct 1,DISTRICT ATTORNEY,"BROWN, KELLY",106
Precinct 1,DISTRICT ATTORNEY,"WHEABLE, MIKE",244
Precinct 1,Governor,"Goodman, Robert ""Bob""",62
Precinct 1,Governor,None Of These Candidates,12
Precinct 1,Governor,"Sandoval, Brian",275
Precinct 1,Governor,"VanDerBeek, David Lory",18
Precinct 1,Lieutenant Governor,"Flores, Lucy",82
Precinct 1,Lieutenant Governor,"Hutchison, Mark",243
Precinct 1,Lieutenant Governor,"Little, Mike",22
Precinct 1,Lieutenant Governor,None Of These Candidates,18
Precinct 1,"MCGILL/RUTH Gen Imp Dist, Seat D","BLACKHAM, ELAINE",230
Precinct 1,"MCGILL/RUTH Gen Imp Dist, Seat D","TEFFT, MARK",80
Precinct 1,Secretary Of State,"Cegavske, Barbara K",220
Precinct 1,Secretary Of State,"Marshall, Kate",118
Precinct 1,Secretary Of State,None Of These Candidates,27
Precinct 1,Sheriff,"ROBISON, PENNY JO",184
Precinct 1,Sheriff,"WATTS, DAN",179
Precinct 1,"State Assembly, District 33","Ellison, John",327
Precinct 1,State Controller,"Jones, Tom",28
Precinct 1,State Controller,"Knecht, Ron",215
Precinct 1,State Controller,"Martin, Andrew",91
Precinct 1,State Controller,None Of These Candidates,27
Precinct 1,State Treasurer,"Cave, Kress K",30
Precinct 1,State Treasurer,None Of These Candidates,25
Precinct 1,State Treasurer,"Schwartz, Dan",196
Precinct 1,State Treasurer,"Wallin, Kim",111
Precinct 1,"Supreme Court Justice, Seat B",None Of These Candidates,101
