precinct,office,candidate,votes
Precinct 1,County Comm Dist. 2 (CW) (Republican),"ANDREOZZI, DELMO",22
Precinct 1,County Comm Dist. 2 (CW) (Republican),"CARPENTER, JOHN C.",21
Precinct 1,County Comm Dist. 2 (CW) (Republican),"SNYDER, KENNETH",1
Precinct 1,County Sheriff - ELKO - NonPartisan (Nonpartisan),"DICKENSON, RON",11
Precinct 1,County Sheriff - ELKO - NonPartisan (Nonpartisan),"KAHLE, MELINDA ""MINDY""",23
Precinct 1,County Sheriff - ELKO - NonPartisan (Nonpartisan),"PITTS, JIM",31
Precinct 1,"District Court Judge, District 4, Department 1 (Nonpartisan)","PORTER, NANCY",52
Precinct 1,"District Court Judge, District 4, Department 2 (Nonpartisan)","KACIN, AL",57
Precinct 1,ELKO TV Seat B (Nonpartisan),"GARRARD, JOHN A.",10
Precinct 1,ELKO TV Seat B (Nonpartisan),"GREER, NORY KAY",16
Precinct 1,ELKO TV Seat B (Nonpartisan),"JIMENEZ, RICK",23
Precinct 1,Governor (Democratic),"Chang, Charles ""Charlie""",0
Precinct 1,Governor (Democratic),"Conquest, Frederick L.",0
Precinct 1,Governor (Democratic),"Frye, Stephen H.",1
Precinct 1,Governor (Democratic),"Goodman, Robert ""Bob""",3
Precinct 1,Governor (Democratic),"Hyepock, Chris",1
Precinct 1,Governor (Democratic),None Of These Candidates,5
Precinct 1,Governor (Democratic),"Rheinhart, Allen",1
Precinct 1,Governor (Democratic),"Rutledge, John",1
Precinct 1,Governor (Democratic),"Shabazz, Abdul H.",0
Precinct 1,Governor (Republican),"Hamilton, Eddie ""In Liberty""",4
Precinct 1,Governor (Republican),"Marinch, Gary",0
Precinct 1,Governor (Republican),None Of These Candidates,1
Precinct 1,Governor (Republican),"Sandoval, Brian",38
Precinct 1,Governor (Republican),"Tarbell, William",1
Precinct 1,Governor (Republican),"Tighe, Thomas J.",0
Precinct 1,Lieutenant Governor (Democratic),"Flores, Lucy",6
Precinct 1,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",3
Precinct 1,Lieutenant Governor (Democratic),None Of These Candidates,3
Precinct 1,Lieutenant Governor (Republican),"Dyer, Chris",2
Precinct 1,Lieutenant Governor (Republican),"Hutchison, Mark",17
Precinct 1,Lieutenant Governor (Republican),"Lowden, Sue",21
Precinct 1,Lieutenant Governor (Republican),None Of These Candidates,2
Precinct 1,School Board Trustee Dst 1 -AL (Nonpartisan),"MAHLBERG, DANIEL",53
Precinct 1,School Board Trustee Dst 6 -AL (Nonpartisan),"BALLARD, THAD S.",53
Precinct 1,School Board Trustee Dst 7 -AL (Nonpartisan),"WILLIAMS, R. JEFF",55
Precinct 1,State Controller (Republican),"Arlint, Cort R.",3
Precinct 1,State Controller (Republican),"Herr, Barry",7
Precinct 1,State Controller (Republican),"Knecht, Ron",23
Precinct 1,State Controller (Republican),None Of These Candidates,7
Precinct 1,"U.S. Representative in Congress, District 2 (Democratic)","Alm, Vance",1
Precinct 1,"U.S. Representative in Congress, District 2 (Democratic)","Dempsey, Brian",5
Precinct 1,"U.S. Representative in Congress, District 2 (Democratic)","Lee, Ed",1
Precinct 1,"U.S. Representative in Congress, District 2 (Democratic)","Spees, Kristen",3
Precinct 10,County Comm Dist. 2 (CW) (Republican),"ANDREOZZI, DELMO",100
Precinct 10,County Comm Dist. 2 (CW) (Republican),"CARPENTER, JOHN C.",34
Precinct 10,County Comm Dist. 2 (CW) (Republican),"SNYDER, KENNETH",9
Precinct 10,County Sheriff - ELKO - NonPartisan (Nonpartisan),"DICKENSON, RON",20
Precinct 10,County Sheriff - ELKO - NonPartisan (Nonpartisan),"KAHLE, MELINDA ""MINDY""",46
Precinct 10,County Sheriff - ELKO - NonPartisan (Nonpartisan),"PITTS, JIM",132
Precinct 10,"District Court Judge, District 4, Department 1 (Nonpartisan)","PORTER, NANCY",176
