precinct,office,candidate,votes
Precinct 1,Attorney General,"Hansen, Jonathan J",20
Precinct 1,Attorney General,"Laxalt, Adam Paul",124
Precinct 1,Attorney General,"Miller, Ross",35
Precinct 1,Attorney General,None Of These Candidates,6
Precinct 1,COUNTY ASSESSOR,"RUSSELL, KATRINKA S.",173
Precinct 1,COUNTY CLERK,"FOSMO, CAROL",171
Precinct 1,County Comm Dist. 2 (CW),"ANDREOZZI, DELMO",166
Precinct 1,County Comm Dist. 4 (CW),"EKLUND, CLIFF",168
Precinct 1,COUNTY RECORDER,"SMALES, D. MIKE",140
Precinct 1,COUNTY RECORDER,"SMITH, CHERYL A.",40
Precinct 1,County Sheriff,"KAHLE, MELINDA ""MINDY""",72
Precinct 1,County Sheriff,"PITTS, JIM",111
Precinct 1,COUNTY TREASURER,"ERICKSON, REBECCA ""BECKY""",145
Precinct 1,COUNTY TREASURER,"JENKINS, KAY DAWN",34
Precinct 1,DISTRICT ATTORNEY,"TORVINEN, MARK",159
Precinct 1,"ELKO Council, 2 Seats","HANCE, BILL",52
Precinct 1,"ELKO Council, 2 Seats","KEENER, REECE",89
Precinct 1,"ELKO Council, 2 Seats","OWEN, KIMBERLY",106
Precinct 1,"ELKO Council, 2 Seats","RICE, JOHN PATRICK",73
Precinct 1,ELKO TV Seat B,"GREER, NORY KAY",67
Precinct 1,ELKO TV Seat B,"JIMENEZ, RICK",95
Precinct 1,ELKO TV Seat C,"MCLEOD, CHRIS",90
Precinct 1,ELKO TV Seat C,"WAHRENBROCK, JON A.",77
Precinct 1,Governor,"Goodman, Robert ""Bob""",17
Precinct 1,Governor,None Of These Candidates,8
Precinct 1,Governor,"Sandoval, Brian",154
Precinct 1,Governor,"VanDerBeek, David Lory",9
Precinct 1,Lieutenant Governor,"Flores, Lucy",29
Precinct 1,Lieutenant Governor,"Hutchison, Mark",125
Precinct 1,Lieutenant Governor,"Little, Mike",16
Precinct 1,Lieutenant Governor,None Of These Candidates,17
Precinct 1,Mayor Elko,"JOHNSON, CHRIS J.",82
Precinct 1,Mayor Elko,"MYERS, CHARLIE",96
Precinct 1,PUBLIC ADMINISTRATOR,"JENKINS, JANYCE",137
Precinct 1,PUBLIC ADMINISTRATOR,"SMITH, MICHAEL L.",43
Precinct 1,Secretary Of State,"Cegavske, Barbara K",124
Precinct 1,Secretary Of State,"Marshall, Kate",39
Precinct 1,Secretary Of State,None Of These Candidates,22
Precinct 1,"State Assembly, District 33","Ellison, John",172
Precinct 1,State Controller,"Jones, Tom",28
Precinct 1,State Controller,"Knecht, Ron",117
Precinct 1,State Controller,"Martin, Andrew",28
Precinct 1,State Controller,None Of These Candidates,13
Precinct 1,State Treasurer,"Cave, Kress K",20
Precinct 1,State Treasurer,None Of These Candidates,10
Precinct 1,State Treasurer,"Schwartz, Dan",123
Precinct 1,State Treasurer,"Wallin, Kim",32
Precinct 1,"Supreme Court Justice, Seat B",None Of These Candidates,48
Precinct 1,"Supreme Court Justice, Seat B","Pickering, Kristina",128
Precinct 1,"Supreme Court Justice, Seat D","Gibbons, Mark",152
Precinct 1,"Supreme Court Justice, Seat D",None Of These Candidates,28
Precinct 1,"U.S. Representative in Congress, District 2","Amodei, Mark E.",137
Precinct 1,"U.S. Representative in Congress, District 2","HANSEN, JANINE",30
Precinct 1,"U.S. Representative in Congress, District 2","Spees, Kristen",20
Precinct 10,Attorney General,"Hansen, Jonathan J",33
Precinct 10,Attorney General,"Laxalt, Adam Paul",275
Precinct 10,Attorney General,"Miller, Ross",110
Precinct 10,Attorney General,None Of These Candidates,12
Precinct 10,COUNTY ASSESSOR,"RUSSELL, KATRINKA S.",395
Precinct 10,COUNTY CLERK,"FOSMO, CAROL",376
Precinct 10,County Comm Dist. 2 (CW),"ANDREOZZI, DELMO",385
Precinct 10,County Comm Dist. 4 (CW),"EKLUND, CLIFF",372
Precinct 10,COUNTY RECORDER,"SMALES, D. MIKE",361
Precinct 10,COUNTY RECORDER,"SMITH, CHERYL A.",59
Precinct 10,County Sheriff,"KAHLE, MELINDA ""MINDY""",96
Precinct 10,County Sheriff,"PITTS, JIM",322
Precinct 10,COUNTY TREASURER,"ERICKSON, REBECCA ""BECKY""",363
Precinct 10,COUNTY TREASURER,"JENKINS, KAY DAWN",52
Precinct 10,DISTRICT ATTORNEY,"TORVINEN, MARK",374
Precinct 10,"ELKO Council, 2 Seats","HANCE, BILL",105
Precinct 10,"ELKO Council, 2 Seats","KEENER, REECE",268
Precinct 10,"ELKO Council, 2 Seats","OWEN, KIMBERLY",170
Precinct 10,"ELKO Council, 2 Seats","RICE, JOHN PATRICK",200
Precinct 10,ELKO TV Seat B,"GREER, NORY KAY",139
Precinct 10,ELKO TV Seat B,"JIMENEZ, RICK",236
Precinct 10,ELKO TV Seat C,"MCLEOD, CHRIS",141
Precinct 10,ELKO TV Seat C,"WAHRENBROCK, JON A.",245
Precinct 10,Governor,"Goodman, Robert ""Bob""",42
Precinct 10,Governor,None Of These Candidates,17
Precinct 10,Governor,"Sandoval, Brian",350
Precinct 10,Governor,"VanDerBeek, David Lory",20
Precinct 10,Lieutenant Governor,"Flores, Lucy",64
Precinct 10,Lieutenant Governor,"Hutchison, Mark",338
Precinct 10,Lieutenant Governor,"Little, Mike",12
Precinct 10,Lieutenant Governor,None Of These Candidates,17
Precinct 10,Mayor Elko,"JOHNSON, CHRIS J.",280
Precinct 10,Mayor Elko,"MYERS, CHARLIE",138
Precinct 10,PUBLIC ADMINISTRATOR,"JENKINS, JANYCE",326
Precinct 10,PUBLIC ADMINISTRATOR,"SMITH, MICHAEL L.",84
Precinct 10,Secretary Of State,"Cegavske, Barbara K",307
Precinct 10,Secretary Of State,"Marshall, Kate",97
Precinct 10,Secretary Of State,None Of These Candidates,25
Precinct 10,"State Assembly, District 33","Ellison, John",367
Precinct 10,State Controller,"Jones, Tom",39
Precinct 10,State Controller,"Knecht, Ron",285
Precinct 10,State Controller,"Martin, Andrew",63
Precinct 10,State Controller,None Of These Candidates,33
Precinct 10,State Treasurer,"Cave, Kress K",31
Precinct 10,State Treasurer,None Of These Candidates,21
Precinct 10,State Treasurer,"Schwartz, Dan",292
Precinct 10,State Treasurer,"Wallin, Kim",81
Precinct 10,"Supreme Court Justice, Seat B",None Of These Candidates,81
Precinct 10,"Supreme Court Justice, Seat B","Pickering, Kristina",309
Precinct 10,"Supreme Court Justice, Seat D","Gibbons, Mark",321
Precinct 10,"Supreme Court Justice, Seat D",None Of These Candidates,74
Precinct 10,"U.S. Representative in Congress, District 2","Amodei, Mark E.",336
Precinct 10,"U.S. Representative in Congress, District 2","HANSEN, JANINE",48
Precinct 10,"U.S. Representative in Congress, District 2","Spees, Kristen",45
Precinct 11,Attorney General,"Hansen, Jonathan J",17
Precinct 11,Attorney General,"Laxalt, Adam Paul",137
Precinct 11,Attorney General,"Miller, Ross",50
Precinct 11,Attorney General,None Of These Candidates,3
Precinct 11,COUNTY ASSESSOR,"RUSSELL, KATRINKA S.",186
Precinct 11,COUNTY CLERK,"FOSMO, CAROL",185
