precinct,office,candidate,votes
Precinct 1,Assessor,"JOHNSON, WILLIAM ""JEFF""",348
Precinct 1,Attorney General,"Hansen, Jonathan J",30
Precinct 1,Attorney General,"Laxalt, Adam Paul",217
Precinct 1,Attorney General,"Miller, Ross",120
Precinct 1,Attorney General,None Of These Candidates,14
Precinct 1,Clerk,"SPERO, TAMI RAE",359
Precinct 1,"Councilman, Seat No. 2","HERNANDEZ, LOUIE",95
Precinct 1,"Councilman, Seat No. 2","MACDONALD, MAUREEN",138
Precinct 1,"Councilman, Seat No. 2","MAVITY, THERESA L.",139
Precinct 1,County Commissioner Seat C,"CERRI, RON",215
Precinct 1,County Commissioner Seat C,"WHITE, JIM",159
Precinct 1,County Commissioner Seat E,"FRENCH, JIM",330
Precinct 1,County Recorder,"ENGSTROM, DEBORAH A.",345
Precinct 1,DISTRICT ATTORNEY,"MACDONALD, MICHAEL",317
Precinct 1,"District Court Judge, District 6, Department 1","PLIMPTON, TODD",191
Precinct 1,"District Court Judge, District 6, Department 1","SHIRLEY, JIM C.",178
Precinct 1,Governor,"Goodman, Robert ""Bob""",35
Precinct 1,Governor,None Of These Candidates,13
Precinct 1,Governor,"Sandoval, Brian",323
Precinct 1,Governor,"VanDerBeek, David Lory",14
Precinct 1,"Humboldt County Hospital Dist Trustee, Seat B","COOK, RICHARD G.",205
Precinct 1,"Humboldt County Hospital Dist Trustee, Seat B","HANZLIK, MAURICE J. ""MOE""",160
Precinct 1,"Humboldt County Hospital Dist Trustee, Seat E","AMOS, GARTH",153
Precinct 1,"Humboldt County Hospital Dist Trustee, Seat E","MILLER, MICHELLE",214
Precinct 1,Lieutenant Governor,"Flores, Lucy",72
Precinct 1,Lieutenant Governor,"Hutchison, Mark",257
Precinct 1,Lieutenant Governor,"Little, Mike",32
Precinct 1,Lieutenant Governor,None Of These Candidates,21
Precinct 1,School Board Trustee Seat G,"BENGOCHEA, NICOLE H.",249
Precinct 1,School Board Trustee Seat G,"BUMGARTNER, MICHAEL",125
Precinct 1,Secretary Of State,"Cegavske, Barbara K",203
Precinct 1,Secretary Of State,"Marshall, Kate",155
Precinct 1,Secretary Of State,None Of These Candidates,24
Precinct 1,Sheriff,"ALLEN, MICHAEL ""MIKE""",211
Precinct 1,Sheriff,"KILGORE, ED",166
Precinct 1,"State Assembly, District 32","Gabriel, Louis ""Wedge""",35
Precinct 1,"State Assembly, District 32","Hansen, Ira",255
Precinct 1,"State Assembly, District 32","Sampaga, John Sharp",78
Precinct 1,State Controller,"Jones, Tom",36
Precinct 1,State Controller,"Knecht, Ron",226
Precinct 1,State Controller,"Martin, Andrew",80
Precinct 1,State Controller,None Of These Candidates,36
Precinct 1,"State Senate, District 14","Gustavson, Don",275
Precinct 1,"State Senate, District 14","Hunt, Joe",96
Precinct 1,State Treasurer,"Cave, Kress K",26
Precinct 1,State Treasurer,None Of These Candidates,27
Precinct 1,State Treasurer,"Schwartz, Dan",230
Precinct 1,State Treasurer,"Wallin, Kim",97
Precinct 1,"Supreme Court Justice, Seat B",None Of These Candidates,61
Precinct 1,"Supreme Court Justice, Seat B","Pickering, Kristina",285
Precinct 1,"Supreme Court Justice, Seat D","Gibbons, Mark",291
Precinct 1,"Supreme Court Justice, Seat D",None Of These Candidates,54
Precinct 1,Treasurer,"RACKLEY, GINA",344
Precinct 1,"U.S. Representative in Congress, District 2","Amodei, Mark E.",284
Precinct 1,"U.S. Representative in Congress, District 2","HANSEN, JANINE",33
Precinct 1,"U.S. Representative in Congress, District 2","Spees, Kristen",60
Precinct 10,Assessor,"JOHNSON, WILLIAM ""JEFF""",63
Precinct 10,Attorney General,"Hansen, Jonathan J",9
Precinct 10,Attorney General,"Laxalt, Adam Paul",30
Precinct 10,Attorney General,"Miller, Ross",37
Precinct 10,Attorney General,None Of These Candidates,5
Precinct 10,Clerk,"SPERO, TAMI RAE",70
Precinct 10,County Commissioner Seat C,"CERRI, RON",45
Precinct 10,County Commissioner Seat C,"WHITE, JIM",24
Precinct 10,County Commissioner Seat E,"FRENCH, JIM",64
Precinct 10,County Recorder,"ENGSTROM, DEBORAH A.",66
Precinct 10,DISTRICT ATTORNEY,"MACDONALD, MICHAEL",65
Precinct 10,"District Court Judge, District 6, Department 1","PLIMPTON, TODD",32
Precinct 10,"District Court Judge, District 6, Department 1","SHIRLEY, JIM C.",44
Precinct 10,Governor,"Goodman, Robert ""Bob""",34
Precinct 10,Governor,None Of These Candidates,2
Precinct 10,Governor,"Sandoval, Brian",43
Precinct 10,Governor,"VanDerBeek, David Lory",2
Precinct 10,"Humboldt County Hospital Dist Trustee, Seat B","COOK, RICHARD G.",42
Precinct 10,"Humboldt County Hospital Dist Trustee, Seat B","HANZLIK, MAURICE J. ""MOE""",29
Precinct 10,"Humboldt County Hospital Dist Trustee, Seat E","AMOS, GARTH",36
Precinct 10,"Humboldt County Hospital Dist Trustee, Seat E","MILLER, MICHELLE",39
Precinct 10,Lieutenant Governor,"Flores, Lucy",31
Precinct 10,Lieutenant Governor,"Hutchison, Mark",35
Precinct 10,Lieutenant Governor,"Little, Mike",6
Precinct 10,Lieutenant Governor,None Of These Candidates,9
Precinct 10,McDermitt Fire District Seat B,"HARTLEY, DALE",14
Precinct 10,McDermitt Fire District Seat B,"NEGUS, CASEY",63
Precinct 10,McDermitt GID Board Seat D,"ALBISU, DARLENE",35
Precinct 10,McDermitt GID Board Seat D,"HARTLEY, DALE",7
Precinct 10,School Board Trustee Seat G,"BENGOCHEA, NICOLE H.",43
Precinct 10,School Board Trustee Seat G,"BUMGARTNER, MICHAEL",29
Precinct 10,Secretary Of State,"Cegavske, Barbara K",31
Precinct 10,Secretary Of State,"Marshall, Kate",45
Precinct 10,Secretary Of State,None Of These Candidates,5
Precinct 10,Sheriff,"ALLEN, MICHAEL ""MIKE""",42
Precinct 10,Sheriff,"KILGORE, ED",33
Precinct 10,"State Assembly, District 32","Gabriel, Louis ""Wedge""",3
Precinct 10,"State Assembly, District 32","Hansen, Ira",40
Precinct 10,"State Assembly, District 32","Sampaga, John Sharp",36
Precinct 10,State Controller,"Jones, Tom",5
Precinct 10,State Controller,"Knecht, Ron",34
Precinct 10,State Controller,"Martin, Andrew",34
Precinct 10,State Controller,None Of These Candidates,7
Precinct 10,"State Senate, District 14","Gustavson, Don",35
Precinct 10,"State Senate, District 14","Hunt, Joe",43
Precinct 10,State Treasurer,"Cave, Kress K",3
Precinct 10,State Treasurer,None Of These Candidates,6
Precinct 10,State Treasurer,"Schwartz, Dan",37
Precinct 10,State Treasurer,"Wallin, Kim",35
Precinct 10,"Supreme Court Justice, Seat B",None Of These Candidates,20
Precinct 10,"Supreme Court Justice, Seat B","Pickering, Kristina",54
Precinct 10,"Supreme Court Justice, Seat D","Gibbons, Mark",56
Precinct 10,"Supreme Court Justice, Seat D",None Of These Candidates,20
Precinct 10,Treasurer,"RACKLEY, GINA",65
Precinct 10,"U.S. Representative in Congress, District 2","Amodei, Mark E.",42
Precinct 10,"U.S. Representative in Congress, District 2","HANSEN, JANINE",4
Precinct 10,"U.S. Representative in Congress, District 2","Spees, Kristen",32
Precinct 11,Assessor,"JOHNSON, WILLIAM ""JEFF""",162
Precinct 11,Attorney General,"Hansen, Jonathan J",5
Precinct 11,Attorney General,"Laxalt, Adam Paul",135
Precinct 11,Attorney General,"Miller, Ross",25
