precinct,office,candidate,votes
PRECINCT 1,County Comm Dist. 2 (CW) (Republican),"MCGUFFEY, JACK",24
PRECINCT 1,County Comm Dist. 2 (CW) (Republican),"PURSEL, LOREN",31
PRECINCT 1,County Comm Dist. 2 (CW) (Republican),"SJOVANGEN, WILLIAM ""BILL""",19
PRECINCT 1,County Comm Dist. 2 (CW) (Republican),"SLABY, ROBERT",6
PRECINCT 1,"District Court Judge, District 1, Department 1 (Nonpartisan)","RUSSELL, JAMES TODD",147
PRECINCT 1,"District Court Judge, District 1, Department 2 (Nonpartisan)","WILSON, JIM",144
PRECINCT 1,Governor (Democratic),"Chang, Charles ""Charlie""",3
PRECINCT 1,Governor (Democratic),"Conquest, Frederick L.",2
PRECINCT 1,Governor (Democratic),"Frye, Stephen H.",3
PRECINCT 1,Governor (Democratic),"Goodman, Robert ""Bob""",4
PRECINCT 1,Governor (Democratic),"Hyepock, Chris",1
PRECINCT 1,Governor (Democratic),None Of These Candidates,29
PRECINCT 1,Governor (Democratic),"Rheinhart, Allen",1
PRECINCT 1,Governor (Democratic),"Rutledge, John",3
PRECINCT 1,Governor (Democratic),"Shabazz, Abdul H.",0
PRECINCT 1,Governor (Republican),"Hamilton, Eddie ""In Liberty""",3
PRECINCT 1,Governor (Republican),"Marinch, Gary",1
PRECINCT 1,Governor (Republican),None Of These Candidates,5
PRECINCT 1,Governor (Republican),"Sandoval, Brian",72
PRECINCT 1,Governor (Republican),"Tarbell, William",0
PRECINCT 1,Governor (Republican),"Tighe, Thomas J.",1
PRECINCT 1,Lieutenant Governor (Democratic),"Flores, Lucy",23
PRECINCT 1,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",4
PRECINCT 1,Lieutenant Governor (Democratic),None Of These Candidates,20
PRECINCT 1,Lieutenant Governor (Republican),"Dyer, Chris",3
PRECINCT 1,Lieutenant Governor (Republican),"Hutchison, Mark",35
PRECINCT 1,Lieutenant Governor (Republican),"Lowden, Sue",27
PRECINCT 1,Lieutenant Governor (Republican),None Of These Candidates,16
PRECINCT 1,School Board Trustee Seat 2A (Nonpartisan),"NEVIN, JEFFREY",155
PRECINCT 1,School Board Trustee Seat 2B (Nonpartisan),"FIELD, RONALD P.",88
PRECINCT 1,School Board Trustee Seat 2B (Nonpartisan),"FONZO, GABRIELLE",18
PRECINCT 1,School Board Trustee Seat 2B (Nonpartisan),"KERSHAW, BOB",37
PRECINCT 1,School Board Trustee Seat 2B (Nonpartisan),"MILLER, DAWN",24
PRECINCT 1,Sheriff (Nonpartisan),"ANTINORO, GERALD",82
PRECINCT 1,Sheriff (Nonpartisan),"GUTHRIE, TIM",68
PRECINCT 1,Sheriff (Nonpartisan),"MAHAN, SHAWN P.",35
PRECINCT 1,"State Assembly, District 39 (Republican)","REEDY, ROBIN",31
PRECINCT 1,"State Assembly, District 39 (Republican)","WHEELER, JIM",46
PRECINCT 1,State Controller (Republican),"Arlint, Cort R.",4
PRECINCT 1,State Controller (Republican),"Herr, Barry",6
PRECINCT 1,State Controller (Republican),"Knecht, Ron",50
PRECINCT 1,State Controller (Republican),None Of These Candidates,19
PRECINCT 1,"U.S. Representative in Congress, District 2 (Democratic)","Alm, Vance",3
PRECINCT 1,"U.S. Representative in Congress, District 2 (Democratic)","Dempsey, Brian",10
PRECINCT 1,"U.S. Representative in Congress, District 2 (Democratic)","Lee, Ed",3
PRECINCT 1,"U.S. Representative in Congress, District 2 (Democratic)","Spees, Kristen",15
PRECINCT 10,County Comm Dist. 2 (CW) (Republican),"MCGUFFEY, JACK",0
PRECINCT 10,County Comm Dist. 2 (CW) (Republican),"PURSEL, LOREN",0
PRECINCT 10,County Comm Dist. 2 (CW) (Republican),"SJOVANGEN, WILLIAM ""BILL""",0
PRECINCT 10,County Comm Dist. 2 (CW) (Republican),"SLABY, ROBERT",0
PRECINCT 10,"District Court Judge, District 1, Department 1 (Nonpartisan)","RUSSELL, JAMES TODD",0
PRECINCT 10,"District Court Judge, District 1, Department 2 (Nonpartisan)","WILSON, JIM",0
PRECINCT 10,Governor (Democratic),"Chang, Charles ""Charlie""",0
PRECINCT 10,Governor (Democratic),"Conquest, Frederick L.",0
PRECINCT 10,Governor (Democratic),"Frye, Stephen H.",0
PRECINCT 10,Governor (Democratic),"Goodman, Robert ""Bob""",0
PRECINCT 10,Governor (Democratic),"Hyepock, Chris",0
PRECINCT 10,Governor (Democratic),None Of These Candidates,0
PRECINCT 10,Governor (Democratic),"Rheinhart, Allen",0
PRECINCT 10,Governor (Democratic),"Rutledge, John",0
PRECINCT 10,Governor (Democratic),"Shabazz, Abdul H.",0
PRECINCT 10,Governor (Republican),"Hamilton, Eddie ""In Liberty""",0
PRECINCT 10,Governor (Republican),"Marinch, Gary",0
PRECINCT 10,Governor (Republican),None Of These Candidates,0
PRECINCT 10,Governor (Republican),"Sandoval, Brian",0
PRECINCT 10,Governor (Republican),"Tarbell, William",0
PRECINCT 10,Governor (Republican),"Tighe, Thomas J.",0
PRECINCT 10,Lieutenant Governor (Democratic),"Flores, Lucy",0
PRECINCT 10,Lieutenant Governor (Democratic),"Kulkin, Harley Zane",0
PRECINCT 10,Lieutenant Governor (Democratic),None Of These Candidates,0
PRECINCT 10,Lieutenant Governor (Republican),"Dyer, Chris",0
PRECINCT 10,Lieutenant Governor (Republican),"Hutchison, Mark",0
PRECINCT 10,Lieutenant Governor (Republican),"Lowden, Sue",0
PRECINCT 10,Lieutenant Governor (Republican),None Of These Candidates,0
PRECINCT 10,School Board Trustee Seat 2A (Nonpartisan),"NEVIN, JEFFREY",0
PRECINCT 10,School Board Trustee Seat 2B (Nonpartisan),"FIELD, RONALD P.",0
PRECINCT 10,School Board Trustee Seat 2B (Nonpartisan),"FONZO, GABRIELLE",0
PRECINCT 10,School Board Trustee Seat 2B (Nonpartisan),"KERSHAW, BOB",0
PRECINCT 10,School Board Trustee Seat 2B (Nonpartisan),"MILLER, DAWN",0
PRECINCT 10,Sheriff (Nonpartisan),"ANTINORO, GERALD",0
PRECINCT 10,Sheriff (Nonpartisan),"GUTHRIE, TIM",0
PRECINCT 10,Sheriff (Nonpartisan),"MAHAN, SHAWN P.",0
PRECINCT 10,"State Assembly, District 39 (Republican)","REEDY, ROBIN",0
PRECINCT 10,"State Assembly, District 39 (Republican)","WHEELER, JIM",0
PRECINCT 10,State Controller (Republican),"Arlint, Cort R.",0
PRECINCT 10,State Controller (Republican),"Herr, Barry",0
PRECINCT 10,State Controller (Republican),"Knecht, Ron",0
PRECINCT 10,State Controller (Republican),None Of These Candidates,0
PRECINCT 10,"U.S. Representative in Congress, District 2 (Democratic)","Alm, Vance",0
PRECINCT 10,"U.S. Representative in Congress, District 2 (Democratic)","Dempsey, Brian",0
PRECINCT 10,"U.S. Representative in Congress, District 2 (Democratic)","Lee, Ed",0
PRECINCT 10,"U.S. Representative in Congress, District 2 (Democratic)","Spees, Kristen",0
PRECINCT 11,County Comm Dist. 2 (CW) (Republican),"MCGUFFEY, JACK",0
PRECINCT 11,County Comm Dist. 2 (CW) (Republican),"PURSEL, LOREN",2
PRECINCT 11,County Comm Dist. 2 (CW) (Republican),"SJOVANGEN, WILLIAM ""BILL""",1
PRECINCT 11,County Comm Dist. 2 (CW) (Republican),"SLABY, ROBERT",0
PRECINCT 11,"District Court Judge, District 1, Department 1 (Nonpartisan)","RUSSELL, JAMES TODD",3
PRECINCT 11,"District Court Judge, District 1, Department 2 (Nonpartisan)","WILSON, JIM",4
PRECINCT 11,Governor (Democratic),"Chang, Charles ""Charlie""",0
PRECINCT 11,Governor (Democratic),"Conquest, Frederick L.",0
PRECINCT 11,Governor (Democratic),"Frye, Stephen H.",0
PRECINCT 11,Governor (Democratic),"Goodman, Robert ""Bob""",0
PRECINCT 11,Governor (Democratic),"Hyepock, Chris",0
PRECINCT 11,Governor (Democratic),None Of These Candidates,0
PRECINCT 11,Governor (Democratic),"Rheinhart, Allen",0
PRECINCT 11,Governor (Democratic),"Rutledge, John",0
