precinct,office,candidate,votes
1001 - BOC,President,"BADNARIK, MICHAEL",7
1001 - BOC,President,"BUSH, GEORGE W.",469
1001 - BOC,President,"COBB, DAVID",3
1001 - BOC,President,"KERRY, JOHN F.",249
1001 - BOC,President,"NADER, RALPH",4
1001 - BOC,President,None Of These Candidates,2
1001 - BOC,President,"PEROUTKA, MICHAEL A.",2
1002 - BOC,President,"BADNARIK, MICHAEL",7
1002 - BOC,President,"BUSH, GEORGE W.",415
1002 - BOC,President,"COBB, DAVID",0
1002 - BOC,President,"KERRY, JOHN F.",238
1002 - BOC,President,"NADER, RALPH",5
1002 - BOC,President,None Of These Candidates,2
1002 - BOC,President,"PEROUTKA, MICHAEL A.",1
1003 - BOC,President,"BADNARIK, MICHAEL",4
1003 - BOC,President,"BUSH, GEORGE W.",716
1003 - BOC,President,"COBB, DAVID",1
1003 - BOC,President,"KERRY, JOHN F.",404
1003 - BOC,President,"NADER, RALPH",8
1003 - BOC,President,None Of These Candidates,10
1003 - BOC,President,"PEROUTKA, MICHAEL A.",2
1004 - BOC,President,"BADNARIK, MICHAEL",2
1004 - BOC,President,"BUSH, GEORGE W.",205
1004 - BOC,President,"COBB, DAVID",0
1004 - BOC,President,"KERRY, JOHN F.",196
1004 - BOC,President,"NADER, RALPH",6
1004 - BOC,President,None Of These Candidates,1
1004 - BOC,President,"PEROUTKA, MICHAEL A.",2
1005 - BOC,President,"BADNARIK, MICHAEL",2
1005 - BOC,President,"BUSH, GEORGE W.",397
1005 - BOC,President,"COBB, DAVID",2
1005 - BOC,President,"KERRY, JOHN F.",374
1005 - BOC,President,"NADER, RALPH",9
1005 - BOC,President,None Of These Candidates,2
1005 - BOC,President,"PEROUTKA, MICHAEL A.",4
1006 - BOC,President,"BADNARIK, MICHAEL",6
1006 - BOC,President,"BUSH, GEORGE W.",372
1006 - BOC,President,"COBB, DAVID",1
1006 - BOC,President,"KERRY, JOHN F.",294
1006 - BOC,President,"NADER, RALPH",6
1006 - BOC,President,None Of These Candidates,4
1006 - BOC,President,"PEROUTKA, MICHAEL A.",0
1007 - BOC,President,"BADNARIK, MICHAEL",6
1007 - BOC,President,"BUSH, GEORGE W.",476
1007 - BOC,President,"COBB, DAVID",0
1007 - BOC,President,"KERRY, JOHN F.",361
1007 - BOC,President,"NADER, RALPH",3
1007 - BOC,President,None Of These Candidates,7
1007 - BOC,President,"PEROUTKA, MICHAEL A.",2
1008 - BOC,President,"BADNARIK, MICHAEL",4
1008 - BOC,President,"BUSH, GEORGE W.",558
1008 - BOC,President,"COBB, DAVID",0
1008 - BOC,President,"KERRY, JOHN F.",342
1008 - BOC,President,"NADER, RALPH",9
1008 - BOC,President,None Of These Candidates,2
1008 - BOC,President,"PEROUTKA, MICHAEL A.",0
1009 - BOC,President,"BADNARIK, MICHAEL",2
1009 - BOC,President,"BUSH, GEORGE W.",541
1009 - BOC,President,"COBB, DAVID",0
1009 - BOC,President,"KERRY, JOHN F.",374
1009 - BOC,President,"NADER, RALPH",4
1009 - BOC,President,None Of These Candidates,3
1009 - BOC,President,"PEROUTKA, MICHAEL A.",1
1010 - BOC,President,"BADNARIK, MICHAEL",1
1010 - BOC,President,"BUSH, GEORGE W.",432
1010 - BOC,President,"COBB, DAVID",0
1010 - BOC,President,"KERRY, JOHN F.",242
1010 - BOC,President,"NADER, RALPH",5
1010 - BOC,President,None Of These Candidates,5
1010 - BOC,President,"PEROUTKA, MICHAEL A.",1
1017 - BUN,President,"BADNARIK, MICHAEL",0
1017 - BUN,President,"BUSH, GEORGE W.",257
1017 - BUN,President,"COBB, DAVID",0
1017 - BUN,President,"KERRY, JOHN F.",53
1017 - BUN,President,"NADER, RALPH",1
1017 - BUN,President,None Of These Candidates,2
1017 - BUN,President,"PEROUTKA, MICHAEL A.",0
1038 - County,President,"BADNARIK, MICHAEL",1
1038 - County,President,"BUSH, GEORGE W.",232
1038 - County,President,"COBB, DAVID",0
1038 - County,President,"KERRY, JOHN F.",131
1038 - County,President,"NADER, RALPH",0
1038 - County,President,None Of These Candidates,1
1038 - County,President,"PEROUTKA, MICHAEL A.",0
