precinct,office,candidate,votes
PRECINCT 1,County Commissioner District THREE (CW),"DIEDERICH, ED",220
PRECINCT 1,County Commissioner District THREE (CW),"KERSHAW, BOB",256
PRECINCT 1,County Commissioner District TWO (CW),"HESS, GREG",403
PRECINCT 1,President and Vice President of the United States,"BADNARIK, MICHAEL",5
PRECINCT 1,President and Vice President of the United States,"BUSH, GEORGE W.",305
PRECINCT 1,President and Vice President of the United States,"COBB, DAVID",0
PRECINCT 1,President and Vice President of the United States,"KERRY, JOHN F.",207
PRECINCT 1,President and Vice President of the United States,"NADER, RALPH",3
PRECINCT 1,President and Vice President of the United States,None Of These Candidates,3
PRECINCT 1,President and Vice President of the United States,"PEROUTKA, MICHAEL A.",2
PRECINCT 1,School Board Trustee Seat 1A,"SCHOUTEN, ESTHER U.",275
PRECINCT 1,School Board Trustee Seat 1A,"SEDDON, JANA V.",161
PRECINCT 1,"State Assembly, District 38","GOMEZ, DENNIS C.",26
PRECINCT 1,"State Assembly, District 38","Grady, Tom",268
PRECINCT 1,"State Assembly, District 38","JAMES, CATHYLEE",211
PRECINCT 1,"Supreme Court Justice, Seat A","HARDESTY, JIM",342
PRECINCT 1,"Supreme Court Justice, Seat A",None Of These Candidates,64
PRECINCT 1,"Supreme Court Justice, Seat A","STEEL, CYNTHIA ""DIANNE""",93
PRECINCT 1,"Supreme Court Justice, Seat E","MASON, JOHN E.",166
PRECINCT 1,"Supreme Court Justice, Seat E",None Of These Candidates,87
PRECINCT 1,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",232
PRECINCT 1,"Supreme Court Justice, Seat F","Douglas, Michael L.",205
PRECINCT 1,"Supreme Court Justice, Seat F","HANSEN, JOEL FR",130
PRECINCT 1,"Supreme Court Justice, Seat F",None Of These Candidates,134
PRECINCT 1,"U.S. Representative in Congress, District 2","COCHRAN, ANGIE G.",130
PRECINCT 1,"U.S. Representative in Congress, District 2","GIBBONS, JIM",344
PRECINCT 1,"U.S. Representative in Congress, District 2","HANSEN, JANINE",17
PRECINCT 1,"U.S. Representative in Congress, District 2","TRAINOR, BRENDAN J.",15
PRECINCT 1,United States Senator,"HURST, THOMAS L.",10
PRECINCT 1,United States Senator,"MARINCH, GARY",0
PRECINCT 1,United States Senator,None Of These Candidates,8
PRECINCT 1,United States Senator,"REID, HARRY",281
PRECINCT 1,United States Senator,"SCHUMANN, DAVID K.",4
PRECINCT 1,United States Senator,"ZISER, RICHARD",215
PRECINCT 10,County Commissioner District THREE (CW),"DIEDERICH, ED",0
PRECINCT 10,County Commissioner District THREE (CW),"KERSHAW, BOB",0
PRECINCT 10,County Commissioner District TWO (CW),"HESS, GREG",0
PRECINCT 10,President and Vice President of the United States,"BADNARIK, MICHAEL",0
PRECINCT 10,President and Vice President of the United States,"BUSH, GEORGE W.",0
PRECINCT 10,President and Vice President of the United States,"COBB, DAVID",0
PRECINCT 10,President and Vice President of the United States,"KERRY, JOHN F.",0
PRECINCT 10,President and Vice President of the United States,"NADER, RALPH",0
PRECINCT 10,President and Vice President of the United States,None Of These Candidates,0
PRECINCT 10,President and Vice President of the United States,"PEROUTKA, MICHAEL A.",0
PRECINCT 10,School Board Trustee Seat 1A,"SCHOUTEN, ESTHER U.",0
PRECINCT 10,School Board Trustee Seat 1A,"SEDDON, JANA V.",0
PRECINCT 10,"State Assembly, District 38","GOMEZ, DENNIS C.",0
PRECINCT 10,"State Assembly, District 38","Grady, Tom",0
PRECINCT 10,"State Assembly, District 38","JAMES, CATHYLEE",0
PRECINCT 10,"Supreme Court Justice, Seat A","HARDESTY, JIM",0
PRECINCT 10,"Supreme Court Justice, Seat A",None Of These Candidates,0
PRECINCT 10,"Supreme Court Justice, Seat A","STEEL, CYNTHIA ""DIANNE""",0
PRECINCT 10,"Supreme Court Justice, Seat E","MASON, JOHN E.",0
PRECINCT 10,"Supreme Court Justice, Seat E",None Of These Candidates,0
PRECINCT 10,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",0
PRECINCT 10,"Supreme Court Justice, Seat F","Douglas, Michael L.",0
PRECINCT 10,"Supreme Court Justice, Seat F","HANSEN, JOEL FR",0
PRECINCT 10,"Supreme Court Justice, Seat F",None Of These Candidates,0
PRECINCT 10,"U.S. Representative in Congress, District 2","COCHRAN, ANGIE G.",0
PRECINCT 10,"U.S. Representative in Congress, District 2","GIBBONS, JIM",0
PRECINCT 10,"U.S. Representative in Congress, District 2","HANSEN, JANINE",0
PRECINCT 10,"U.S. Representative in Congress, District 2","TRAINOR, BRENDAN J.",0
PRECINCT 10,United States Senator,"HURST, THOMAS L.",0
PRECINCT 10,United States Senator,"MARINCH, GARY",0
PRECINCT 10,United States Senator,None Of These Candidates,0
PRECINCT 10,United States Senator,"REID, HARRY",0
PRECINCT 10,United States Senator,"SCHUMANN, DAVID K.",0
PRECINCT 10,United States Senator,"ZISER, RICHARD",0
PRECINCT 11,County Commissioner District THREE (CW),"DIEDERICH, ED",
PRECINCT 11,County Commissioner District THREE (CW),"KERSHAW, BOB",
PRECINCT 11,County Commissioner District TWO (CW),"HESS, GREG",
PRECINCT 11,President and Vice President of the United States,"BADNARIK, MICHAEL",
PRECINCT 11,President and Vice President of the United States,"BUSH, GEORGE W.",
PRECINCT 11,President and Vice President of the United States,"COBB, DAVID",
PRECINCT 11,President and Vice President of the United States,"KERRY, JOHN F.",
PRECINCT 11,President and Vice President of the United States,"NADER, RALPH",
PRECINCT 11,President and Vice President of the United States,None Of These Candidates,
PRECINCT 11,President and Vice President of the United States,"PEROUTKA, MICHAEL A.",
PRECINCT 11,School Board Trustee Seat 1A,"SCHOUTEN, ESTHER U.",
PRECINCT 11,School Board Trustee Seat 1A,"SEDDON, JANA V.",
PRECINCT 11,"State Assembly, District 38","GOMEZ, DENNIS C.",
PRECINCT 11,"State Assembly, District 38","Grady, Tom",
PRECINCT 11,"State Assembly, District 38","JAMES, CATHYLEE",
PRECINCT 11,"Supreme Court Justice, Seat A","HARDESTY, JIM",
PRECINCT 11,"Supreme Court Justice, Seat A",None Of These Candidates,
PRECINCT 11,"Supreme Court Justice, Seat A","STEEL, CYNTHIA ""DIANNE""",
PRECINCT 11,"Supreme Court Justice, Seat E","MASON, JOHN E.",
PRECINCT 11,"Supreme Court Justice, Seat E",None Of These Candidates,
PRECINCT 11,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",
PRECINCT 11,"Supreme Court Justice, Seat F","Douglas, Michael L.",
PRECINCT 11,"Supreme Court Justice, Seat F","HANSEN, JOEL FR",
PRECINCT 11,"Supreme Court Justice, Seat F",None Of These Candidates,
PRECINCT 11,"U.S. Representative in Congress, District 2","COCHRAN, ANGIE G.",
PRECINCT 11,"U.S. Representative in Congress, District 2","GIBBONS, JIM",
PRECINCT 11,"U.S. Representative in Congress, District 2","HANSEN, JANINE",
PRECINCT 11,"U.S. Representative in Congress, District 2","TRAINOR, BRENDAN J.",
PRECINCT 11,United States Senator,"HURST, THOMAS L.",
PRECINCT 11,United States Senator,"MARINCH, GARY",
PRECINCT 11,United States Senator,None Of These Candidates,
PRECINCT 11,United States Senator,"REID, HARRY",
PRECINCT 11,United States Senator,"SCHUMANN, DAVID K.",
PRECINCT 11,United States Senator,"ZISER, RICHARD",
PRECINCT 12,County Commissioner District THREE (CW),"DIEDERICH, ED",0
PRECINCT 12,County Commissioner District THREE (CW),"KERSHAW, BOB",0
PRECINCT 12,County Commissioner District TWO (CW),"HESS, GREG",0
PRECINCT 12,President and Vice President of the United States,"BADNARIK, MICHAEL",0
PRECINCT 12,President and Vice President of the United States,"BUSH, GEORGE W.",0
PRECINCT 12,President and Vice President of the United States,"COBB, DAVID",0
PRECINCT 12,President and Vice President of the United States,"KERRY, JOHN F.",0
PRECINCT 12,President and Vice President of the United States,"NADER, RALPH",0
PRECINCT 12,President and Vice President of the United States,None Of These Candidates,0
PRECINCT 12,President and Vice President of the United States,"PEROUTKA, MICHAEL A.",0
PRECINCT 12,School Board Trustee Seat 1A,"SCHOUTEN, ESTHER U.",0
PRECINCT 12,School Board Trustee Seat 1A,"SEDDON, JANA V.",0
PRECINCT 12,"State Assembly, District 38","GOMEZ, DENNIS C.",0
PRECINCT 12,"State Assembly, District 38","Grady, Tom",0
PRECINCT 12,"State Assembly, District 38","JAMES, CATHYLEE",0
PRECINCT 12,"Supreme Court Justice, Seat A","HARDESTY, JIM",0
PRECINCT 12,"Supreme Court Justice, Seat A",None Of These Candidates,0
PRECINCT 12,"Supreme Court Justice, Seat A","STEEL, CYNTHIA ""DIANNE""",0
PRECINCT 12,"Supreme Court Justice, Seat E","MASON, JOHN E.",0
PRECINCT 12,"Supreme Court Justice, Seat E",None Of These Candidates,0
PRECINCT 12,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",0
PRECINCT 12,"Supreme Court Justice, Seat F","Douglas, Michael L.",0
PRECINCT 12,"Supreme Court Justice, Seat F","HANSEN, JOEL FR",0
PRECINCT 12,"Supreme Court Justice, Seat F",None Of These Candidates,0
PRECINCT 12,"U.S. Representative in Congress, District 2","COCHRAN, ANGIE G.",0
PRECINCT 12,"U.S. Representative in Congress, District 2","GIBBONS, JIM",0
PRECINCT 12,"U.S. Representative in Congress, District 2","HANSEN, JANINE",0
PRECINCT 12,"U.S. Representative in Congress, District 2","TRAINOR, BRENDAN J.",0
PRECINCT 12,United States Senator,"HURST, THOMAS L.",0
PRECINCT 12,United States Senator,"MARINCH, GARY",0
PRECINCT 12,United States Senator,None Of These Candidates,0
PRECINCT 12,United States Senator,"REID, HARRY",0
PRECINCT 12,United States Senator,"SCHUMANN, DAVID K.",0
PRECINCT 12,United States Senator,"ZISER, RICHARD",0
PRECINCT 13,County Commissioner District THREE (CW),"DIEDERICH, ED",0
PRECINCT 13,County Commissioner District THREE (CW),"KERSHAW, BOB",0
PRECINCT 13,County Commissioner District TWO (CW),"HESS, GREG",0
PRECINCT 13,President and Vice President of the United States,"BADNARIK, MICHAEL",0
PRECINCT 13,President and Vice President of the United States,"BUSH, GEORGE W.",0
PRECINCT 13,President and Vice President of the United States,"COBB, DAVID",0
PRECINCT 13,President and Vice President of the United States,"KERRY, JOHN F.",0
PRECINCT 13,President and Vice President of the United States,"NADER, RALPH",0
PRECINCT 13,President and Vice President of the United States,None Of These Candidates,0
PRECINCT 13,President and Vice President of the United States,"PEROUTKA, MICHAEL A.",0
PRECINCT 13,School Board Trustee Seat 1A,"SCHOUTEN, ESTHER U.",0
PRECINCT 13,School Board Trustee Seat 1A,"SEDDON, JANA V.",0
PRECINCT 13,"State Assembly, District 38","GOMEZ, DENNIS C.",0
PRECINCT 13,"State Assembly, District 38","Grady, Tom",0
PRECINCT 13,"State Assembly, District 38","JAMES, CATHYLEE",0
PRECINCT 13,"Supreme Court Justice, Seat A","HARDESTY, JIM",0
PRECINCT 13,"Supreme Court Justice, Seat A",None Of These Candidates,0
PRECINCT 13,"Supreme Court Justice, Seat A","STEEL, CYNTHIA ""DIANNE""",0
PRECINCT 13,"Supreme Court Justice, Seat E","MASON, JOHN E.",0
PRECINCT 13,"Supreme Court Justice, Seat E",None Of These Candidates,0
PRECINCT 13,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",0
PRECINCT 13,"Supreme Court Justice, Seat F","Douglas, Michael L.",0
PRECINCT 13,"Supreme Court Justice, Seat F","HANSEN, JOEL FR",0
PRECINCT 13,"Supreme Court Justice, Seat F",None Of These Candidates,0
PRECINCT 13,"U.S. Representative in Congress, District 2","COCHRAN, ANGIE G.",0
PRECINCT 13,"U.S. Representative in Congress, District 2","GIBBONS, JIM",0
PRECINCT 13,"U.S. Representative in Congress, District 2","HANSEN, JANINE",0
PRECINCT 13,"U.S. Representative in Congress, District 2","TRAINOR, BRENDAN J.",0
PRECINCT 13,United States Senator,"HURST, THOMAS L.",0
PRECINCT 13,United States Senator,"MARINCH, GARY",0
PRECINCT 13,United States Senator,None Of These Candidates,0
PRECINCT 13,United States Senator,"REID, HARRY",0
PRECINCT 13,United States Senator,"SCHUMANN, DAVID K.",0
PRECINCT 13,United States Senator,"ZISER, RICHARD",0
PRECINCT 14,County Commissioner District THREE (CW),"DIEDERICH, ED",0
PRECINCT 14,County Commissioner District THREE (CW),"KERSHAW, BOB",0
PRECINCT 14,County Commissioner District TWO (CW),"HESS, GREG",0
PRECINCT 14,President and Vice President of the United States,"BADNARIK, MICHAEL",0
