precinct,office,candidate,votes
Precinct 1,County Commissioner District 1 (CW),"NANNINI, MIKE",300
Precinct 1,County Commissioner District 3 (CW),"ELLISON, JOHN",314
Precinct 1,County Commissioner District 3 (CW),"JEFFERSON, DOROTHY",72
Precinct 1,County Commissioner District 5 (CW),"RUSSELL, WARREN",284
Precinct 1,County Commissioner District 5 (CW),"SMITH, MICHAEL L.",96
Precinct 1,ELKO CIVIC AUD BD SEAT A,"LLOYD, NOLAN",186
Precinct 1,ELKO CIVIC AUD BD SEAT A,"MORFIN, GARY H.",170
Precinct 1,ELKO CIVIC AUD BD SEAT C,"COLLETT, JOHN L.",177
Precinct 1,ELKO CIVIC AUD BD SEAT C,"HUCKABY, DAVID R.",182
Precinct 1,ELKO TV Seat E,"BANGEN, MICHAEL H.",154
Precinct 1,ELKO TV Seat E,"HANCE, BILL",182
Precinct 1,President,"BADNARIK, MICHAEL",0
Precinct 1,President,"BUSH, GEORGE W.",318
Precinct 1,President,"COBB, DAVID",1
Precinct 1,President,"KERRY, JOHN F.",86
Precinct 1,President,"NADER, RALPH",4
Precinct 1,President,None Of These Candidates,5
Precinct 1,President,"PEROUTKA, MICHAEL A.",0
Precinct 1,School Board Trustee District 3 -AL,"KERR, ANNETTE",203
Precinct 1,School Board Trustee District 3 -AL,"WILLIAMS, JERRY",168
Precinct 1,School Board Trustee District 4 -AL,"FOBES, GORDON L.",151
Precinct 1,School Board Trustee District 4 -AL,"WILKERSON, BILL",209
Precinct 1,School Board Trustee District 7 -AL,"BASANEZ, LOUISE",199
Precinct 1,School Board Trustee District 7 -AL,"POLISH, MARY AN",163
Precinct 1,"State Assembly, District 33","CARPENTER, JOHN C.",313
Precinct 1,"State Senate, Rural Senatorial District","JEFFERSON, THOMAS",75
Precinct 1,"State Senate, Rural Senatorial District","RHOADS, DEAN A.",304
Precinct 1,"Supreme Court Justice, Seat A","HARDESTY, JIM",222
Precinct 1,"Supreme Court Justice, Seat A",None Of These Candidates,68
Precinct 1,"Supreme Court Justice, Seat A","STEEL, CYNTHIA ""DIANNE""",100
Precinct 1,"Supreme Court Justice, Seat E","MASON, JOHN E.",155
Precinct 1,"Supreme Court Justice, Seat E",None Of These Candidates,76
Precinct 1,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",149
Precinct 1,"Supreme Court Justice, Seat F","Douglas, Michael L.",161
Precinct 1,"Supreme Court Justice, Seat F","HANSEN, JOEL FR",116
Precinct 1,"Supreme Court Justice, Seat F",None Of These Candidates,100
Precinct 1,"U.S. Representative in Congress, District 2","COCHRAN, ANGIE G.",69
Precinct 1,"U.S. Representative in Congress, District 2","GIBBONS, JIM",306
Precinct 1,"U.S. Representative in Congress, District 2","HANSEN, JANINE",18
Precinct 1,"U.S. Representative in Congress, District 2","TRAINOR, BRENDAN J.",4
Precinct 1,U.S. Senate,"HURST, THOMAS L.",9
Precinct 1,U.S. Senate,"MARINCH, GARY",6
Precinct 1,U.S. Senate,None Of These Candidates,18
Precinct 1,U.S. Senate,"REID, HARRY",187
Precinct 1,U.S. Senate,"SCHUMANN, DAVID K.",6
Precinct 1,U.S. Senate,"ZISER, RICHARD",170
Precinct 1,"University Board of Regents, District 8","AIAZZI, STAN",171
Precinct 1,"University Board of Regents, District 8","GALLAGHER, DOROTHY S.",206
Precinct 10,County Commissioner District 1 (CW),"NANNINI, MIKE",432
Precinct 10,County Commissioner District 3 (CW),"ELLISON, JOHN",431
Precinct 10,County Commissioner District 3 (CW),"JEFFERSON, DOROTHY",129
