precinct,office,candidate,votes
East Mason Valley 1,County Commissioner District I (CW),"MILZ, BOB",346
East Mason Valley 1,County Commissioner District I (CW),"REID, HOWARD P.",210
East Mason Valley 1,County Commissioner District III (CW),"DALTON, STEVEN J.",173
East Mason Valley 1,County Commissioner District III (CW),"TIBBALS, DON H.",382
East Mason Valley 1,County Commissioner District IV (CW),"GOODMAN, LeROY",444
East Mason Valley 1,LYON COUNTY School Dist Trustee Dist V,"THOMPSON, CLIFFORD A.",239
East Mason Valley 1,LYON COUNTY School Dist Trustee Dist V,"WILLISS, MAUREEN",274
East Mason Valley 1,LYON COUNTY School Dist Trustee Dist VII,"COLLETTA, RUSSELL L.",353
East Mason Valley 1,LYON COUNTY School Dist Trustee Dist VII,"POMMERENING, DAN",167
East Mason Valley 1,President and Vice President of the United States,"BADNARIK, MICHAEL",2
East Mason Valley 1,President and Vice President of the United States,"BUSH, GEORGE W.",379
East Mason Valley 1,President and Vice President of the United States,"COBB, DAVID",2
East Mason Valley 1,President and Vice President of the United States,"KERRY, JOHN F.",176
East Mason Valley 1,President and Vice President of the United States,"NADER, RALPH",9
East Mason Valley 1,President and Vice President of the United States,None Of These Candidates,6
East Mason Valley 1,President and Vice President of the United States,"PEROUTKA, MICHAEL A.",2
East Mason Valley 1,"State Assembly, District 38","GOMEZ, DENNIS C.",26
East Mason Valley 1,"State Assembly, District 38","Grady, Tom",352
East Mason Valley 1,"State Assembly, District 38","JAMES, CATHYLEE",178
East Mason Valley 1,"Supreme Court Justice, Seat A","HARDESTY, JIM",377
East Mason Valley 1,"Supreme Court Justice, Seat A",None Of These Candidates,58
East Mason Valley 1,"Supreme Court Justice, Seat A","STEEL, CYNTHIA ""DIANNE""",118
East Mason Valley 1,"Supreme Court Justice, Seat E","MASON, JOHN E.",148
East Mason Valley 1,"Supreme Court Justice, Seat E",None Of These Candidates,66
East Mason Valley 1,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",334
East Mason Valley 1,"Supreme Court Justice, Seat F","Douglas, Michael L.",260
East Mason Valley 1,"Supreme Court Justice, Seat F","HANSEN, JOEL FR",139
East Mason Valley 1,"Supreme Court Justice, Seat F",None Of These Candidates,135
East Mason Valley 1,"U.S. Representative in Congress, District 2","COCHRAN, ANGIE G.",117
East Mason Valley 1,"U.S. Representative in Congress, District 2","GIBBONS, JIM",403
East Mason Valley 1,"U.S. Representative in Congress, District 2","HANSEN, JANINE",29
East Mason Valley 1,"U.S. Representative in Congress, District 2","TRAINOR, BRENDAN J.",9
East Mason Valley 1,United States Senator,"HURST, THOMAS L.",6
East Mason Valley 1,United States Senator,"MARINCH, GARY",2
East Mason Valley 1,United States Senator,None Of These Candidates,19
East Mason Valley 1,United States Senator,"REID, HARRY",238
East Mason Valley 1,United States Senator,"SCHUMANN, DAVID K.",14
East Mason Valley 1,United States Senator,"ZISER, RICHARD",285
East Mason Valley 2,County Commissioner District I (CW),"MILZ, BOB",389
East Mason Valley 2,County Commissioner District I (CW),"REID, HOWARD P.",203
East Mason Valley 2,County Commissioner District III (CW),"DALTON, STEVEN J.",168
East Mason Valley 2,County Commissioner District III (CW),"TIBBALS, DON H.",432
East Mason Valley 2,County Commissioner District IV (CW),"GOODMAN, LeROY",498
East Mason Valley 2,LYON COUNTY School Dist Trustee Dist V,"THOMPSON, CLIFFORD A.",306
East Mason Valley 2,LYON COUNTY School Dist Trustee Dist V,"WILLISS, MAUREEN",258
East Mason Valley 2,LYON COUNTY School Dist Trustee Dist VII,"COLLETTA, RUSSELL L.",364
East Mason Valley 2,LYON COUNTY School Dist Trustee Dist VII,"POMMERENING, DAN",205
East Mason Valley 2,President and Vice President of the United States,"BADNARIK, MICHAEL",1
East Mason Valley 2,President and Vice President of the United States,"BUSH, GEORGE W.",445
East Mason Valley 2,President and Vice President of the United States,"COBB, DAVID",3
East Mason Valley 2,President and Vice President of the United States,"KERRY, JOHN F.",161
East Mason Valley 2,President and Vice President of the United States,"NADER, RALPH",3
East Mason Valley 2,President and Vice President of the United States,None Of These Candidates,4
East Mason Valley 2,President and Vice President of the United States,"PEROUTKA, MICHAEL A.",4
East Mason Valley 2,"State Assembly, District 38","GOMEZ, DENNIS C.",19
East Mason Valley 2,"State Assembly, District 38","Grady, Tom",422
East Mason Valley 2,"State Assembly, District 38","JAMES, CATHYLEE",161
East Mason Valley 2,"Supreme Court Justice, Seat A","HARDESTY, JIM",409
East Mason Valley 2,"Supreme Court Justice, Seat A",None Of These Candidates,58
East Mason Valley 2,"Supreme Court Justice, Seat A","STEEL, CYNTHIA ""DIANNE""",132
East Mason Valley 2,"Supreme Court Justice, Seat E","MASON, JOHN E.",205
East Mason Valley 2,"Supreme Court Justice, Seat E",None Of These Candidates,71
East Mason Valley 2,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",321
East Mason Valley 2,"Supreme Court Justice, Seat F","Douglas, Michael L.",230
East Mason Valley 2,"Supreme Court Justice, Seat F","HANSEN, JOEL FR",196
East Mason Valley 2,"Supreme Court Justice, Seat F",None Of These Candidates,160
East Mason Valley 2,"U.S. Representative in Congress, District 2","COCHRAN, ANGIE G.",104
East Mason Valley 2,"U.S. Representative in Congress, District 2","GIBBONS, JIM",456
East Mason Valley 2,"U.S. Representative in Congress, District 2","HANSEN, JANINE",42
East Mason Valley 2,"U.S. Representative in Congress, District 2","TRAINOR, BRENDAN J.",7
East Mason Valley 2,United States Senator,"HURST, THOMAS L.",7
East Mason Valley 2,United States Senator,"MARINCH, GARY",3
East Mason Valley 2,United States Senator,None Of These Candidates,15
East Mason Valley 2,United States Senator,"REID, HARRY",234
East Mason Valley 2,United States Senator,"SCHUMANN, DAVID K.",9
