precinct,office,candidate,votes
Precinct 1,County Commissioner Seat A,"FOWLERO, EDWARD",213
Precinct 1,County Commissioner Seat A,"WALLIS, JACKIE L.",293
Precinct 1,County Commissioner Seat B,"BRYANT, RICHARD D.",265
Precinct 1,County Commissioner Seat B,"WOFFORD, R. KE",236
Precinct 1,MINERAL COUNTY School Trustee,"CHASE, KENNETH W.",267
Precinct 1,MINERAL COUNTY School Trustee,"HAAK, BONNIE",293
Precinct 1,MINERAL COUNTY School Trustee,"HAMREY, TAMMY",212
Precinct 1,MINERAL COUNTY School Trustee,"ISOM, RICK",208
Precinct 1,MINERAL COUNTY School Trustee,"NIXON, MARK",207
Precinct 1,MINERAL COUNTY School Trustee,"SCHUMANN, RICK",259
Precinct 1,President,"BADNARIK, MICHAEL",1
Precinct 1,President,"BUSH, GEORGE W.",334
Precinct 1,President,"COBB, DAVID",0
Precinct 1,President,"KERRY, JOHN F.",168
Precinct 1,President,"NADER, RALPH",6
Precinct 1,President,None Of These Candidates,3
Precinct 1,President,"PEROUTKA, MICHAEL A.",0
Precinct 1,"State Assembly, District 36","HOLMGREN, JACKIE A.",154
Precinct 1,"State Assembly, District 36","SHERERH, RODERICK ""R",325
Precinct 1,"State Senate, Central Senatorial District","GREENWELL, KENNETH E.",27
Precinct 1,"State Senate, Central Senatorial District","McGINNESS, MIKE",373
Precinct 1,"State Senate, Central Senatorial District","WARMAN, FREDDIE L.",102
Precinct 1,"Supreme Court Justice, Seat A","HARDESTY, JIM",273
Precinct 1,"Supreme Court Justice, Seat A",None Of These Candidates,78
Precinct 1,"Supreme Court Justice, Seat A","STEEL, CYNTHIA ""DIANNE""",142
Precinct 1,"Supreme Court Justice, Seat E","MASON, JOHN E.",127
Precinct 1,"Supreme Court Justice, Seat E",None Of These Candidates,81
Precinct 1,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",283
Precinct 1,"Supreme Court Justice, Seat F","Douglas, Michael L.",199
Precinct 1,"Supreme Court Justice, Seat F","HANSEN, JOEL FR",156
Precinct 1,"Supreme Court Justice, Seat F",None Of These Candidates,133
Precinct 1,"U.S. Representative in Congress, District 2","COCHRAN, ANGIE G.",107
Precinct 1,"U.S. Representative in Congress, District 2","GIBBONS, JIM",370
Precinct 1,"U.S. Representative in Congress, District 2","HANSEN, JANINE",21
Precinct 1,"U.S. Representative in Congress, District 2","TRAINOR, BRENDAN J.",6
Precinct 1,U.S. Senate,"HURST, THOMAS L.",4
Precinct 1,U.S. Senate,"MARINCH, GARY",1
Precinct 1,U.S. Senate,None Of These Candidates,8
Precinct 1,U.S. Senate,"REID, HARRY",347
Precinct 1,U.S. Senate,"SCHUMANN, DAVID K.",12
Precinct 1,U.S. Senate,"ZISER, RICHARD",128
Precinct 1,"University Board of Regents, District  8","AIAZZI, STAN",191
Precinct 1,"University Board of Regents, District  8","GALLAGHER, DOROTHY S.",258
Precinct 10,County Commissioner Seat A,"FOWLERO, EDWARD",
Precinct 10,County Commissioner Seat A,"WALLIS, JACKIE L.",
Precinct 10,County Commissioner Seat B,"BRYANT, RICHARD D.",
Precinct 10,County Commissioner Seat B,"WOFFORD, R. KE",
Precinct 10,President,"BADNARIK, MICHAEL",
Precinct 10,President,"BUSH, GEORGE W.",
Precinct 10,President,"COBB, DAVID",
Precinct 10,President,"KERRY, JOHN F.",
Precinct 10,President,"NADER, RALPH",
Precinct 10,President,None Of These Candidates,
Precinct 10,President,"PEROUTKA, MICHAEL A.",
Precinct 10,"State Assembly, District 36","HOLMGREN, JACKIE A.",
