precinct,office,candidate,votes
PRECINCT 1,County Commissioner Seat A,"BLOYED, DARIN",322
PRECINCT 1,County Commissioner Seat A,"GOKEYO, MELVIN",263
PRECINCT 1,County Commissioner Seat B,"AYOOB, DAVE",386
PRECINCT 1,County Commissioner Seat B,"SHULTZ, BARRY G.",213
PRECINCT 1,"Hospital Board of Trustees, Seat A","LUKE, BRUCE",180
PRECINCT 1,"Hospital Board of Trustees, Seat A","WAGNER, RICHARD CA",416
PRECINCT 1,"Hospital Board of Trustees, Seat C","CATO, KURT",352
PRECINCT 1,"Hospital Board of Trustees, Seat C","HUGHES, QUINT E.",225
PRECINCT 1,President,"BADNARIK, MICHAEL",2
PRECINCT 1,President,"BUSH, GEORGE W.",458
PRECINCT 1,President,"COBB, DAVID",0
PRECINCT 1,President,"KERRY, JOHN F.",152
PRECINCT 1,President,"NADER, RALPH",6
PRECINCT 1,President,None Of These Candidates,3
PRECINCT 1,President,"PEROUTKA, MICHAEL A.",0
PRECINCT 1,School District Board of Trustees Seat A,"ARNOLD, BRAD E.",291
PRECINCT 1,School District Board of Trustees Seat A,"HUDSON, SHAYLA",306
PRECINCT 1,"State Assembly, District 35","DeBRAGA, MARCIA",276
PRECINCT 1,"State Assembly, District 35","GOICOECHEA, PETE",323
PRECINCT 1,"State Assembly, District 35","TRACY, LINWOOD E. ""JR.""",7
PRECINCT 1,"State Senate, Rural Senatorial District","JEFFERSON, THOMAS",97
PRECINCT 1,"State Senate, Rural Senatorial District","RHOADS, DEAN A.",497
PRECINCT 1,"Supreme Court Justice, Seat A","HARDESTY, JIM",377
PRECINCT 1,"Supreme Court Justice, Seat A",None Of These Candidates,95
PRECINCT 1,"Supreme Court Justice, Seat A","STEEL, CYNTHIA ""DIANNE""",131
PRECINCT 1,"Supreme Court Justice, Seat E","MASON, JOHN E.",197
PRECINCT 1,"Supreme Court Justice, Seat E",None Of These Candidates,106
PRECINCT 1,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",298
PRECINCT 1,"Supreme Court Justice, Seat F","Douglas, Michael L.",211
PRECINCT 1,"Supreme Court Justice, Seat F","HANSEN, JOEL FR",199
PRECINCT 1,"Supreme Court Justice, Seat F",None Of These Candidates,183
PRECINCT 1,"U.S. Representative in Congress, District 2","COCHRAN, ANGIE G.",87
PRECINCT 1,"U.S. Representative in Congress, District 2","GIBBONS, JIM",486
PRECINCT 1,"U.S. Representative in Congress, District 2","HANSEN, JANINE",26
PRECINCT 1,"U.S. Representative in Congress, District 2","TRAINOR, BRENDAN J.",6
PRECINCT 1,U.S. Senate,"HURST, THOMAS L.",8
PRECINCT 1,U.S. Senate,"MARINCH, GARY",1
PRECINCT 1,U.S. Senate,None Of These Candidates,15
PRECINCT 1,U.S. Senate,"REID, HARRY",300
PRECINCT 1,U.S. Senate,"SCHUMANN, DAVID K.",6
PRECINCT 1,U.S. Senate,"ZISER, RICHARD",283
PRECINCT 1,"University Board of Regents, District  8","AIAZZI, STAN",265
PRECINCT 1,"University Board of Regents, District  8","GALLAGHER, DOROTHY S.",283
PRECINCT 2,County Commissioner Seat A,"BLOYED, DARIN",131
PRECINCT 2,County Commissioner Seat A,"GOKEYO, MELVIN",101
PRECINCT 2,County Commissioner Seat B,"AYOOB, DAVE",170
PRECINCT 2,County Commissioner Seat B,"SHULTZ, BARRY G.",66
PRECINCT 2,"Hospital Board of Trustees, Seat A","LUKE, BRUCE",66
PRECINCT 2,"Hospital Board of Trustees, Seat A","WAGNER, RICHARD CA",169
PRECINCT 2,"Hospital Board of Trustees, Seat C","CATO, KURT",149
PRECINCT 2,"Hospital Board of Trustees, Seat C","HUGHES, QUINT E.",75
PRECINCT 2,President,"BADNARIK, MICHAEL",1
PRECINCT 2,President,"BUSH, GEORGE W.",151
PRECINCT 2,President,"COBB, DAVID",0
PRECINCT 2,President,"KERRY, JOHN F.",89
PRECINCT 2,President,"NADER, RALPH",2
PRECINCT 2,President,None Of These Candidates,1
PRECINCT 2,President,"PEROUTKA, MICHAEL A.",0
PRECINCT 2,School District Board of Trustees Seat A,"ARNOLD, BRAD E.",108
PRECINCT 2,School District Board of Trustees Seat A,"HUDSON, SHAYLA",120
PRECINCT 2,"State Assembly, District 35","DeBRAGA, MARCIA",129
PRECINCT 2,"State Assembly, District 35","GOICOECHEA, PETE",103
PRECINCT 2,"State Assembly, District 35","TRACY, LINWOOD E. ""JR.""",4
PRECINCT 2,"State Senate, Rural Senatorial District","JEFFERSON, THOMAS",40
PRECINCT 2,"State Senate, Rural Senatorial District","RHOADS, DEAN A.",182
PRECINCT 2,"Supreme Court Justice, Seat A","HARDESTY, JIM",143
PRECINCT 2,"Supreme Court Justice, Seat A",None Of These Candidates,36
PRECINCT 2,"Supreme Court Justice, Seat A","STEEL, CYNTHIA ""DIANNE""",52
PRECINCT 2,"Supreme Court Justice, Seat E","MASON, JOHN E.",77
PRECINCT 2,"Supreme Court Justice, Seat E",None Of These Candidates,35
PRECINCT 2,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",121
PRECINCT 2,"Supreme Court Justice, Seat F","Douglas, Michael L.",98
PRECINCT 2,"Supreme Court Justice, Seat F","HANSEN, JOEL FR",60
