precinct,office,candidate,votes
Argenta 01,County Commissioner District 1 (CW),"STIENMETZ, STEVEN",233
Argenta 01,County Commissioner District 1 (CW),"SULLIVAN, EUGENE L.",121
Argenta 01,President and Vice President of the United States,"BADNARIK, MICHAEL",1
Argenta 01,President and Vice President of the United States,"BUSH, GEORGE W.",271
Argenta 01,President and Vice President of the United States,"COBB, DAVID",0
Argenta 01,President and Vice President of the United States,"KERRY, JOHN F.",90
Argenta 01,President and Vice President of the United States,"NADER, RALPH",4
Argenta 01,President and Vice President of the United States,None Of These Candidates,3
Argenta 01,President and Vice President of the United States,"PEROUTKA, MICHAEL A.",0
Argenta 01,"State Assembly, District 32","MARVEL, JOHN",302
Argenta 01,"State Assembly, District 32","MORROW, JOAN",66
Argenta 01,"State Senate, Rural Senatorial District","JEFFERSON, THOMAS",58
Argenta 01,"State Senate, Rural Senatorial District","RHOADS, DEAN A.",295
Argenta 01,"Supreme Court Justice, Seat A","HARDESTY, JIM",199
Argenta 01,"Supreme Court Justice, Seat A",None Of These Candidates,50
Argenta 01,"Supreme Court Justice, Seat A","STEEL, CYNTHIA ""DIANNE""",106
Argenta 01,"Supreme Court Justice, Seat E","MASON, JOHN E.",149
Argenta 01,"Supreme Court Justice, Seat E",None Of These Candidates,63
Argenta 01,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",145
Argenta 01,"Supreme Court Justice, Seat F","Douglas, Michael L.",142
Argenta 01,"Supreme Court Justice, Seat F","HANSEN, JOEL FR",109
Argenta 01,"Supreme Court Justice, Seat F",None Of These Candidates,94
Argenta 01,"U.S. Representative in Congress, District 2","COCHRAN, ANGIE G.",47
Argenta 01,"U.S. Representative in Congress, District 2","GIBBONS, JIM",294
Argenta 01,"U.S. Representative in Congress, District 2","HANSEN, JANINE",19
Argenta 01,"U.S. Representative in Congress, District 2","TRAINOR, BRENDAN J.",4
Argenta 01,United States Senator,"HURST, THOMAS L.",3
Argenta 01,United States Senator,"MARINCH, GARY",1
Argenta 01,United States Senator,None Of These Candidates,12
Argenta 01,United States Senator,"REID, HARRY",185
Argenta 01,United States Senator,"SCHUMANN, DAVID K.",5
Argenta 01,United States Senator,"ZISER, RICHARD",162
Argenta 01,"University Board of Regents, District  8","AIAZZI, STAN",124
Argenta 01,"University Board of Regents, District  8","GALLAGHER, DOROTHY S.",211
Argenta 02,County Commissioner District 1 (CW),"STIENMETZ, STEVEN",242
Argenta 02,County Commissioner District 1 (CW),"SULLIVAN, EUGENE L.",146
Argenta 02,President and Vice President of the United States,"BADNARIK, MICHAEL",0
Argenta 02,President and Vice President of the United States,"BUSH, GEORGE W.",314
Argenta 02,President and Vice President of the United States,"COBB, DAVID",0
Argenta 02,President and Vice President of the United States,"KERRY, JOHN F.",84
Argenta 02,President and Vice President of the United States,"NADER, RALPH",2
Argenta 02,President and Vice President of the United States,None Of These Candidates,5
Argenta 02,President and Vice President of the United States,"PEROUTKA, MICHAEL A.",0
Argenta 02,"State Assembly, District 32","MARVEL, JOHN",322
Argenta 02,"State Assembly, District 32","MORROW, JOAN",68
Argenta 02,"State Senate, Rural Senatorial District","JEFFERSON, THOMAS",79
Argenta 02,"State Senate, Rural Senatorial District","RHOADS, DEAN A.",303
Argenta 02,"Supreme Court Justice, Seat A","HARDESTY, JIM",207
Argenta 02,"Supreme Court Justice, Seat A",None Of These Candidates,67
Argenta 02,"Supreme Court Justice, Seat A","STEEL, CYNTHIA ""DIANNE""",108
