precinct,office,candidate,votes
Precinct 1,President,"BADNARIK, MICHAEL",1
Precinct 1,President,"BUSH, GEORGE W.",149
Precinct 1,President,"COBB, DAVID",0
Precinct 1,President,"KERRY, JOHN F.",48
Precinct 1,President,"NADER, RALPH",2
Precinct 1,President,None Of These Candidates,1
Precinct 1,President,"PEROUTKA, MICHAEL A.",3
Precinct 1,"State Assembly, District 36","HOLMGREN, JACKIE A.",49
Precinct 1,"State Assembly, District 36","SHERERH, RODERICK ""R",140
Precinct 1,"State Senate, Central Senatorial District","GREENWELL, KENNETH E.",18
Precinct 1,"State Senate, Central Senatorial District","McGINNESS, MIKE",143
Precinct 1,"State Senate, Central Senatorial District","WARMAN, FREDDIE L.",34
Precinct 1,"Supreme Court Justice, Seat A","HARDESTY, JIM",82
Precinct 1,"Supreme Court Justice, Seat A",None Of These Candidates,42
Precinct 1,"Supreme Court Justice, Seat A","STEEL, CYNTHIA ""DIANNE""",70
Precinct 1,"Supreme Court Justice, Seat E","MASON, JOHN E.",43
Precinct 1,"Supreme Court Justice, Seat E",None Of These Candidates,36
Precinct 1,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",114
Precinct 1,"Supreme Court Justice, Seat F","Douglas, Michael L.",64
Precinct 1,"Supreme Court Justice, Seat F","HANSEN, JOEL FR",60
Precinct 1,"Supreme Court Justice, Seat F",None Of These Candidates,60
Precinct 1,"U.S. Representative in Congress, District 2","COCHRAN, ANGIE G.",40
Precinct 1,"U.S. Representative in Congress, District 2","GIBBONS, JIM",144
Precinct 1,"U.S. Representative in Congress, District 2","HANSEN, JANINE",11
Precinct 1,"U.S. Representative in Congress, District 2","TRAINOR, BRENDAN J.",4
Precinct 1,U.S. Senate,"HURST, THOMAS L.",3
Precinct 1,U.S. Senate,"MARINCH, GARY",2
Precinct 1,U.S. Senate,None Of These Candidates,7
Precinct 1,U.S. Senate,"REID, HARRY",70
Precinct 1,U.S. Senate,"SCHUMANN, DAVID K.",5
Precinct 1,U.S. Senate,"ZISER, RICHARD",113
Precinct 1,"University Board of Regents, District 8","AIAZZI, STAN",48
Precinct 1,"University Board of Regents, District 8","GALLAGHER, DOROTHY S.",121
Precinct 2,County Commissioner District 2,"BOLAND, NANCY",56
Precinct 2,County Commissioner District 2,"VILJOEN, BENJAMIN J. ""III""",51
Precinct 2,President,"BADNARIK, MICHAEL",2
Precinct 2,President,"BUSH, GEORGE W.",83
Precinct 2,President,"COBB, DAVID",1
Precinct 2,President,"KERRY, JOHN F.",16
Precinct 2,President,"NADER, RALPH",2
Precinct 2,President,None Of These Candidates,0
Precinct 2,President,"PEROUTKA, MICHAEL A.",1
Precinct 2,"State Assembly, District 36","HOLMGREN, JACKIE A.",32
Precinct 2,"State Assembly, District 36","SHERERH, RODERICK ""R",67
Precinct 2,"State Senate, Central Senatorial District","GREENWELL, KENNETH E.",12
Precinct 2,"State Senate, Central Senatorial District","McGINNESS, MIKE",78
Precinct 2,"State Senate, Central Senatorial District","WARMAN, FREDDIE L.",13
Precinct 2,"Supreme Court Justice, Seat A","HARDESTY, JIM",39
Precinct 2,"Supreme Court Justice, Seat A",None Of These Candidates,28
Precinct 2,"Supreme Court Justice, Seat A","STEEL, CYNTHIA ""DIANNE""",33
Precinct 2,"Supreme Court Justice, Seat E","MASON, JOHN E.",26
Precinct 2,"Supreme Court Justice, Seat E",None Of These Candidates,32
Precinct 2,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",42
Precinct 2,"Supreme Court Justice, Seat F","Douglas, Michael L.",38
Precinct 2,"Supreme Court Justice, Seat F","HANSEN, JOEL FR",28
Precinct 2,"Supreme Court Justice, Seat F",None Of These Candidates,35
Precinct 2,"U.S. Representative in Congress, District 2","COCHRAN, ANGIE G.",12
Precinct 2,"U.S. Representative in Congress, District 2","GIBBONS, JIM",76
Precinct 2,"U.S. Representative in Congress, District 2","HANSEN, JANINE",12
Precinct 2,"U.S. Representative in Congress, District 2","TRAINOR, BRENDAN J.",3
Precinct 2,U.S. Senate,"HURST, THOMAS L.",7
Precinct 2,U.S. Senate,"MARINCH, GARY",0
Precinct 2,U.S. Senate,None Of These Candidates,5
Precinct 2,U.S. Senate,"REID, HARRY",32
Precinct 2,U.S. Senate,"SCHUMANN, DAVID K.",7
Precinct 2,U.S. Senate,"ZISER, RICHARD",54
Precinct 2,"University Board of Regents, District 8","AIAZZI, STAN",30
