precinct,office,candidate,votes
Precinct 01,Board of School Trustees - Vote for 4,"ASH, DAVE",353
Precinct 01,Board of School Trustees - Vote for 4,"HINZ, PAUL",195
Precinct 01,Board of School Trustees - Vote for 4,"KOENIG, GREGORY S.",347
Precinct 01,Board of School Trustees - Vote for 4,"SEVON, SUE",190
Precinct 01,Board of School Trustees - Vote for 4,"VINSON, MARCIA K.",192
Precinct 01,Board of School Trustees - Vote for 4,"WILEY, THOMAS",170
Precinct 01,County Commissioner District 1 (CW),"FREY, NORMAN W.",269
Precinct 01,County Commissioner District 1 (CW),"MELLO, DON",251
Precinct 01,County Commissioner District 3 (CW),"KELSEY, FRED A.",131
Precinct 01,County Commissioner District 3 (CW),"PEARCE, LYNN",389
Precinct 01,President,"BADNARIK, MICHAEL",1
Precinct 01,President,"BUSH, GEORGE W.",361
Precinct 01,President,"COBB, DAVID",2
Precinct 01,President,"KERRY, JOHN F.",177
Precinct 01,President,"NADER, RALPH",2
Precinct 01,President,None Of These Candidates,5
Precinct 01,President,"PEROUTKA, MICHAEL A.",0
Precinct 01,"State Assembly, District 35","DeBRAGA, MARCIA",258
Precinct 01,"State Assembly, District 35","GOICOECHEA, PETE",263
Precinct 01,"State Assembly, District 35","TRACY, LINWOOD E. ""JR.""",16
Precinct 01,"State Senate, Central Senatorial District","GREENWELL, KENNETH E.",22
Precinct 01,"State Senate, Central Senatorial District","McGINNESS, MIKE",423
Precinct 01,"State Senate, Central Senatorial District","WARMAN, FREDDIE L.",85
Precinct 01,"Supreme Court Justice, Seat A","HARDESTY, JIM",341
Precinct 01,"Supreme Court Justice, Seat A",None Of These Candidates,60
Precinct 01,"Supreme Court Justice, Seat A","STEEL, CYNTHIA ""DIANNE""",124
Precinct 01,"Supreme Court Justice, Seat E","MASON, JOHN E.",219
Precinct 01,"Supreme Court Justice, Seat E",None Of These Candidates,74
Precinct 01,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",229
Precinct 01,"Supreme Court Justice, Seat F","Douglas, Michael L.",208
Precinct 01,"Supreme Court Justice, Seat F","HANSEN, JOEL FR",191
Precinct 01,"Supreme Court Justice, Seat F",None Of These Candidates,119
Precinct 01,"U.S. Representative in Congress, District 2","COCHRAN, ANGIE G.",111
Precinct 01,"U.S. Representative in Congress, District 2","GIBBONS, JIM",398
Precinct 01,"U.S. Representative in Congress, District 2","HANSEN, JANINE",18
Precinct 01,"U.S. Representative in Congress, District 2","TRAINOR, BRENDAN J.",6
Precinct 01,U.S. Senate,"HURST, THOMAS L.",7
Precinct 01,U.S. Senate,"MARINCH, GARY",2
Precinct 01,U.S. Senate,None Of These Candidates,12
Precinct 01,U.S. Senate,"REID, HARRY",255
Precinct 01,U.S. Senate,"SCHUMANN, DAVID K.",8
Precinct 01,U.S. Senate,"ZISER, RICHARD",254
Precinct 01,"University Board of Regents, District  8","AIAZZI, STAN",190
Precinct 01,"University Board of Regents, District  8","GALLAGHER, DOROTHY S.",305
Precinct 02,Board of School Trustees - Vote for 4,"ASH, DAVE",245
Precinct 02,Board of School Trustees - Vote for 4,"HINZ, PAUL",145
Precinct 02,Board of School Trustees - Vote for 4,"KOENIG, GREGORY S.",226
Precinct 02,Board of School Trustees - Vote for 4,"SEVON, SUE",154
Precinct 02,Board of School Trustees - Vote for 4,"VINSON, MARCIA K.",109
Precinct 02,Board of School Trustees - Vote for 4,"WILEY, THOMAS",96
Precinct 02,County Commissioner District 1 (CW),"FREY, NORMAN W.",164
