precinct,office,candidate,votes
01-Centerville,County Commissioner District 1,"BAUSHKE, JAMES L.",308
01-Centerville,County Commissioner District 3,"DUPUIS, SAM",34
01-Centerville,County Commissioner District 3,"FORAKER-THOMPSON, JANE",99
01-Centerville,County Commissioner District 3,"JOHNSON, DOUG N.",260
01-Centerville,County Commissioner District 5,"KITE, KELLY",207
01-Centerville,County Commissioner District 5,"WEBBERE, EDITH",179
01-Centerville,East Fork Swimming Pool Dist,"BENZ, BERNIE",133
01-Centerville,East Fork Swimming Pool Dist,"BRUNNER, PATRICIA",179
01-Centerville,East Fork Swimming Pool Dist,"LENHART, WARREN",140
01-Centerville,East Fork Swimming Pool Dist,"NISHIKIDA, DAVIS JO",159
01-Centerville,President,"BADNARIK, MICHAEL",0
01-Centerville,President,"BUSH, GEORGE W.",316
01-Centerville,President,"COBB, DAVID",1
01-Centerville,President,"KERRY, JOHN F.",113
01-Centerville,President,"NADER, RALPH",2
01-Centerville,President,None Of These Candidates,1
01-Centerville,President,"PEROUTKA, MICHAEL A.",0
01-Centerville,School Board Trustee Area 1 CW,"BECK, RON",147
01-Centerville,School Board Trustee Area 1 CW,"ORR, LOREN R.",170
01-Centerville,School Board Trustee Area 3 CW,"HOWELL, LAWRENCE W.",167
01-Centerville,School Board Trustee Area 3 CW,"TRIGG, CYNTHIA M.",149
01-Centerville,School Board Trustee Area 5 CW,"EAKIN, ERIC L.",141
01-Centerville,School Board Trustee Area 5 CW,"JAMIN, TERI",190
01-Centerville,"State Assembly, District 39","GREEN, RANDY F.",147
01-Centerville,"State Assembly, District 39","HETTRICK, LYNN",275
01-Centerville,"State Board of Education, District 9","COOK, DAVE",194
01-Centerville,"State Board of Education, District 9","MYERS, BARBARA J.",131
01-Centerville,"Supreme Court Justice, Seat A","HARDESTY, JIM",294
01-Centerville,"Supreme Court Justice, Seat A",None Of These Candidates,38
01-Centerville,"Supreme Court Justice, Seat A","STEEL, CYNTHIA ""DIANNE""",56
01-Centerville,"Supreme Court Justice, Seat E","MASON, JOHN E.",105
01-Centerville,"Supreme Court Justice, Seat E",None Of These Candidates,40
01-Centerville,"Supreme Court Justice, Seat E","PARRAGUIRRE, RONALD D.",247
01-Centerville,"Supreme Court Justice, Seat F","Douglas, Michael L.",194
01-Centerville,"Supreme Court Justice, Seat F","HANSEN, JOEL FR",111
01-Centerville,"Supreme Court Justice, Seat F",None Of These Candidates,60
