precinct,office,candidate,votes
Precinct 1,"District Court Judge, District 5, Department 1 (Nonpartisan)","BECKETT, BOB",11
Precinct 1,"District Court Judge, District 5, Department 1 (Nonpartisan)","DAVIS, JOHN P.",56
Precinct 1,"District Court Judge, District 5, Department 1 (Nonpartisan)","ZLOTEK, MARLA",24
Precinct 1,"District Court Judge, District 5, Department 2 (Nonpartisan)","LANE, ROBERT W.",80
Precinct 1,School Board Trustee Seat B (Nonpartisan),"SNIFFEN, JOYCE",68
Precinct 1,School Board Trustee Seat D (Nonpartisan),"KILE, DOUGLAS",61
Precinct 1,"School Board Trustee, Seat A (Nonpartisan)","PAPPALARDO, DOMONINIC G.",82
Precinct 1,"School Board Trustee, Seat E (Nonpartisan)","WOOD, CHARLES",64
Precinct 1,"Supreme Court Justice, Seat B (Nonpartisan)","Allf, Nancy Lee",20
Precinct 1,"Supreme Court Justice, Seat B (Nonpartisan)","Chairez, Don",8
Precinct 1,"Supreme Court Justice, Seat B (Nonpartisan)",None Of These Candidates,26
Precinct 1,"Supreme Court Justice, Seat B (Nonpartisan)","Pickering, Mary ""Kris""",22
Precinct 1,"Supreme Court Justice, Seat B (Nonpartisan)","Schumacher, Deborah",10
Precinct 1,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",40
Precinct 1,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",5
Precinct 2,"District Court Judge, District 5, Department 1 (Nonpartisan)","BECKETT, BOB",0
Precinct 2,"District Court Judge, District 5, Department 1 (Nonpartisan)","DAVIS, JOHN P.",16
Precinct 2,"District Court Judge, District 5, Department 1 (Nonpartisan)","ZLOTEK, MARLA",5
Precinct 2,"District Court Judge, District 5, Department 2 (Nonpartisan)","LANE, ROBERT W.",16
Precinct 2,School Board Trustee Seat B (Nonpartisan),"SNIFFEN, JOYCE",18
Precinct 2,School Board Trustee Seat D (Nonpartisan),"KILE, DOUGLAS",17
Precinct 2,"School Board Trustee, Seat E (Nonpartisan)","WOOD, CHARLES",16
Precinct 2,"Supreme Court Justice, Seat B (Nonpartisan)","Allf, Nancy Lee",1
