precinct,office,candidate,votes
Precinct 1,"District Court Judge, District 6, Department 1 (Nonpartisan)","WAGNER, RICHARD A.",180
Precinct 1,"District Court Judge, District 6, Department 2 (Nonpartisan)","DOLAN, ROBERT ""BOB""",50
Precinct 1,"District Court Judge, District 6, Department 2 (Nonpartisan)","MAHER, O. KENT",50
Precinct 1,"District Court Judge, District 6, Department 2 (Nonpartisan)","MONTERO, MICHAEL R.",93
Precinct 1,"District Court Judge, District 6, Department 2 (Nonpartisan)","SCHAEFFER, WILLIAM E.",6
Precinct 1,"District Court Judge, District 6, Department 2 (Nonpartisan)","SHIRLEY, JIM C.",19
Precinct 1,"Humboldt County Hospital Dist Trustee, Seat D (Nonpartisan)","COONEY, SHARLEEN C. ""SHELLIE""",97
Precinct 1,"Humboldt County Hospital Dist Trustee, Seat D (Nonpartisan)","GUILBERT, SAMMY",38
Precinct 1,"Humboldt County Hospital Dist Trustee, Seat D (Nonpartisan)","HLADEK, KENNETH L.",60
Precinct 1,"Humboldt County Hospital District Trustee, Seat A (Nonpartisan)","AITKEN, DEBBIE",71
Precinct 1,"Humboldt County Hospital District Trustee, Seat A (Nonpartisan)","HARTLEY, DALE E.",17
Precinct 1,"Humboldt County Hospital District Trustee, Seat A (Nonpartisan)","RUSSUM, JOHN",65
Precinct 1,"Humboldt County Hospital District Trustee, Seat A (Nonpartisan)","VIOLETTE, ALLEN",54
Precinct 1,"School Board Trustee, Seat C (Nonpartisan)","SCHREMPP, LINDA L. Term Limited",141
Precinct 1,"School Board Trustee, Seat E (Nonpartisan)","MILLER, ANN",194
Precinct 1,"State Assembly, District 32 (Republican)","DAWSON, GLENN E.",2
Precinct 1,"State Assembly, District 32 (Republican)","GUSTAVSON, DON",21
Precinct 1,"State Assembly, District 32 (Republican)","MARVEL, JOHN",70
Precinct 1,"State Assembly, District 32 (Republican)","NANCE, MICHAEL",6
Precinct 1,"State Assembly, District 32 (Republican)","SMITH, ERIC",11
Precinct 1,"State Assembly, District 32 (Republican)","WEBER, MICHAEL",16
Precinct 1,"Supreme Court Justice, Seat B (Nonpartisan)","Allf, Nancy Lee",28
Precinct 1,"Supreme Court Justice, Seat B (Nonpartisan)","Chairez, Don",24
Precinct 1,"Supreme Court Justice, Seat B (Nonpartisan)",None Of These Candidates,32
Precinct 1,"Supreme Court Justice, Seat B (Nonpartisan)","Pickering, Mary ""Kris""",77
Precinct 1,"Supreme Court Justice, Seat B (Nonpartisan)","Schumacher, Deborah",48
Precinct 1,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",107
Precinct 1,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",19
Precinct 10,"District Court Judge, District 6, Department 1 (Nonpartisan)","WAGNER, RICHARD A.",59
Precinct 10,"District Court Judge, District 6, Department 2 (Nonpartisan)","DOLAN, ROBERT ""BOB""",7
Precinct 10,"District Court Judge, District 6, Department 2 (Nonpartisan)","MAHER, O. KENT",25
Precinct 10,"District Court Judge, District 6, Department 2 (Nonpartisan)","MONTERO, MICHAEL R.",31
Precinct 10,"District Court Judge, District 6, Department 2 (Nonpartisan)","SCHAEFFER, WILLIAM E.",1
Precinct 10,"District Court Judge, District 6, Department 2 (Nonpartisan)","SHIRLEY, JIM C.",12
Precinct 10,"Humboldt County Hospital Dist Trustee, Seat D (Nonpartisan)","COONEY, SHARLEEN C. ""SHELLIE""",39
Precinct 10,"Humboldt County Hospital Dist Trustee, Seat D (Nonpartisan)","GUILBERT, SAMMY",13
Precinct 10,"Humboldt County Hospital Dist Trustee, Seat D (Nonpartisan)","HLADEK, KENNETH L.",12
Precinct 10,"Humboldt County Hospital District Trustee, Seat A (Nonpartisan)","AITKEN, DEBBIE",29
Precinct 10,"Humboldt County Hospital District Trustee, Seat A (Nonpartisan)","HARTLEY, DALE E.",18
Precinct 10,"Humboldt County Hospital District Trustee, Seat A (Nonpartisan)","RUSSUM, JOHN",22
Precinct 10,"Humboldt County Hospital District Trustee, Seat A (Nonpartisan)","VIOLETTE, ALLEN",4
Precinct 10,"School Board Trustee, Seat C (Nonpartisan)","SCHREMPP, LINDA L. Term Limited",15
Precinct 10,"School Board Trustee, Seat E (Nonpartisan)","MILLER, ANN",70
Precinct 10,"Supreme Court Justice, Seat B (Nonpartisan)","Allf, Nancy Lee",10
Precinct 10,"Supreme Court Justice, Seat B (Nonpartisan)","Chairez, Don",9
Precinct 10,"Supreme Court Justice, Seat B (Nonpartisan)",None Of These Candidates,19
Precinct 10,"Supreme Court Justice, Seat B (Nonpartisan)","Pickering, Mary ""Kris""",15
Precinct 10,"Supreme Court Justice, Seat B (Nonpartisan)","Schumacher, Deborah",18
Precinct 10,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",31
Precinct 10,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",4
Precinct 11,"District Court Judge, District 6, Department 1 (Nonpartisan)","WAGNER, RICHARD A.",63
Precinct 11,"District Court Judge, District 6, Department 2 (Nonpartisan)","DOLAN, ROBERT ""BOB""",12
Precinct 11,"District Court Judge, District 6, Department 2 (Nonpartisan)","MAHER, O. KENT",10
Precinct 11,"District Court Judge, District 6, Department 2 (Nonpartisan)","MONTERO, MICHAEL R.",51
Precinct 11,"District Court Judge, District 6, Department 2 (Nonpartisan)","SCHAEFFER, WILLIAM E.",0
Precinct 11,"District Court Judge, District 6, Department 2 (Nonpartisan)","SHIRLEY, JIM C.",4
Precinct 11,"Humboldt County Hospital Dist Trustee, Seat D (Nonpartisan)","COONEY, SHARLEEN C. ""SHELLIE""",25
Precinct 11,"Humboldt County Hospital Dist Trustee, Seat D (Nonpartisan)","GUILBERT, SAMMY",16
Precinct 11,"Humboldt County Hospital Dist Trustee, Seat D (Nonpartisan)","HLADEK, KENNETH L.",14
