precinct,office,candidate,votes
FOC,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",
FOC,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",
GER-WADS 7412,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",16
GER-WADS 7412,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",0
GER-WADS 7422 (MP),"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",
GER-WADS 7422 (MP),"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",
GER-WADS 7423,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",0
GER-WADS 7423,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",0
GER-WADS 7521 (MP),"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",
GER-WADS 7521 (MP),"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",
GER-WADS 7522 (MP),"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",24
GER-WADS 7522 (MP),"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",3
GER-WADS 7531 (MP),"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",17
GER-WADS 7531 (MP),"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",2
GER-WADS 9404 (MP),"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",0
GER-WADS 9404 (MP),"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",0
GER-WADS 9405 (MP),"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",0
GER-WADS 9405 (MP),"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",0
GER-WADS 9406 (MP),"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",0
GER-WADS 9406 (MP),"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",0
GER-WADS 9408 (MP),"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",0
GER-WADS 9408 (MP),"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",0
GER-WADS 9415 (MP),"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",0
GER-WADS 9415 (MP),"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",0
GER-WADS 9509 (MP),"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",0
GER-WADS 9509 (MP),"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",0
GER-WADS 9521 (MP),"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",0
GER-WADS 9521 (MP),"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",0
INCLINE VILLAGE 8104,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",83
INCLINE VILLAGE 8104,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",19
INCLINE VILLAGE 8105,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",43
INCLINE VILLAGE 8105,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",8
INCLINE VILLAGE 8106,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",77
INCLINE VILLAGE 8106,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",10
INCLINE VILLAGE 8107,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",74
INCLINE VILLAGE 8107,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",13
INCLINE VILLAGE 8108,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",78
INCLINE VILLAGE 8108,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",15
INCLINE VILLAGE 8109,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",73
INCLINE VILLAGE 8109,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",7
INCLINE VILLAGE 8110,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",16
INCLINE VILLAGE 8110,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",6
INCLINE VILLAGE 8111,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",0
INCLINE VILLAGE 8111,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",0
