precinct,office,candidate,votes
Precinct 1,County Commission Seat 2,"CARNEY, RICHARD L.",315
Precinct 1,County Commission Seat 2,"POUND, DAVID A.",202
Precinct 1,County Commission Seat 3,"BIRCH, ROBERT L. ""LEE""",222
Precinct 1,County Commission Seat 3,"CARSON, LAURIE L.",295
Precinct 1,County Commission Seat 4,"ANDREAS, BONNIE M.",201
Precinct 1,County Commission Seat 4,"PEREA, GARY A.",308
Precinct 1,President and Vice President of the United States,"Baldwin, Chuck",0
Precinct 1,President and Vice President of the United States,"Barr, Bob",5
Precinct 1,President and Vice President of the United States,"McCain, John",327
Precinct 1,President and Vice President of the United States,"McKinney, Cynthia",1
Precinct 1,President and Vice President of the United States,"NADER, RALPH",6
Precinct 1,President and Vice President of the United States,None Of These Candidates,4
Precinct 1,President and Vice President of the United States,"Obama, Barack",189
Precinct 1,"State Assembly, District 35","GOICOECHEA, PETE",388
Precinct 1,"State Assembly, District 35","KING, RACHEL MARIE",125
Precinct 1,"State Senate, Rural Senatorial District","HANSEN, JANINE",202
Precinct 1,"State Senate, Rural Senatorial District","RHOADS, DEAN A.",302
Precinct 1,"Supreme Court Justice, Seat B",None Of These Candidates,91
Precinct 1,"Supreme Court Justice, Seat B","Pickering, Mary ""Kris""",288
Precinct 1,"Supreme Court Justice, Seat B","Schumacher, Deborah",129
Precinct 1,"Supreme Court Justice, Seat D","Christensen, Thomas Frank",153
Precinct 1,"Supreme Court Justice, Seat D","Gibbons, Mark",219
Precinct 1,"Supreme Court Justice, Seat D",None Of These Candidates,131
Precinct 1,"U.S. Representative in Congress, District 2","Bergland, Craig",16
Precinct 1,"U.S. Representative in Congress, District 2","DERBY, JILL",175
Precinct 1,"U.S. Representative in Congress, District 2","Everhart, John",23
Precinct 1,"U.S. Representative in Congress, District 2","HELLER, DEAN",299
Precinct 1,"U.S. Representative in Congress, District 2","Morse, Sean Patrick",8
Precinct 10,County Commission Seat 2,"CARNEY, RICHARD L.",69
Precinct 10,County Commission Seat 2,"POUND, DAVID A.",92
Precinct 10,County Commission Seat 3,"BIRCH, ROBERT L. ""LEE""",43
Precinct 10,County Commission Seat 3,"CARSON, LAURIE L.",121
Precinct 10,County Commission Seat 4,"ANDREAS, BONNIE M.",86
Precinct 10,County Commission Seat 4,"PEREA, GARY A.",76
Precinct 10,President and Vice President of the United States,"Baldwin, Chuck",1
Precinct 10,President and Vice President of the United States,"Barr, Bob",2
Precinct 10,President and Vice President of the United States,"McCain, John",132
Precinct 10,President and Vice President of the United States,"McKinney, Cynthia",0
Precinct 10,President and Vice President of the United States,"NADER, RALPH",1
Precinct 10,President and Vice President of the United States,None Of These Candidates,2
Precinct 10,President and Vice President of the United States,"Obama, Barack",30
Precinct 10,"State Assembly, District 35","GOICOECHEA, PETE",137
Precinct 10,"State Assembly, District 35","KING, RACHEL MARIE",24
Precinct 10,"State Senate, Rural Senatorial District","HANSEN, JANINE",48
Precinct 10,"State Senate, Rural Senatorial District","RHOADS, DEAN A.",113
Precinct 10,"Supreme Court Justice, Seat B",None Of These Candidates,30
Precinct 10,"Supreme Court Justice, Seat B","Pickering, Mary ""Kris""",92
Precinct 10,"Supreme Court Justice, Seat B","Schumacher, Deborah",35
Precinct 10,"Supreme Court Justice, Seat D","Christensen, Thomas Frank",43
Precinct 10,"Supreme Court Justice, Seat D","Gibbons, Mark",63
Precinct 10,"Supreme Court Justice, Seat D",None Of These Candidates,46
Precinct 10,"U.S. Representative in Congress, District 2","Bergland, Craig",0
Precinct 10,"U.S. Representative in Congress, District 2","DERBY, JILL",32
Precinct 10,"U.S. Representative in Congress, District 2","Everhart, John",7
Precinct 10,"U.S. Representative in Congress, District 2","HELLER, DEAN",123
Precinct 10,"U.S. Representative in Congress, District 2","Morse, Sean Patrick",4
Precinct 2,County Commission Seat 2,"CARNEY, RICHARD L.",216
Precinct 2,County Commission Seat 2,"POUND, DAVID A.",108
Precinct 2,County Commission Seat 3,"BIRCH, ROBERT L. ""LEE""",176
Precinct 2,County Commission Seat 3,"CARSON, LAURIE L.",146
Precinct 2,County Commission Seat 4,"ANDREAS, BONNIE M.",107
Precinct 2,County Commission Seat 4,"PEREA, GARY A.",215
Precinct 2,President and Vice President of the United States,"Baldwin, Chuck",3
Precinct 2,President and Vice President of the United States,"Barr, Bob",2
Precinct 2,President and Vice President of the United States,"McCain, John",188
Precinct 2,President and Vice President of the United States,"McKinney, Cynthia",1
Precinct 2,President and Vice President of the United States,"NADER, RALPH",6
Precinct 2,President and Vice President of the United States,None Of These Candidates,11
Precinct 2,President and Vice President of the United States,"Obama, Barack",121
Precinct 2,"State Assembly, District 35","GOICOECHEA, PETE",220
Precinct 2,"State Assembly, District 35","KING, RACHEL MARIE",106
Precinct 2,"State Senate, Rural Senatorial District","HANSEN, JANINE",153
Precinct 2,"State Senate, Rural Senatorial District","RHOADS, DEAN A.",163
Precinct 2,"Supreme Court Justice, Seat B",None Of These Candidates,68
Precinct 2,"Supreme Court Justice, Seat B","Pickering, Mary ""Kris""",166
Precinct 2,"Supreme Court Justice, Seat B","Schumacher, Deborah",82
Precinct 2,"Supreme Court Justice, Seat D","Christensen, Thomas Frank",111
Precinct 2,"Supreme Court Justice, Seat D","Gibbons, Mark",121
Precinct 2,"Supreme Court Justice, Seat D",None Of These Candidates,81
Precinct 2,"U.S. Representative in Congress, District 2","Bergland, Craig",9
Precinct 2,"U.S. Representative in Congress, District 2","DERBY, JILL",107
Precinct 2,"U.S. Representative in Congress, District 2","Everhart, John",21
Precinct 2,"U.S. Representative in Congress, District 2","HELLER, DEAN",179
Precinct 2,"U.S. Representative in Congress, District 2","Morse, Sean Patrick",9
Precinct 3,County Commission Seat 2,"CARNEY, RICHARD L.",280
Precinct 3,County Commission Seat 2,"POUND, DAVID A.",159
Precinct 3,County Commission Seat 3,"BIRCH, ROBERT L. ""LEE""",224
Precinct 3,County Commission Seat 3,"CARSON, LAURIE L.",218
Precinct 3,County Commission Seat 4,"ANDREAS, BONNIE M.",162
Precinct 3,County Commission Seat 4,"PEREA, GARY A.",267
Precinct 3,President and Vice President of the United States,"Baldwin, Chuck",1
Precinct 3,President and Vice President of the United States,"Barr, Bob",2
Precinct 3,President and Vice President of the United States,"McCain, John",241
Precinct 3,President and Vice President of the United States,"McKinney, Cynthia",1
Precinct 3,President and Vice President of the United States,"NADER, RALPH",8
