precinct,office,candidate,votes
1 - ALAMO,County Comm Dist. A (CW),"DIXON, KEN",251
1 - ALAMO,County Comm Dist. A (CW),"ROWE, GEORGE T. ""TOMMY""",238
1 - ALAMO,County Comm Dist. C (CW),"POULSEN, WADE",443
1 - ALAMO,County Comm Dist. E (CW),"MATHEWS, PAUL",447
1 - ALAMO,President,"Baldwin, Chuck",4
1 - ALAMO,President,"Barr, Bob",2
1 - ALAMO,President,"McCain, John",401
1 - ALAMO,President,"McKinney, Cynthia",1
1 - ALAMO,President,"NADER, RALPH",3
1 - ALAMO,President,None Of These Candidates,11
1 - ALAMO,President,"Obama, Barack",79
1 - ALAMO,"State Assembly, District 36","BABB, SCOTTY",77
1 - ALAMO,"State Assembly, District 36","GOEDHART, ED",413
1 - ALAMO,"State Senate, Rural Senatorial District","HANSEN, JANINE",148
1 - ALAMO,"State Senate, Rural Senatorial District","RHOADS, DEAN A.",341
1 - ALAMO,"Supreme Court Justice, Seat B",None Of These Candidates,116
1 - ALAMO,"Supreme Court Justice, Seat B","Pickering, Mary ""Kris""",264
1 - ALAMO,"Supreme Court Justice, Seat B","Schumacher, Deborah",88
1 - ALAMO,"Supreme Court Justice, Seat D","Christensen, Thomas Frank",130
1 - ALAMO,"Supreme Court Justice, Seat D","Gibbons, Mark",231
1 - ALAMO,"Supreme Court Justice, Seat D",None Of These Candidates,104
1 - ALAMO,"U.S. Representative in Congress, District 2","Bergland, Craig",2
1 - ALAMO,"U.S. Representative in Congress, District 2","DERBY, JILL",92
1 - ALAMO,"U.S. Representative in Congress, District 2","Everhart, John",20
1 - ALAMO,"U.S. Representative in Congress, District 2","HELLER, DEAN",362
1 - ALAMO,"U.S. Representative in Congress, District 2","Morse, Sean Patrick",7
2 - CALIENTE,County Comm Dist. A (CW),"DIXON, KEN",224
2 - CALIENTE,County Comm Dist. A (CW),"ROWE, GEORGE T. ""TOMMY""",362
2 - CALIENTE,County Comm Dist. C (CW),"POULSEN, WADE",494
2 - CALIENTE,County Comm Dist. E (CW),"MATHEWS, PAUL",502
2 - CALIENTE,President,"Baldwin, Chuck",7
2 - CALIENTE,President,"Barr, Bob",5
2 - CALIENTE,President,"McCain, John",366
2 - CALIENTE,President,"McKinney, Cynthia",4
2 - CALIENTE,President,"NADER, RALPH",8
2 - CALIENTE,President,None Of These Candidates,9
2 - CALIENTE,President,"Obama, Barack",206
2 - CALIENTE,"State Assembly, District 36","BABB, SCOTTY",181
2 - CALIENTE,"State Assembly, District 36","GOEDHART, ED",394
2 - CALIENTE,"State Senate, Rural Senatorial District","HANSEN, JANINE",218
2 - CALIENTE,"State Senate, Rural Senatorial District","RHOADS, DEAN A.",352
2 - CALIENTE,"Supreme Court Justice, Seat B",None Of These Candidates,159
2 - CALIENTE,"Supreme Court Justice, Seat B","Pickering, Mary ""Kris""",266
2 - CALIENTE,"Supreme Court Justice, Seat B","Schumacher, Deborah",149
2 - CALIENTE,"Supreme Court Justice, Seat D","Christensen, Thomas Frank",146
2 - CALIENTE,"Supreme Court Justice, Seat D","Gibbons, Mark",256
2 - CALIENTE,"Supreme Court Justice, Seat D",None Of These Candidates,168
2 - CALIENTE,"U.S. Representative in Congress, District 2","Bergland, Craig",11
2 - CALIENTE,"U.S. Representative in Congress, District 2","DERBY, JILL",192
2 - CALIENTE,"U.S. Representative in Congress, District 2","Everhart, John",39
2 - CALIENTE,"U.S. Representative in Congress, District 2","HELLER, DEAN",325
2 - CALIENTE,"U.S. Representative in Congress, District 2","Morse, Sean Patrick",14
3 - PANACA,County Comm Dist. A (CW),"DIXON, KEN",172
3 - PANACA,County Comm Dist. A (CW),"ROWE, GEORGE T. ""TOMMY""",247
3 - PANACA,County Comm Dist. C (CW),"POULSEN, WADE",361
3 - PANACA,County Comm Dist. E (CW),"MATHEWS, PAUL",389
3 - PANACA,President,"Baldwin, Chuck",5
3 - PANACA,President,"Barr, Bob",2
3 - PANACA,President,"McCain, John",363
3 - PANACA,President,"McKinney, Cynthia",0
3 - PANACA,President,"NADER, RALPH",0
3 - PANACA,President,None Of These Candidates,4
3 - PANACA,President,"Obama, Barack",57
3 - PANACA,"State Assembly, District 36","BABB, SCOTTY",55
3 - PANACA,"State Assembly, District 36","GOEDHART, ED",351
3 - PANACA,"State Senate, Rural Senatorial District","HANSEN, JANINE",116
3 - PANACA,"State Senate, Rural Senatorial District","RHOADS, DEAN A.",291
3 - PANACA,"Supreme Court Justice, Seat B",None Of These Candidates,84
3 - PANACA,"Supreme Court Justice, Seat B","Pickering, Mary ""Kris""",216
3 - PANACA,"Supreme Court Justice, Seat B","Schumacher, Deborah",99
3 - PANACA,"Supreme Court Justice, Seat D","Christensen, Thomas Frank",117
3 - PANACA,"Supreme Court Justice, Seat D","Gibbons, Mark",194
3 - PANACA,"Supreme Court Justice, Seat D",None Of These Candidates,85
3 - PANACA,"U.S. Representative in Congress, District 2","Bergland, Craig",5
3 - PANACA,"U.S. Representative in Congress, District 2","DERBY, JILL",68
3 - PANACA,"U.S. Representative in Congress, District 2","Everhart, John",21
3 - PANACA,"U.S. Representative in Congress, District 2","HELLER, DEAN",312
3 - PANACA,"U.S. Representative in Congress, District 2","Morse, Sean Patrick",5
4 - PIOCHE,County Comm Dist. A (CW),"DIXON, KEN",167
4 - PIOCHE,County Comm Dist. A (CW),"ROWE, GEORGE T. ""TOMMY""",358
4 - PIOCHE,County Comm Dist. C (CW),"POULSEN, WADE",420
4 - PIOCHE,County Comm Dist. E (CW),"MATHEWS, PAUL",439
4 - PIOCHE,President,"Baldwin, Chuck",5
4 - PIOCHE,President,"Barr, Bob",5
4 - PIOCHE,President,"McCain, John",340
4 - PIOCHE,President,"McKinney, Cynthia",1
