precinct,office,candidate,votes
PRECINCT 1,County Comm. Seat A,"BLACK, NANCY J.",208
PRECINCT 1,County Comm. Seat A,"JOHNSON, JONI D.",148
PRECINCT 1,County Comm. Seat B,"BRYANT, RICHARD D.",176
PRECINCT 1,County Comm. Seat B,"ESSENPREIS, JAMES A.",179
PRECINCT 1,"District Court Judge, District 5, Department 1","DAVIS, JOHN P.",242
PRECINCT 1,"District Court Judge, District 5, Department 1","ZLOTEK, MARLA",103
PRECINCT 1,President,"Baldwin, Chuck",4
PRECINCT 1,President,"Barr, Bob",3
PRECINCT 1,President,"McCain, John",214
PRECINCT 1,President,"McKinney, Cynthia",0
PRECINCT 1,President,"NADER, RALPH",1
PRECINCT 1,President,None Of These Candidates,5
PRECINCT 1,President,"Obama, Barack",137
PRECINCT 1,"State Assembly, District 36","BABB, SCOTTY",114
PRECINCT 1,"State Assembly, District 36","GOEDHART, ED",223
PRECINCT 1,"State Senate, Central Senatorial District","McGINNESS, MIKE",292
PRECINCT 1,"Supreme Court Justice, Seat B",None Of These Candidates,72
PRECINCT 1,"Supreme Court Justice, Seat B","Pickering, Mary ""Kris""",176
PRECINCT 1,"Supreme Court Justice, Seat B","Schumacher, Deborah",103
PRECINCT 1,"Supreme Court Justice, Seat D","Christensen, Thomas Frank",71
PRECINCT 1,"Supreme Court Justice, Seat D","Gibbons, Mark",191
PRECINCT 1,"Supreme Court Justice, Seat D",None Of These Candidates,87
PRECINCT 1,"U.S. Representative in Congress, District 2","Bergland, Craig",3
PRECINCT 1,"U.S. Representative in Congress, District 2","DERBY, JILL",103
PRECINCT 1,"U.S. Representative in Congress, District 2","Everhart, John",29
PRECINCT 1,"U.S. Representative in Congress, District 2","HELLER, DEAN",214
PRECINCT 1,"U.S. Representative in Congress, District 2","Morse, Sean Patrick",6
PRECINCT 10,County Comm. Seat A,"BLACK, NANCY J.",
PRECINCT 10,County Comm. Seat A,"JOHNSON, JONI D.",
PRECINCT 10,County Comm. Seat B,"BRYANT, RICHARD D.",
PRECINCT 10,County Comm. Seat B,"ESSENPREIS, JAMES A.",
PRECINCT 10,"District Court Judge, District 5, Department 1","DAVIS, JOHN P.",
PRECINCT 10,"District Court Judge, District 5, Department 1","ZLOTEK, MARLA",
PRECINCT 10,President,"Baldwin, Chuck",
PRECINCT 10,President,"Barr, Bob",
PRECINCT 10,President,"McCain, John",
PRECINCT 10,President,"McKinney, Cynthia",
PRECINCT 10,President,"NADER, RALPH",
PRECINCT 10,President,None Of These Candidates,
PRECINCT 10,President,"Obama, Barack",
PRECINCT 10,"State Assembly, District 36","BABB, SCOTTY",
PRECINCT 10,"State Assembly, District 36","GOEDHART, ED",
PRECINCT 10,"State Senate, Central Senatorial District","McGINNESS, MIKE",
PRECINCT 10,"Supreme Court Justice, Seat B",None Of These Candidates,
PRECINCT 10,"Supreme Court Justice, Seat B","Pickering, Mary ""Kris""",
PRECINCT 10,"Supreme Court Justice, Seat B","Schumacher, Deborah",
PRECINCT 10,"Supreme Court Justice, Seat D","Christensen, Thomas Frank",
PRECINCT 10,"Supreme Court Justice, Seat D","Gibbons, Mark",
PRECINCT 10,"Supreme Court Justice, Seat D",None Of These Candidates,
PRECINCT 10,"U.S. Representative in Congress, District 2","Bergland, Craig",
PRECINCT 10,"U.S. Representative in Congress, District 2","DERBY, JILL",
PRECINCT 10,"U.S. Representative in Congress, District 2","Everhart, John",
PRECINCT 10,"U.S. Representative in Congress, District 2","HELLER, DEAN",
PRECINCT 10,"U.S. Representative in Congress, District 2","Morse, Sean Patrick",
PRECINCT 11,County Comm. Seat A,"BLACK, NANCY J.",225
PRECINCT 11,County Comm. Seat A,"JOHNSON, JONI D.",50
PRECINCT 11,County Comm. Seat B,"BRYANT, RICHARD D.",218
PRECINCT 11,County Comm. Seat B,"ESSENPREIS, JAMES A.",65
PRECINCT 11,"District Court Judge, District 5, Department 1","DAVIS, JOHN P.",184
PRECINCT 11,"District Court Judge, District 5, Department 1","ZLOTEK, MARLA",71
PRECINCT 11,President,"Baldwin, Chuck",2
PRECINCT 11,President,"Barr, Bob",0
PRECINCT 11,President,"McCain, John",61
PRECINCT 11,President,"McKinney, Cynthia",0
PRECINCT 11,President,"NADER, RALPH",1
PRECINCT 11,President,None Of These Candidates,1
PRECINCT 11,President,"Obama, Barack",237
PRECINCT 11,"State Assembly, District 36","BABB, SCOTTY",199
