precinct,office,candidate,votes
Argenta 01,County Comm Dist. NO. 2 (CW),"SCHMIDT, CHRIS",176
Argenta 01,County Comm Dist. NO. 2 (CW),"WELSCH, NICK",170
Argenta 01,County Comm Dist. NO. 3 (CW),"WILLIAMS, RAY H. JR.",167
Argenta 01,County Comm Dist. NO. 3 (CW),"WOHLE, ROB",186
Argenta 01,County Comm Dist. NO. 4 (CW),"STIENMETZ, STEVEN",312
Argenta 01,"District Court Judge, District 6, Department  2","MAHER, O. KENT",103
Argenta 01,"District Court Judge, District 6, Department  2","MONTERO, MICHAEL",248
Argenta 01,President and Vice President of the United States,"Baldwin, Chuck",1
Argenta 01,President and Vice President of the United States,"Barr, Bob",1
Argenta 01,President and Vice President of the United States,"McCain, John",250
Argenta 01,President and Vice President of the United States,"McKinney, Cynthia",1
Argenta 01,President and Vice President of the United States,"NADER, RALPH",2
Argenta 01,President and Vice President of the United States,None Of These Candidates,4
Argenta 01,President and Vice President of the United States,"Obama, Barack",119
Argenta 01,"State Assembly, District 32","DEAL, MARC",78
Argenta 01,"State Assembly, District 32","GUSTAVSON, DON",250
Argenta 01,"State Assembly, District 32","KROSHUS, JAMES",30
Argenta 01,"State Senate, Rural Senatorial District","HANSEN, JANINE",115
Argenta 01,"State Senate, Rural Senatorial District","RHOADS, DEAN A.",241
Argenta 01,"Supreme Court Justice, Seat B",None Of These Candidates,62
Argenta 01,"Supreme Court Justice, Seat B","Pickering, Mary ""Kris""",168
Argenta 01,"Supreme Court Justice, Seat B","Schumacher, Deborah",128
Argenta 01,"Supreme Court Justice, Seat D","Christensen, Thomas Frank",85
Argenta 01,"Supreme Court Justice, Seat D","Gibbons, Mark",209
Argenta 01,"Supreme Court Justice, Seat D",None Of These Candidates,58
Argenta 01,"U.S. Representative in Congress, District 2","Bergland, Craig",3
Argenta 01,"U.S. Representative in Congress, District 2","DERBY, JILL",110
Argenta 01,"U.S. Representative in Congress, District 2","Everhart, John",20
Argenta 01,"U.S. Representative in Congress, District 2","HELLER, DEAN",232
Argenta 01,"U.S. Representative in Congress, District 2","Morse, Sean Patrick",4
Argenta 02,County Comm Dist. NO. 2 (CW),"SCHMIDT, CHRIS",190
Argenta 02,County Comm Dist. NO. 2 (CW),"WELSCH, NICK",202
Argenta 02,County Comm Dist. NO. 3 (CW),"WILLIAMS, RAY H. JR.",186
Argenta 02,County Comm Dist. NO. 3 (CW),"WOHLE, ROB",200
Argenta 02,County Comm Dist. NO. 4 (CW),"STIENMETZ, STEVEN",362
Argenta 02,"District Court Judge, District 6, Department  2","MAHER, O. KENT",134
Argenta 02,"District Court Judge, District 6, Department  2","MONTERO, MICHAEL",268
Argenta 02,President and Vice President of the United States,"Baldwin, Chuck",4
Argenta 02,President and Vice President of the United States,"Barr, Bob",0
Argenta 02,President and Vice President of the United States,"McCain, John",291
Argenta 02,President and Vice President of the United States,"McKinney, Cynthia",0
Argenta 02,President and Vice President of the United States,"NADER, RALPH",6
Argenta 02,President and Vice President of the United States,None Of These Candidates,4
Argenta 02,President and Vice President of the United States,"Obama, Barack",129
Argenta 02,"State Assembly, District 32","DEAL, MARC",96
Argenta 02,"State Assembly, District 32","GUSTAVSON, DON",289
Argenta 02,"State Assembly, District 32","KROSHUS, JAMES",30
Argenta 02,"State Senate, Rural Senatorial District","HANSEN, JANINE",145
Argenta 02,"State Senate, Rural Senatorial District","RHOADS, DEAN A.",272
Argenta 02,"Supreme Court Justice, Seat B",None Of These Candidates,85
Argenta 04,President and Vice President of the United States,"NADER, RALPH",2
Argenta 04,President and Vice President of the United States,None Of These Candidates,4
Argenta 04,President and Vice President of the United States,"Obama, Barack",105
Argenta 04,"State Assembly, District 35","GOICOECHEA, PETE",340
Argenta 04,"State Assembly, District 35","KING, RACHEL MARIE",94
Argenta 04,"State Senate, Rural Senatorial District","HANSEN, JANINE",169
Argenta 04,"State Senate, Rural Senatorial District","RHOADS, DEAN A.",265
Argenta 04,"Supreme Court Justice, Seat B",None Of These Candidates,69
Argenta 04,"Supreme Court Justice, Seat B","Pickering, Mary ""Kris""",188
Argenta 04,"Supreme Court Justice, Seat B","Schumacher, Deborah",170
Argenta 04,"Supreme Court Justice, Seat D","Christensen, Thomas Frank",113
Argenta 04,"Supreme Court Justice, Seat D","Gibbons, Mark",226
