precinct,office,candidate,votes
Precinct 01,Board of School Trustees - vf 3,"CARTER, JASON",267
Precinct 01,Board of School Trustees - vf 3,"JOYNER, JANA",314
Precinct 01,Board of School Trustees - vf 3,"KEELE, DON",339
Precinct 01,Board of School Trustees - vf 3,"KOENIG, GREGORY S.",477
Precinct 01,Board of School Trustees - vf 3,"NUNN, STEVE",340
Precinct 01,Board of School Trustees - vf 3,"WERFELMAN, CARRY",152
Precinct 01,County Comm Dist. 1 (CW),"FREY, NORMAN W.",522
Precinct 01,County Comm Dist. 1 (CW),"MACKIE, STUART",236
Precinct 01,County Comm Dist. 3 (CW),"ERQUIAGA, CARL",665
Precinct 01,"District Court Judge, District 3, Department 1","HUFF, DAVID A.",446
Precinct 01,"District Court Judge, District 3, Department 1","KENNEDY, JACK",267
Precinct 01,"District Court Judge, District 3, Department 2","ABERASTURI, LEON",459
Precinct 01,"District Court Judge, District 3, Department 2","SCHLEGELMILCH, JOHN",228
Precinct 01,"District Court Judge, District 3, Department 3","ROGERS, WILLIAM",222
Precinct 01,"District Court Judge, District 3, Department 3","STOCKARD, THOMAS III",470
Precinct 01,Mosquito Abatement Dst -vf 2,"CHIPP, SHELDON",429
Precinct 01,Mosquito Abatement Dst -vf 2,"EMMONS, DAVE L. SR.",318
Precinct 01,Mosquito Abatement Dst -vf 2,"MCMULLEN, JOHN C.",447
Precinct 01,President,"Baldwin, Chuck",2
Precinct 01,President,"Barr, Bob",2
Precinct 01,President,"McCain, John",502
Precinct 01,President,"McKinney, Cynthia",0
Precinct 01,President,"NADER, RALPH",8
Precinct 01,President,None Of These Candidates,11
Precinct 01,President,"Obama, Barack",268
Precinct 01,"State Assembly, District 35","GOICOECHEA, PETE",531
Precinct 01,"State Assembly, District 35","KING, RACHEL MARIE",217
Precinct 01,"State Senate, Central Senatorial District","McGINNESS, MIKE",637
Precinct 01,"Supreme Court Justice, Seat B",None Of These Candidates,159
Precinct 01,"Supreme Court Justice, Seat B","Pickering, Mary ""Kris""",302
Precinct 01,"Supreme Court Justice, Seat B","Schumacher, Deborah",275
Precinct 01,"Supreme Court Justice, Seat D","Christensen, Thomas Frank",171
Precinct 01,"Supreme Court Justice, Seat D","Gibbons, Mark",375
Precinct 01,"Supreme Court Justice, Seat D",None Of These Candidates,185
Precinct 01,"U.S. Representative in Congress, District 2","Bergland, Craig",14
Precinct 01,"U.S. Representative in Congress, District 2","DERBY, JILL",230
Precinct 01,"U.S. Representative in Congress, District 2","Everhart, John",36
Precinct 01,"U.S. Representative in Congress, District 2","HELLER, DEAN",489
Precinct 01,"U.S. Representative in Congress, District 2","Morse, Sean Patrick",9
Precinct 02,Board of School Trustees - vf 3,"CARTER, JASON",159
Precinct 02,Board of School Trustees - vf 3,"JOYNER, JANA",202
Precinct 02,Board of School Trustees - vf 3,"KEELE, DON",192
Precinct 02,Board of School Trustees - vf 3,"KOENIG, GREGORY S.",250
Precinct 02,Board of School Trustees - vf 3,"NUNN, STEVE",225
Precinct 02,Board of School Trustees - vf 3,"WERFELMAN, CARRY",88
Precinct 02,County Comm Dist. 1 (CW),"FREY, NORMAN W.",301
Precinct 02,County Comm Dist. 1 (CW),"MACKIE, STUART",163
Precinct 02,County Comm Dist. 3 (CW),"ERQUIAGA, CARL",397
Precinct 02,"District Court Judge, District 3, Department 1","HUFF, DAVID A.",299
Precinct 02,"District Court Judge, District 3, Department 1","KENNEDY, JACK",150
