precinct,office,candidate,votes
Precinct 1,County Comm Dist. 1 (CW) (Republican),"DAHL, DEMAR",31
Precinct 1,County Comm Dist. 1 (CW) (Republican),"TYBO, RUSTY A.",19
Precinct 1,"District Court Judge, District 4, Department  1 (Nonpartisan)","LOREMAN, DAVID D.",9
Precinct 1,"District Court Judge, District 4, Department  1 (Nonpartisan)","MEMEO, MIKE",46
Precinct 1,"District Court Judge, District 4, Department  1 (Nonpartisan)","TORVINEN, MARK",25
Precinct 1,"District Court Judge, District 4, Department  2 (Nonpartisan)","PUCCINELLI, ANDREW J.",71
Precinct 1,School Board Trustee Dst 3 -AL (Nonpartisan),"KERR, ANNETTE",69
Precinct 1,School Board Trustee Dst 4 -AL (Nonpartisan),"FOBES, GORDON L.",18
Precinct 1,School Board Trustee Dst 4 -AL (Nonpartisan),"HARTWIG, DEAN A.",21
Precinct 1,School Board Trustee Dst 4 -AL (Nonpartisan),"POCHE, PENNY R.",21
Precinct 1,School Board Trustee Dst 4 -AL (Nonpartisan),"VOLPI, LYNNE",14
Precinct 1,School Board Trustee Dst 5 -AL (Nonpartisan),"KARR, JONATHAN",71
Precinct 1,"School Board Trustee, Dist 2 (Nonpartisan)","ZELLER, CONNIE",70
Precinct 1,"Supreme Court Justice, Seat B (Nonpartisan)","Allf, Nancy Lee",10
Precinct 1,"Supreme Court Justice, Seat B (Nonpartisan)","Chairez, Don",9
Precinct 1,"Supreme Court Justice, Seat B (Nonpartisan)",None Of These Candidates,11
Precinct 1,"Supreme Court Justice, Seat B (Nonpartisan)","Pickering, Mary ""Kris""",26
Precinct 1,"Supreme Court Justice, Seat B (Nonpartisan)","Schumacher, Deborah",22
Precinct 1,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",45
Precinct 1,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",7
Precinct 10,County Comm Dist. 1 (CW) (Republican),"DAHL, DEMAR",74
Precinct 10,County Comm Dist. 1 (CW) (Republican),"TYBO, RUSTY A.",61
Precinct 10,"District Court Judge, District 4, Department  1 (Nonpartisan)","LOREMAN, DAVID D.",25
Precinct 10,"District Court Judge, District 4, Department  1 (Nonpartisan)","MEMEO, MIKE",81
Precinct 10,"District Court Judge, District 4, Department  1 (Nonpartisan)","TORVINEN, MARK",121
Precinct 10,"District Court Judge, District 4, Department  2 (Nonpartisan)","PUCCINELLI, ANDREW J.",202
Precinct 10,School Board Trustee Dst 3 -AL (Nonpartisan),"KERR, ANNETTE",184
Precinct 10,School Board Trustee Dst 4 -AL (Nonpartisan),"FOBES, GORDON L.",78
Precinct 10,School Board Trustee Dst 4 -AL (Nonpartisan),"HARTWIG, DEAN A.",47
Precinct 10,School Board Trustee Dst 4 -AL (Nonpartisan),"POCHE, PENNY R.",21
Precinct 10,School Board Trustee Dst 4 -AL (Nonpartisan),"VOLPI, LYNNE",70
Precinct 10,School Board Trustee Dst 5 -AL (Nonpartisan),"KARR, JONATHAN",183
Precinct 10,"School Board Trustee, Dist 2 (Nonpartisan)","ZELLER, CONNIE",172
Precinct 10,"Supreme Court Justice, Seat B (Nonpartisan)","Allf, Nancy Lee",49
Precinct 10,"Supreme Court Justice, Seat B (Nonpartisan)","Chairez, Don",21
Precinct 10,"Supreme Court Justice, Seat B (Nonpartisan)",None Of These Candidates,15
Precinct 10,"Supreme Court Justice, Seat B (Nonpartisan)","Pickering, Mary ""Kris""",65
Precinct 10,"Supreme Court Justice, Seat B (Nonpartisan)","Schumacher, Deborah",71
Precinct 10,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",118
Precinct 10,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",21
Precinct 11,County Comm Dist. 1 (CW) (Republican),"DAHL, DEMAR",35
Precinct 11,County Comm Dist. 1 (CW) (Republican),"TYBO, RUSTY A.",22
Precinct 11,"District Court Judge, District 4, Department  1 (Nonpartisan)","LOREMAN, DAVID D.",7
Precinct 11,"District Court Judge, District 4, Department  1 (Nonpartisan)","MEMEO, MIKE",58
Precinct 11,"District Court Judge, District 4, Department  1 (Nonpartisan)","TORVINEN, MARK",29
Precinct 11,"District Court Judge, District 4, Department  2 (Nonpartisan)","PUCCINELLI, ANDREW J.",81
Precinct 11,School Board Trustee Dst 3 -AL (Nonpartisan),"KERR, ANNETTE",81
Precinct 11,School Board Trustee Dst 4 -AL (Nonpartisan),"FOBES, GORDON L.",36
Precinct 11,School Board Trustee Dst 4 -AL (Nonpartisan),"HARTWIG, DEAN A.",14
Precinct 11,School Board Trustee Dst 4 -AL (Nonpartisan),"POCHE, PENNY R.",19
Precinct 11,School Board Trustee Dst 4 -AL (Nonpartisan),"VOLPI, LYNNE",21
Precinct 11,School Board Trustee Dst 5 -AL (Nonpartisan),"KARR, JONATHAN",82
Precinct 11,"School Board Trustee, Dist 2 (Nonpartisan)","ZELLER, CONNIE",77
Precinct 11,"Supreme Court Justice, Seat B (Nonpartisan)","Allf, Nancy Lee",7
Precinct 11,"Supreme Court Justice, Seat B (Nonpartisan)","Chairez, Don",15
Precinct 11,"Supreme Court Justice, Seat B (Nonpartisan)",None Of These Candidates,11
Precinct 11,"Supreme Court Justice, Seat B (Nonpartisan)","Pickering, Mary ""Kris""",31
Precinct 11,"Supreme Court Justice, Seat B (Nonpartisan)","Schumacher, Deborah",30
Precinct 11,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",48
Precinct 11,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",10
Precinct 12,County Comm Dist. 1 (CW) (Republican),"DAHL, DEMAR",78
Precinct 12,County Comm Dist. 1 (CW) (Republican),"TYBO, RUSTY A.",55
Precinct 12,"District Court Judge, District 4, Department  1 (Nonpartisan)","LOREMAN, DAVID D.",19
Precinct 12,"District Court Judge, District 4, Department  1 (Nonpartisan)","MEMEO, MIKE",108
Precinct 12,"District Court Judge, District 4, Department  1 (Nonpartisan)","TORVINEN, MARK",72
Precinct 12,"District Court Judge, District 4, Department  2 (Nonpartisan)","PUCCINELLI, ANDREW J.",184
Precinct 12,School Board Trustee Dst 3 -AL (Nonpartisan),"KERR, ANNETTE",173
Precinct 12,School Board Trustee Dst 4 -AL (Nonpartisan),"FOBES, GORDON L.",46
Precinct 12,School Board Trustee Dst 4 -AL (Nonpartisan),"HARTWIG, DEAN A.",54
Precinct 12,School Board Trustee Dst 4 -AL (Nonpartisan),"POCHE, PENNY R.",25
Precinct 12,School Board Trustee Dst 4 -AL (Nonpartisan),"VOLPI, LYNNE",67
Precinct 12,School Board Trustee Dst 5 -AL (Nonpartisan),"KARR, JONATHAN",174
Precinct 12,"School Board Trustee, Dist 2 (Nonpartisan)","ZELLER, CONNIE",178
Precinct 12,"Supreme Court Justice, Seat B (Nonpartisan)","Allf, Nancy Lee",22
Precinct 12,"Supreme Court Justice, Seat B (Nonpartisan)","Chairez, Don",26
Precinct 12,"Supreme Court Justice, Seat B (Nonpartisan)",None Of These Candidates,33
Precinct 12,"Supreme Court Justice, Seat B (Nonpartisan)","Pickering, Mary ""Kris""",68
Precinct 12,"Supreme Court Justice, Seat B (Nonpartisan)","Schumacher, Deborah",50
Precinct 12,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",113
Precinct 12,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",20
Precinct 13,County Comm Dist. 1 (CW) (Republican),"DAHL, DEMAR",25
Precinct 13,County Comm Dist. 1 (CW) (Republican),"TYBO, RUSTY A.",20
Precinct 13,"District Court Judge, District 4, Department  1 (Nonpartisan)","LOREMAN, DAVID D.",6
Precinct 13,"District Court Judge, District 4, Department  1 (Nonpartisan)","MEMEO, MIKE",36
Precinct 13,"District Court Judge, District 4, Department  1 (Nonpartisan)","TORVINEN, MARK",20
Precinct 13,"District Court Judge, District 4, Department  2 (Nonpartisan)","PUCCINELLI, ANDREW J.",52
Precinct 13,School Board Trustee Dst 3 -AL (Nonpartisan),"KERR, ANNETTE",51
Precinct 13,School Board Trustee Dst 4 -AL (Nonpartisan),"FOBES, GORDON L.",24
Precinct 13,School Board Trustee Dst 4 -AL (Nonpartisan),"HARTWIG, DEAN A.",15
Precinct 13,School Board Trustee Dst 4 -AL (Nonpartisan),"POCHE, PENNY R.",6
Precinct 13,School Board Trustee Dst 4 -AL (Nonpartisan),"VOLPI, LYNNE",17
Precinct 13,School Board Trustee Dst 5 -AL (Nonpartisan),"KARR, JONATHAN",50
Precinct 13,"School Board Trustee, Dist 2 (Nonpartisan)","ZELLER, CONNIE",54
Precinct 13,"Supreme Court Justice, Seat B (Nonpartisan)","Allf, Nancy Lee",6
Precinct 13,"Supreme Court Justice, Seat B (Nonpartisan)","Chairez, Don",9
Precinct 13,"Supreme Court Justice, Seat B (Nonpartisan)",None Of These Candidates,11
Precinct 13,"Supreme Court Justice, Seat B (Nonpartisan)","Pickering, Mary ""Kris""",21
Precinct 13,"Supreme Court Justice, Seat B (Nonpartisan)","Schumacher, Deborah",15
Precinct 13,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",42
Precinct 13,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",3
Precinct 14,County Comm Dist. 1 (CW) (Republican),"DAHL, DEMAR",66
Precinct 14,County Comm Dist. 1 (CW) (Republican),"TYBO, RUSTY A.",49
Precinct 14,"District Court Judge, District 4, Department  1 (Nonpartisan)","LOREMAN, DAVID D.",19
Precinct 14,"District Court Judge, District 4, Department  1 (Nonpartisan)","MEMEO, MIKE",86
Precinct 14,"District Court Judge, District 4, Department  1 (Nonpartisan)","TORVINEN, MARK",70
Precinct 14,"District Court Judge, District 4, Department  2 (Nonpartisan)","PUCCINELLI, ANDREW J.",156
Precinct 14,School Board Trustee Dst 3 -AL (Nonpartisan),"KERR, ANNETTE",146
Precinct 14,School Board Trustee Dst 4 -AL (Nonpartisan),"FOBES, GORDON L.",41
Precinct 14,School Board Trustee Dst 4 -AL (Nonpartisan),"HARTWIG, DEAN A.",52
Precinct 14,School Board Trustee Dst 4 -AL (Nonpartisan),"POCHE, PENNY R.",26
Precinct 14,School Board Trustee Dst 4 -AL (Nonpartisan),"VOLPI, LYNNE",47
Precinct 14,School Board Trustee Dst 5 -AL (Nonpartisan),"KARR, JONATHAN",153
Precinct 14,"School Board Trustee, Dist 2 (Nonpartisan)","ZELLER, CONNIE",151
Precinct 14,"Supreme Court Justice, Seat B (Nonpartisan)","Allf, Nancy Lee",32
Precinct 14,"Supreme Court Justice, Seat B (Nonpartisan)","Chairez, Don",22
Precinct 14,"Supreme Court Justice, Seat B (Nonpartisan)",None Of These Candidates,23
Precinct 14,"Supreme Court Justice, Seat B (Nonpartisan)","Pickering, Mary ""Kris""",53
Precinct 14,"Supreme Court Justice, Seat B (Nonpartisan)","Schumacher, Deborah",44
Precinct 14,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",100
Precinct 14,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",15
Precinct 15,"CARLIN, Justice of the Peace (Nonpartisan)","FEASEL, TERI",91
Precinct 15,County Comm Dist. 1 (CW) (Republican),"DAHL, DEMAR",23
Precinct 15,County Comm Dist. 1 (CW) (Republican),"TYBO, RUSTY A.",22
Precinct 15,"District Court Judge, District 4, Department  1 (Nonpartisan)","LOREMAN, DAVID D.",8
Precinct 15,"District Court Judge, District 4, Department  1 (Nonpartisan)","MEMEO, MIKE",65
Precinct 15,"District Court Judge, District 4, Department  1 (Nonpartisan)","TORVINEN, MARK",24
Precinct 15,"District Court Judge, District 4, Department  2 (Nonpartisan)","PUCCINELLI, ANDREW J.",89
Precinct 15,School Board Trustee Dst 3 -AL (Nonpartisan),"KERR, ANNETTE",86
Precinct 15,School Board Trustee Dst 4 -AL (Nonpartisan),"FOBES, GORDON L.",35
Precinct 15,School Board Trustee Dst 4 -AL (Nonpartisan),"HARTWIG, DEAN A.",19
Precinct 15,School Board Trustee Dst 4 -AL (Nonpartisan),"POCHE, PENNY R.",25
Precinct 15,School Board Trustee Dst 4 -AL (Nonpartisan),"VOLPI, LYNNE",15
Precinct 15,School Board Trustee Dst 5 -AL (Nonpartisan),"KARR, JONATHAN",84
Precinct 15,"School Board Trustee, Dist 2 (Nonpartisan)","ZELLER, CONNIE",83
Precinct 15,"Supreme Court Justice, Seat B (Nonpartisan)","Allf, Nancy Lee",21
Precinct 15,"Supreme Court Justice, Seat B (Nonpartisan)","Chairez, Don",20
Precinct 15,"Supreme Court Justice, Seat B (Nonpartisan)",None Of These Candidates,9
Precinct 15,"Supreme Court Justice, Seat B (Nonpartisan)","Pickering, Mary ""Kris""",21
Precinct 15,"Supreme Court Justice, Seat B (Nonpartisan)","Schumacher, Deborah",23
Precinct 15,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",34
Precinct 15,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",10
Precinct 16,"CARLIN, Justice of the Peace (Nonpartisan)","FEASEL, TERI",76
Precinct 16,County Comm Dist. 1 (CW) (Republican),"DAHL, DEMAR",15
Precinct 16,County Comm Dist. 1 (CW) (Republican),"TYBO, RUSTY A.",24
