candidate,party,percent,votes,office
"HELLER, DEAN",REP,89.28%,383,"U.S. Representative in Congress, District 2 (Republican)"
"SMACK, JAMES W.",REP,10.72%,46,"U.S. Representative in Congress, District 2 (Republican)"
"ALLF, NANCY LEE",NP,8.32%,80,"Supreme Court Justice, Seat B (Nonpartisan)"
"CHAIREZ, DON",NP,14.26%,137,"Supreme Court Justice, Seat B (Nonpartisan)"
"PICKERING, MARY ""KRIS""",NP,38.71%,372,"Supreme Court Justice, Seat B (Nonpartisan)"
"SCHUMACHER, DEBORAH",NP,19.25%,185,"Supreme Court Justice, Seat B (Nonpartisan)"
NONE OF THESE CANDIDATES,,19.46%,187,"Supreme Court Justice, Seat B (Nonpartisan)"
"DOBRESCU, STEVE L.",NP,100.00%,875,"District Court Judge, District 7, Department 1 (Nonpartisan)"
"PAPEZ, DAN L.",NP,100.00%,903,"District Court Judge, District 7, Department 2 (Nonpartisan)"
"HALLY, WILLIAM S. ""BILL""",DEM,23.53%,116,"District Court Judge, District 7, Department 2 (Nonpartisan)"
"PEREA, GARY A.",DEM,76.47%,377,"District Court Judge, District 7, Department 2 (Nonpartisan)"
"GIANOLI, JULIE",NP,100.00%,848,County Commissioner Seat 4 (Democratic)
"CARSON, PAULA S.",NP,100.00%,803,"WHITE PINE Hospital Dist Trustee, Seat 1 (Nonpartisan)"
"DERBIDGE, DALE LEE",NP,100.00%,832,"WHITE PINE Hospital Dist Trustee, Seat 2 (Nonpartisan)"
"HASLEM, PAULOS P. ""PAX""",NP,100.00%,790,"WHITE PINE Hospital Dist Trustee, Seat 3 (Nonpartisan)"
"HILL, BUNNY",NP,100.00%,823,"WHITE PINE Hospital Dist Trustee, Seat 5 (Nonpartisan)"
"CHACHAS, IRENE L.",NP,100.00%,830,School Board Trustee Seat F (Nonpartisan)
"SANBORN, CYNDI",NP,100.00%,839,School Board Trustee Seat C (Nonpartisan)
"KOYLE, DENYS M.",NP,100.00%,800,School Board Trustee Seat D (Nonpartisan)
