precinct,office,candidate,votes
PRECINCT 1,"District Court Judge, District 6, Department 1 (Nonpartisan)","WAGNER, RICHARD A.",252
PRECINCT 1,"District Court Judge, District 6, Department 2 (Nonpartisan)","DOLAN, ROBERT ""BOB""",12
PRECINCT 1,"District Court Judge, District 6, Department 2 (Nonpartisan)","MAHER, O. KENT",45
PRECINCT 1,"District Court Judge, District 6, Department 2 (Nonpartisan)","MONTERO, MICHAEL R.",117
PRECINCT 1,"District Court Judge, District 6, Department 2 (Nonpartisan)","SCHAEFFER, WILLIAM E.",1
PRECINCT 1,"District Court Judge, District 6, Department 2 (Nonpartisan)","SHIRLEY, JIM C.",126
PRECINCT 1,Hospital District PERSHING (Nonpartisan),"GOLDSWORTHY, JAMES",211
PRECINCT 1,Hospital District PERSHING (Nonpartisan),"HOSTMAN, MARK R.",247
PRECINCT 1,Hospital District PERSHING (Nonpartisan),"PIERCE, JOE L.",200
PRECINCT 1,School Dist. Board of Trustees Seat D (Nonpartisan),"BRINKERHOFF, WALTER A.",269
PRECINCT 1,"Supreme Court Justice, Seat B (Nonpartisan)","Allf, Nancy Lee",28
PRECINCT 1,"Supreme Court Justice, Seat B (Nonpartisan)","Chairez, Don",28
PRECINCT 1,"Supreme Court Justice, Seat B (Nonpartisan)",None Of These Candidates,44
PRECINCT 1,"Supreme Court Justice, Seat B (Nonpartisan)","Pickering, Mary ""Kris""",96
PRECINCT 1,"Supreme Court Justice, Seat B (Nonpartisan)","Schumacher, Deborah",97
PRECINCT 1,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",158
PRECINCT 1,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",22
PRECINCT 3,"District Court Judge, District 6, Department 1 (Nonpartisan)","WAGNER, RICHARD A.",163
PRECINCT 3,"District Court Judge, District 6, Department 2 (Nonpartisan)","DOLAN, ROBERT ""BOB""",7
PRECINCT 3,"District Court Judge, District 6, Department 2 (Nonpartisan)","MAHER, O. KENT",37
PRECINCT 3,"District Court Judge, District 6, Department 2 (Nonpartisan)","MONTERO, MICHAEL R.",79
PRECINCT 3,"District Court Judge, District 6, Department 2 (Nonpartisan)","SCHAEFFER, WILLIAM E.",3
PRECINCT 3,"District Court Judge, District 6, Department 2 (Nonpartisan)","SHIRLEY, JIM C.",75
PRECINCT 3,Hospital District PERSHING (Nonpartisan),"GOLDSWORTHY, JAMES",149
PRECINCT 3,Hospital District PERSHING (Nonpartisan),"HOSTMAN, MARK R.",169
PRECINCT 3,Hospital District PERSHING (Nonpartisan),"PIERCE, JOE L.",136
PRECINCT 3,School Dist. Board of Trustees Seat D (Nonpartisan),"BRINKERHOFF, WALTER A.",177
PRECINCT 3,"Supreme Court Justice, Seat B (Nonpartisan)","Allf, Nancy Lee",26
PRECINCT 3,"Supreme Court Justice, Seat B (Nonpartisan)","Chairez, Don",18
PRECINCT 3,"Supreme Court Justice, Seat B (Nonpartisan)",None Of These Candidates,23
PRECINCT 3,"Supreme Court Justice, Seat B (Nonpartisan)","Pickering, Mary ""Kris""",52
PRECINCT 3,"Supreme Court Justice, Seat B (Nonpartisan)","Schumacher, Deborah",79
PRECINCT 3,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",75
PRECINCT 3,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",20
PRECINCT 4,"District Court Judge, District 6, Department 1 (Nonpartisan)","WAGNER, RICHARD A.",97
PRECINCT 4,"District Court Judge, District 6, Department 2 (Nonpartisan)","DOLAN, ROBERT ""BOB""",11
PRECINCT 4,"District Court Judge, District 6, Department 2 (Nonpartisan)","MAHER, O. KENT",19
PRECINCT 4,"District Court Judge, District 6, Department 2 (Nonpartisan)","MONTERO, MICHAEL R.",44
PRECINCT 4,"District Court Judge, District 6, Department 2 (Nonpartisan)","SCHAEFFER, WILLIAM E.",0
PRECINCT 4,"District Court Judge, District 6, Department 2 (Nonpartisan)","SHIRLEY, JIM C.",39
PRECINCT 4,Hospital District PERSHING (Nonpartisan),"GOLDSWORTHY, JAMES",92
PRECINCT 4,Hospital District PERSHING (Nonpartisan),"HOSTMAN, MARK R.",89
PRECINCT 4,Hospital District PERSHING (Nonpartisan),"PIERCE, JOE L.",78
PRECINCT 4,School Dist. Board of Trustees Seat D (Nonpartisan),"BRINKERHOFF, WALTER A.",104
PRECINCT 4,"Supreme Court Justice, Seat B (Nonpartisan)","Allf, Nancy Lee",16
PRECINCT 4,"Supreme Court Justice, Seat B (Nonpartisan)","Chairez, Don",9
PRECINCT 4,"Supreme Court Justice, Seat B (Nonpartisan)",None Of These Candidates,20
PRECINCT 4,"Supreme Court Justice, Seat B (Nonpartisan)","Pickering, Mary ""Kris""",25
PRECINCT 4,"Supreme Court Justice, Seat B (Nonpartisan)","Schumacher, Deborah",43
PRECINCT 4,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",39
PRECINCT 4,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",13
PRECINCT 5,"District Court Judge, District 6, Department 1 (Nonpartisan)","WAGNER, RICHARD A.",52
PRECINCT 5,"District Court Judge, District 6, Department 2 (Nonpartisan)","DOLAN, ROBERT ""BOB""",19
PRECINCT 5,"District Court Judge, District 6, Department 2 (Nonpartisan)","MAHER, O. KENT",17
PRECINCT 5,"District Court Judge, District 6, Department 2 (Nonpartisan)","MONTERO, MICHAEL R.",12
