precinct,office,candidate,votes
Precinct 01,"District Court Judge, District 3, Department  1 (Nonpartisan)","HUFF, DAVID A.",109
Precinct 01,"District Court Judge, District 3, Department  1 (Nonpartisan)","KENNEDY, JACK",27
Precinct 01,"District Court Judge, District 3, Department  1 (Nonpartisan)","MALLORY, ARTHUR ""ART""",56
Precinct 01,"Supreme Court Justice, Seat B (Nonpartisan)","Allf, Nancy Lee",27
Precinct 01,"Supreme Court Justice, Seat B (Nonpartisan)","Chairez, Don",28
Precinct 01,"Supreme Court Justice, Seat B (Nonpartisan)",None Of These Candidates,30
Precinct 01,"Supreme Court Justice, Seat B (Nonpartisan)","Pickering, Mary ""Kris""",57
Precinct 01,"Supreme Court Justice, Seat B (Nonpartisan)","Schumacher, Deborah",50
Precinct 01,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",97
Precinct 01,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",16
Precinct 02,"District Court Judge, District 3, Department  1 (Nonpartisan)","HUFF, DAVID A.",58
Precinct 02,"District Court Judge, District 3, Department  1 (Nonpartisan)","KENNEDY, JACK",21
Precinct 02,"District Court Judge, District 3, Department  1 (Nonpartisan)","MALLORY, ARTHUR ""ART""",42
Precinct 02,"Supreme Court Justice, Seat B (Nonpartisan)","Allf, Nancy Lee",20
Precinct 02,"Supreme Court Justice, Seat B (Nonpartisan)","Chairez, Don",8
Precinct 02,"Supreme Court Justice, Seat B (Nonpartisan)",None Of These Candidates,11
Precinct 02,"Supreme Court Justice, Seat B (Nonpartisan)","Pickering, Mary ""Kris""",41
Precinct 02,"Supreme Court Justice, Seat B (Nonpartisan)","Schumacher, Deborah",39
Precinct 02,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",58
Precinct 02,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",9
Precinct 03,"District Court Judge, District 3, Department  1 (Nonpartisan)","HUFF, DAVID A.",70
Precinct 03,"District Court Judge, District 3, Department  1 (Nonpartisan)","KENNEDY, JACK",23
Precinct 03,"District Court Judge, District 3, Department  1 (Nonpartisan)","MALLORY, ARTHUR ""ART""",53
Precinct 03,"Supreme Court Justice, Seat B (Nonpartisan)","Allf, Nancy Lee",25
Precinct 03,"Supreme Court Justice, Seat B (Nonpartisan)","Chairez, Don",21
Precinct 03,"Supreme Court Justice, Seat B (Nonpartisan)",None Of These Candidates,13
Precinct 03,"Supreme Court Justice, Seat B (Nonpartisan)","Pickering, Mary ""Kris""",47
Precinct 03,"Supreme Court Justice, Seat B (Nonpartisan)","Schumacher, Deborah",39
Precinct 03,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",83
Precinct 03,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",9
Precinct 04,"District Court Judge, District 3, Department  1 (Nonpartisan)","HUFF, DAVID A.",71
Precinct 04,"District Court Judge, District 3, Department  1 (Nonpartisan)","KENNEDY, JACK",21
Precinct 04,"District Court Judge, District 3, Department  1 (Nonpartisan)","MALLORY, ARTHUR ""ART""",38
Precinct 04,"Supreme Court Justice, Seat B (Nonpartisan)","Allf, Nancy Lee",24
Precinct 04,"Supreme Court Justice, Seat B (Nonpartisan)","Chairez, Don",23
