precinct,office,candidate,votes
East Mason Valley 1,County Comm Dist. III (CW) (Republican),"GLADWILL, GARY G.",21
East Mason Valley 1,County Comm Dist. III (CW) (Republican),"TIBBALS, DON H.",98
East Mason Valley 1,County Comm Dist. III (CW) (Republican),"ZIERENBERG, RICK",17
East Mason Valley 1,"District Court Judge, District 3, Department 1 (Nonpartisan)","HUFF, DAVID A.",145
East Mason Valley 1,"District Court Judge, District 3, Department 1 (Nonpartisan)","KENNEDY, JACK",60
East Mason Valley 1,"District Court Judge, District 3, Department 1 (Nonpartisan)","MALLORY, ARTHUR ""ART""",22
East Mason Valley 1,LYON COUNTY School Dist Trustee Dist II (Nonpartisan),"MCINTYRE, NEAL E.",184
East Mason Valley 1,LYON COUNTY School Dist Trustee Dist V (Nonpartisan),"BOBRICK, ERIC T.",127
East Mason Valley 1,LYON COUNTY School Dist Trustee Dist V (Nonpartisan),"LUCIER, JEFF E.",44
East Mason Valley 1,LYON COUNTY School Dist Trustee Dist V (Nonpartisan),"WILLISS, MAUREEN",58
East Mason Valley 1,LYON COUNTY School Dist Trustee Dist VII (Nonpartisan),"SANDERSON, JASON",193
East Mason Valley 1,Public Administrator (Nonpartisan),"ROLLER, FRANKLIN D.",187
East Mason Valley 1,SOUTH LYON COUNTY Hospital District Trustee (Nonpartisan),"LANDOLT, BEVERLY J. Term Limited",148
East Mason Valley 1,SOUTH LYON COUNTY Hospital District Trustee (Nonpartisan),"VEIL, KELLY",200
East Mason Valley 1,"Supreme Court Justice, Seat B (Nonpartisan)","Allf, Nancy Lee",44
East Mason Valley 1,"Supreme Court Justice, Seat B (Nonpartisan)","Chairez, Don",30
East Mason Valley 1,"Supreme Court Justice, Seat B (Nonpartisan)",None Of These Candidates,23
East Mason Valley 1,"Supreme Court Justice, Seat B (Nonpartisan)","Pickering, Mary ""Kris""",76
East Mason Valley 1,"Supreme Court Justice, Seat B (Nonpartisan)","Schumacher, Deborah",59
East Mason Valley 1,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",120
East Mason Valley 1,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",18
East Mason Valley 2,County Comm Dist. III (CW) (Republican),"GLADWILL, GARY G.",19
East Mason Valley 2,County Comm Dist. III (CW) (Republican),"TIBBALS, DON H.",137
East Mason Valley 2,County Comm Dist. III (CW) (Republican),"ZIERENBERG, RICK",16
East Mason Valley 2,"District Court Judge, District 3, Department 1 (Nonpartisan)","HUFF, DAVID A.",153
East Mason Valley 2,"District Court Judge, District 3, Department 1 (Nonpartisan)","KENNEDY, JACK",53
East Mason Valley 2,"District Court Judge, District 3, Department 1 (Nonpartisan)","MALLORY, ARTHUR ""ART""",43
East Mason Valley 2,LYON COUNTY School Dist Trustee Dist II (Nonpartisan),"MCINTYRE, NEAL E.",222
East Mason Valley 2,LYON COUNTY School Dist Trustee Dist V (Nonpartisan),"BOBRICK, ERIC T.",157
East Mason Valley 2,LYON COUNTY School Dist Trustee Dist V (Nonpartisan),"LUCIER, JEFF E.",52
