precinct,office,candidate,votes
Argenta 01,County Comm Dist. NO. 2 (CW) (Republican),"CRABTREE, SHEADEN",19
Argenta 01,County Comm Dist. NO. 2 (CW) (Republican),"SCHMIDT, CHRIS",34
Argenta 01,County Comm Dist. NO. 2 (CW) (Republican),"WELSCH, NICK",40
Argenta 01,County Comm Dist. NO. 3 (CW) (Republican),"SALISBURY, RAY",23
Argenta 01,County Comm Dist. NO. 3 (CW) (Republican),"WHOLE, ROB",40
Argenta 01,County Comm Dist. NO. 3 (CW) (Republican),"WILLIAMS, RAY H. JR.",41
Argenta 01,"District Court Judge, District 6, Department  1 (Nonpartisan)","WAGNER, RICHARD A.",144
Argenta 01,"District Court Judge, District 6, Department  2 (Nonpartisan)","DOLAN, ROBERT ""BOB""",20
Argenta 01,"District Court Judge, District 6, Department  2 (Nonpartisan)","MAHER, O. KENT",28
Argenta 01,"District Court Judge, District 6, Department  2 (Nonpartisan)","MONTERO, MICHAEL R.",71
Argenta 01,"District Court Judge, District 6, Department  2 (Nonpartisan)","SCHAEFFER, WILLIAM E.",15
Argenta 01,"District Court Judge, District 6, Department  2 (Nonpartisan)","SHIRLEY, JIM C.",26
Argenta 01,"LANDER COUNTY Hospital Dist Trustee, Seat A (Nonpartisan)","NESTER, JEFF",138
Argenta 01,"LANDER COUNTY Hospital Dist Trustee, Seat C (Nonpartisan)","ANCHO, KATHY L.",144
Argenta 01,"LANDER COUNTY School Trustee, Area TWO (Nonpartisan)","MORRISON, JAN",136
Argenta 01,"State Assembly, District 32 (Republican)","DAWSON, GLENN E.",0
Argenta 01,"State Assembly, District 32 (Republican)","GUSTAVSON, DON",18
Argenta 01,"State Assembly, District 32 (Republican)","MARVEL, JOHN",71
Argenta 01,"State Assembly, District 32 (Republican)","NANCE, MICHAEL",3
Argenta 01,"State Assembly, District 32 (Republican)","SMITH, ERIC",5
Argenta 01,"State Assembly, District 32 (Republican)","WEBER, MICHAEL",9
Argenta 01,"Supreme Court Justice, Seat B (Nonpartisan)","Allf, Nancy Lee",27
Argenta 01,"Supreme Court Justice, Seat B (Nonpartisan)","Chairez, Don",18
