precinct,office,candidate,votes
Precinct 101,"District Court Judge, District 1, Department  2","WATERS, NOEL",368
Precinct 101,"District Court Judge, District 1, Department  2","WILSON, JIM",374
Precinct 101,Mayor CARSON CITY,"CROWELL, BOB",438
Precinct 101,Mayor CARSON CITY,"HASKINS, KEN",313
Precinct 101,President,"Baldwin, Chuck",6
Precinct 101,President,"Barr, Bob",3
Precinct 101,President,"McCain, John",324
Precinct 101,President,"McKinney, Cynthia",2
Precinct 101,President,"NADER, RALPH",10
Precinct 101,President,None Of These Candidates,15
Precinct 101,President,"Obama, Barack",461
Precinct 101,School Trustee District 5,"DONNER, KIM",371
Precinct 101,School Trustee District 5,"REYNOLDS, STEVEN",283
Precinct 101,School Trustee District 7,"SKUDLAREK, EDWARD",219
Precinct 101,School Trustee District 7,"WILSON, JOANNA",438
Precinct 101,"State Assembly, District 40","LAU, CHERYL",285
Precinct 101,"State Assembly, District 40","PARNELL, BONNIE",461
Precinct 101,"State Assembly, District 40","WAGNER, JOHN",55
Precinct 101,"State Board of Education, District 9","COOK, DAVE",374
Precinct 101,"State Board of Education, District 9","MYERS, BARBARA J.",328
Precinct 101,Supervisor Ward 2,"ALDEAN, SHELLY",429
Precinct 101,Supervisor Ward 2,"JOHNSON, DENNIS E.",273
Precinct 101,Supervisor Ward 4,"STAUB, RICHARD S.",327
Precinct 101,Supervisor Ward 4,"WALT, MOLLY",399
Precinct 101,"Supreme Court Justice, Seat B",None Of These Candidates,122
Precinct 101,"Supreme Court Justice, Seat B","Pickering, Mary ""Kris""",337
Precinct 101,"Supreme Court Justice, Seat B","Schumacher, Deborah",312
Precinct 101,"Supreme Court Justice, Seat D","Christensen, Thomas Frank",159
Precinct 101,"Supreme Court Justice, Seat D","Gibbons, Mark",462
Precinct 101,"Supreme Court Justice, Seat D",None Of These Candidates,138
Precinct 101,"U.S. Representative in Congress, District 2","Bergland, Craig",8
Precinct 101,"U.S. Representative in Congress, District 2","DERBY, JILL",399
Precinct 101,"U.S. Representative in Congress, District 2","Everhart, John",29
Precinct 101,"U.S. Representative in Congress, District 2","HELLER, DEAN",350
Precinct 101,"U.S. Representative in Congress, District 2","Morse, Sean Patrick",15
Precinct 103,"District Court Judge, District 1, Department  2","WATERS, NOEL",434
Precinct 103,"District Court Judge, District 1, Department  2","WILSON, JIM",424
Precinct 103,Mayor CARSON CITY,"CROWELL, BOB",649
Precinct 103,Mayor CARSON CITY,"HASKINS, KEN",233
Precinct 103,President,"Baldwin, Chuck",0
Precinct 103,President,"Barr, Bob",7
Precinct 103,President,"McCain, John",442
Precinct 103,President,"McKinney, Cynthia",1
Precinct 103,President,"NADER, RALPH",11
Precinct 103,President,None Of These Candidates,8
Precinct 103,President,"Obama, Barack",471
Precinct 103,School Trustee District 5,"DONNER, KIM",311
Precinct 103,School Trustee District 5,"REYNOLDS, STEVEN",396
Precinct 103,School Trustee District 7,"SKUDLAREK, EDWARD",270
Precinct 103,School Trustee District 7,"WILSON, JOANNA",455
Precinct 103,"State Assembly, District 40","LAU, CHERYL",376
Precinct 103,"State Assembly, District 40","PARNELL, BONNIE",510
