precinct,office,candidate,votes
AMARGOSA VLY O6,"District Court Judge, District 5, Department 1 (Nonpartisan)","BECKETT, BOB",12
AMARGOSA VLY O6,"District Court Judge, District 5, Department 1 (Nonpartisan)","DAVIS, JOHN P.",125
AMARGOSA VLY O6,"District Court Judge, District 5, Department 1 (Nonpartisan)","ZLOTEK, MARLA",18
AMARGOSA VLY O6,"District Court Judge, District 5, Department 2 (Nonpartisan)","LANE, ROBERT W.",141
AMARGOSA VLY O6,School Board Trustee Area II (Nonpartisan),"BIENENSTEIN, KATHLEEN L.",42
AMARGOSA VLY O6,School Board Trustee Area II (Nonpartisan),"MCNEELY, J.E. ""DOC""",109
AMARGOSA VLY O6,"Supreme Court Justice, Seat B (Nonpartisan)","Allf, Nancy Lee",38
AMARGOSA VLY O6,"Supreme Court Justice, Seat B (Nonpartisan)","Chairez, Don",24
AMARGOSA VLY O6,"Supreme Court Justice, Seat B (Nonpartisan)",None Of These Candidates,21
AMARGOSA VLY O6,"Supreme Court Justice, Seat B (Nonpartisan)","Pickering, Mary ""Kris""",49
AMARGOSA VLY O6,"Supreme Court Justice, Seat B (Nonpartisan)","Schumacher, Deborah",19
AMARGOSA VLY O6,"U.S. Representative in Congress, District 2 (Republican)","Heller, Dean",55
AMARGOSA VLY O6,"U.S. Representative in Congress, District 2 (Republican)","Smack, James W.",17
BEATTY 01,BEATTY Water &amp; San Dist 2 yr (Nonpartisan),"MADSEN, BOYD",75
BEATTY 01,BEATTY Water &amp; San Dist 2 yr (Nonpartisan),"MARCHAND, WILLIAM",122
BEATTY 01,BEATTY Water &amp; San Dist 2 yr (Nonpartisan),"PARSONS, LESLIE W.",120
BEATTY 01,BEATTY Water &amp; San Dist 2 yr (Nonpartisan),"REVERT, BOB",109
BEATTY 01,BEATTY Water &amp; San Dist 2 yr (Nonpartisan),"VERRILLI, ALBERT M.",76
BEATTY 01,"District Court Judge, District 5, Department 1 (Nonpartisan)","BECKETT, BOB",15
BEATTY 01,"District Court Judge, District 5, Department 1 (Nonpartisan)","DAVIS, JOHN P.",153
BEATTY 01,"District Court Judge, District 5, Department 1 (Nonpartisan)","ZLOTEK, MARLA",33
BEATTY 01,"District Court Judge, District 5, Department 2 (Nonpartisan)","LANE, ROBERT W.",164
BEATTY 01,School Board Trustee Area II (Nonpartisan),"BIENENSTEIN, KATHLEEN L.",84
BEATTY 01,School Board Trustee Area II (Nonpartisan),"MCNEELY, J.E. ""DOC""",103
BEATTY 01,"Supreme Court Justice, Seat B (Nonpartisan)","Allf, Nancy Lee",31
BEATTY 01,"Supreme Court Justice, Seat B (Nonpartisan)","Chairez, Don",61
